Index,Acceleration_X,Acceleration_Y,Acceleration_Z,BPM,Activity
10694,-0.424,0.919,0.126,75,3
10695,-0.406,0.98,0.115,75,3
10696,-0.363,1.09,0.089,75,3
10697,-0.317,1.199,-0.001,75,3
10698,-0.291,1.228,-0.077,75,3
10699,-0.269,1.183,-0.057,75,3
10700,-0.24,1.096,-0.049,75,3
10701,-0.19,1.017,-0.063,75,3
10702,-0.162,0.966,-0.047,75,3
10703,-0.167,0.898,-0.052,75,3
10704,-0.187,0.842,-0.052,75,3
10705,-0.219,0.836,-0.019,75,3
10706,-0.238,0.833,0,75,3
10707,-0.257,0.826,0.017,75,3
10708,-0.297,0.851,0.053,75,3
10709,-0.331,0.903,0.082,75,3
10710,-0.34,0.965,0.121,75,3
10711,-0.334,1.021,0.149,75,3
10712,-0.314,1.039,0.147,75,3
10713,-0.296,1.031,0.144,75,3
10714,-0.32,1.082,0.1,75,3
10715,-0.319,1.198,-0.009,75,3
10716,-0.226,1.253,-0.104,75,3
10717,-0.175,1.169,-0.14,75,3
10718,-0.186,1.031,-0.144,75,3
10719,-0.184,0.944,-0.14,75,3
10720,-0.173,0.895,-0.138,75,3
10721,-0.163,0.852,-0.13,75,3
10722,-0.186,0.819,-0.117,75,3
10723,-0.221,0.788,-0.115,75,3
10724,-0.246,0.769,-0.112,75,3
10725,-0.26,0.771,-0.098,75,3
10726,-0.275,0.82,-0.088,75,3
10727,-0.294,0.899,-0.092,75,3
10728,-0.296,0.953,-0.105,75,3
10729,-0.281,0.994,-0.119,75,3
10730,-0.26,1.066,-0.125,75,3
10731,-0.24,1.13,-0.13,75,3
10732,-0.222,1.217,-0.139,75,3
10733,-0.187,1.353,-0.168,75,3
10734,-0.127,1.381,-0.202,75,3
10735,-0.051,1.26,-0.207,75,3
10736,-0.021,1.143,-0.19,75,3
10737,-0.035,1.047,-0.163,75,3
10738,-0.021,0.94,-0.144,75,3
10739,-0.022,0.875,-0.134,75,3
10740,-0.071,0.843,-0.122,75,3
10741,-0.133,0.813,-0.09,75,3
10742,-0.189,0.798,-0.057,75,3
10743,-0.232,0.803,-0.055,75,3
10744,-0.264,0.806,-0.038,75,3
10745,-0.288,0.832,0.005,75,3
10746,-0.321,0.896,0.013,75,3
10747,-0.378,0.957,0.049,75,3
10748,-0.435,1,0.125,75,3
10749,-0.471,1.053,0.14,75,3
10750,-0.478,1.098,0.101,75,3
10751,-0.479,1.126,0.036,75,3
10752,-0.537,1.192,-0.039,75,3
10753,-0.561,1.265,-0.084,75,3
10754,-0.543,1.248,-0.088,75,3
10755,-0.533,1.124,-0.061,75,3
10756,-0.493,0.96,-0.021,75,3
10757,-0.466,0.851,-0.01,75,3
10758,-0.451,0.776,0.001,75,3
10759,-0.461,0.704,0.033,75,3
10760,-0.406,0.669,0.066,75,3
10761,-0.55,0.686,0.103,75,3
10762,-0.633,0.711,0.132,75,3
10763,-0.568,0.627,0.175,75,3
10764,-0.584,0.456,0.312,75,3
10765,-0.579,0.339,0.508,75,3
10766,-0.615,0.301,0.657,75,3
10767,-0.622,0.328,0.734,75,3
10768,-0.643,0.382,0.719,75,3
10769,-0.611,0.381,0.674,75,3
10770,-0.579,0.389,0.64,75,3
10771,-0.63,0.438,0.676,75,3
10772,-0.683,0.464,0.748,75,3
10773,-0.643,0.44,0.705,75,3
10774,-0.584,0.432,0.648,75,3
10775,-0.591,0.504,0.678,75,3
10776,-0.583,0.63,0.618,75,3
10777,-0.543,0.696,0.518,75,3
10778,-0.506,0.667,0.498,75,3
10779,-0.481,0.621,0.511,75,3
10780,-0.516,0.564,0.522,75,3
10781,-0.563,0.511,0.508,75,3
10782,-0.58,0.464,0.498,75,3
10783,-0.609,0.431,0.496,75,3
10784,-0.628,0.438,0.473,75,3
10785,-0.651,0.497,0.416,75,3
10786,-0.715,0.604,0.402,75,3
10787,-0.706,0.703,0.425,75,3
10788,-0.694,0.785,0.411,75,3
10789,-0.724,0.84,0.408,75,3
10790,-0.758,0.853,0.365,75,3
10791,-0.881,0.821,0.255,75,3
10792,-0.996,0.706,0.199,75,3
10793,-0.989,0.512,0.168,75,3
10794,-0.983,0.346,0.159,75,3
10795,-0.981,0.253,0.227,75,3
10796,-0.93,0.232,0.229,75,3
10797,-0.893,0.299,0.142,75,3
10798,-0.858,0.354,0.103,75,3
10799,-0.849,0.358,0.113,75,3
10800,-0.852,0.342,0.084,75,3
10801,-0.874,0.358,0.035,75,3
10802,-0.93,0.425,0.016,75,3
10803,-0.938,0.457,0.011,75,3
10804,-0.89,0.468,0.012,75,3
10805,-0.848,0.494,0.008,75,3
10806,-0.834,0.51,0.005,75,3
10807,-0.813,0.543,-0.01,75,3
10808,-0.762,0.605,-0.02,75,3
10809,-0.69,0.68,0.002,75,3
10810,-0.697,0.804,0.034,75,3
10811,-0.807,0.971,0.069,75,3
10812,-0.93,1.065,0.087,75,3
10813,-1.03,1.032,0.122,75,3
10814,-1.006,0.916,0.154,75,3
10815,-0.891,0.776,0.131,75,3
10816,-0.829,0.674,0.128,75,3
10817,-0.781,0.623,0.142,75,3
10818,-0.686,0.605,0.13,75,3
10819,-0.595,0.618,0.115,75,3
10820,-0.548,0.665,0.13,75,3
10821,-0.504,0.718,0.166,75,3
10822,-0.462,0.754,0.205,75,3
10823,-0.443,0.773,0.242,75,3
10824,-0.448,0.765,0.278,75,3
10825,-0.489,0.771,0.274,75,3
10826,-0.565,0.816,0.272,75,3
10827,-0.683,0.833,0.275,75,3
10828,-0.816,0.882,0.246,75,3
10829,-0.897,0.945,0.181,75,3
10830,-0.945,0.971,0.074,75,3
10831,-0.94,1.034,0.005,75,3
10832,-0.822,1.013,-0.02,75,3
10833,-0.668,0.882,-0.011,75,3
10834,-0.562,0.828,0.02,75,3
10835,-0.497,0.779,0.016,75,3
10836,-0.47,0.645,0.013,75,3
10837,-0.499,0.548,0.057,75,3
10838,-0.55,0.517,0.091,75,3
10839,-0.581,0.504,0.094,75,3
10840,-0.593,0.511,0.109,75,3
10841,-0.635,0.553,0.138,75,3
10842,-0.674,0.61,0.158,75,3
10843,-0.654,0.737,0.16,75,3
10844,-0.594,0.909,0.102,75,3
10845,-0.522,1.037,0.012,75,3
10846,-0.489,1.138,-0.033,75,3
10847,-0.466,1.196,-0.034,75,3
10848,-0.418,1.208,-0.057,75,3
10849,-0.384,1.17,-0.13,75,3
10850,-0.379,1.12,-0.167,75,3
10851,-0.354,1.086,-0.194,75,3
10852,-0.314,1.01,-0.233,75,3
10853,-0.307,0.932,-0.212,75,3
10854,-0.31,0.874,-0.172,75,3
10855,-0.304,0.804,-0.133,75,3
10856,-0.293,0.783,-0.079,75,3
10857,-0.291,0.801,-0.054,75,3
10858,-0.309,0.845,-0.021,75,3
10859,-0.338,0.91,0.026,75,3
10860,-0.366,0.962,0.072,75,3
10861,-0.376,0.999,0.12,75,3
10862,-0.381,1.026,0.14,75,3
10863,-0.388,1.147,0.087,75,3
10864,-0.376,1.359,-0.046,75,3
10865,-0.338,1.414,-0.178,75,3
10866,-0.301,1.281,-0.269,75,3
10867,-0.253,1.188,-0.328,75,3
10868,-0.181,1.124,-0.345,75,3
10869,-0.126,1.014,-0.33,75,3
10870,-0.147,0.902,-0.302,75,3
10871,-0.174,0.815,-0.259,75,3
10872,-0.153,0.739,-0.187,75,3
10873,-0.141,0.675,-0.104,75,3
10874,-0.191,0.646,-0.057,75,3
10875,-0.295,0.645,-0.037,75,3
10876,-0.384,0.678,-0.009,75,3
10877,-0.461,0.759,0.018,75,3
10878,-0.532,0.86,0.013,75,3
10879,-0.569,0.93,-0.017,75,3
10880,-0.546,0.988,-0.036,75,3
10881,-0.491,1.09,-0.066,75,3
10882,-0.43,1.201,-0.135,75,3
10883,-0.351,1.314,-0.198,75,3
10884,-0.277,1.331,-0.234,75,3
10885,-0.225,1.162,-0.236,75,3
10886,-0.184,1.011,-0.181,75,3
10887,-0.188,0.967,-0.135,75,3
10888,-0.189,0.931,-0.133,75,3
10889,-0.178,0.906,-0.109,75,3
10890,-0.195,0.901,-0.088,75,3
10891,-0.218,0.874,-0.075,75,3
10892,-0.241,0.844,-0.034,75,3
10893,-0.264,0.829,-0.005,75,3
10894,-0.284,0.858,0.013,75,3
10895,-0.315,0.92,0.036,75,3
10896,-0.352,0.962,0.064,75,3
10897,-0.372,0.965,0.104,75,3
10898,-0.398,0.951,0.108,75,3
10899,-0.439,0.986,0.107,75,3
10900,-0.439,1.048,0.118,75,3
10901,-0.43,1.103,0.047,75,3
10902,-0.445,1.17,-0.014,75,3
10903,-0.463,1.187,0.004,75,3
10904,-0.491,1.097,0.015,75,3
10905,-0.493,0.942,0.035,75,3
10906,-0.504,0.837,0.043,75,3
10907,-0.526,0.801,0.01,75,3
10908,-0.512,0.75,0.007,75,3
10909,-0.552,0.702,0.009,75,3
10910,-0.597,0.667,0.001,75,3
10911,-0.502,0.594,0.009,75,3
10912,-0.505,0.528,0.048,75,3
10913,-0.596,0.547,0.037,75,3
10914,-0.557,0.585,-0.082,75,3
10915,-0.488,0.571,-0.07,75,3
10916,-0.501,0.547,0.031,75,3
10917,-0.544,0.663,0.02,75,3
10918,-0.538,0.939,-0.01,75,3
10919,-0.455,1.169,-0.097,75,3
10920,-0.369,1.304,-0.16,75,3
10921,-0.334,1.371,-0.084,75,3
10922,-0.308,1.327,-0.034,75,3
10923,-0.29,1.199,-0.066,75,3
10924,-0.281,1.091,-0.121,75,3
10925,-0.302,1.036,-0.193,75,3
10926,-0.327,1.002,-0.25,75,3
10927,-0.326,0.96,-0.242,75,3
10928,-0.311,0.904,-0.206,75,3
10929,-0.291,0.854,-0.186,75,3
10930,-0.271,0.836,-0.154,75,3
10931,-0.24,0.867,-0.068,75,3
10932,-0.121,0.919,0.049,75,3
10933,-0.068,0.922,0.117,75,3
10934,-0.157,0.915,0.128,75,3
10935,-0.23,0.942,0.119,75,3
10936,-0.31,0.967,0.066,75,3
10937,-0.397,0.991,0.029,75,3
10938,-0.437,1.042,0.036,75,3
10939,-0.453,1.111,-0.002,75,3
10940,-0.477,1.213,-0.085,75,3
10941,-0.477,1.284,-0.136,75,3
10942,-0.45,1.206,-0.124,75,3
10943,-0.473,1.087,-0.097,75,3
10944,-0.497,1.01,-0.09,75,3
10945,-0.523,0.948,-0.079,75,3
10946,-0.57,0.888,-0.02,75,3
10947,-0.631,0.832,0.118,75,3
10948,-0.686,0.807,0.278,75,3
10949,-0.602,0.702,0.405,75,3
10950,-0.476,0.519,0.489,75,3
10951,-0.385,0.36,0.5,75,3
10952,-0.338,0.245,0.477,75,3
10953,-0.341,0.222,0.422,75,3
10954,-0.424,0.268,0.425,75,3
10955,-0.586,0.307,0.571,75,3
10956,-0.626,0.341,0.627,75,3
10957,-0.61,0.426,0.612,75,3
10958,-0.708,0.569,0.78,75,3
10959,-0.675,0.583,0.843,75,3
10960,-0.51,0.503,0.777,75,3
10961,-0.501,0.512,0.748,75,3
10962,-0.494,0.539,0.701,75,3
10963,-0.451,0.544,0.677,75,3
10964,-0.502,0.521,0.644,75,3
10965,-0.532,0.512,0.609,75,3
10966,-0.49,0.547,0.61,75,3
10967,-0.433,0.562,0.655,75,3
10968,-0.507,0.537,0.677,75,3
10969,-0.576,0.53,0.666,75,3
10970,-0.508,0.545,0.671,75,3
10971,-0.514,0.526,0.664,75,3
10972,-0.527,0.518,0.661,75,3
10973,-0.475,0.513,0.705,75,3
10974,-0.483,0.482,0.719,75,3
10975,-0.51,0.471,0.706,75,3
10976,-0.513,0.442,0.732,75,3
10977,-0.53,0.418,0.729,75,3
10978,-0.52,0.434,0.723,75,3
10979,-0.504,0.422,0.747,75,3
10980,-0.532,0.375,0.77,75,3
10981,-0.554,0.371,0.766,75,3
10982,-0.539,0.361,0.773,75,3
10983,-0.539,0.306,0.8,75,3
10984,-0.542,0.316,0.787,75,3
10985,-0.533,0.345,0.769,75,3
10986,-0.567,0.347,0.744,75,3
10987,-0.592,0.357,0.733,75,3
10988,-0.567,0.359,0.739,75,3
10989,-0.542,0.371,0.736,75,3
10990,-0.532,0.393,0.733,75,3
10991,-0.544,0.384,0.722,75,3
10992,-0.562,0.383,0.71,75,3
10993,-0.542,0.399,0.726,75,3
10994,-0.551,0.383,0.743,75,3
10995,-0.562,0.377,0.743,75,3
10996,-0.533,0.389,0.743,75,3
10997,-0.534,0.391,0.746,75,3
10998,-0.54,0.393,0.739,75,3
10999,-0.514,0.38,0.761,75,3
11000,-0.495,0.368,0.778,75,3
11001,-0.528,0.36,0.769,75,3
11002,-0.546,0.324,0.773,75,3
11003,-0.541,0.307,0.779,75,3
11004,-0.497,0.331,0.792,75,3
11005,-0.46,0.34,0.797,75,3
11006,-0.498,0.31,0.8,75,3
11007,-0.508,0.286,0.803,75,3
11008,-0.501,0.286,0.795,75,3
11009,-0.521,0.272,0.794,75,3
11010,-0.526,0.259,0.802,75,3
11011,-0.521,0.25,0.808,75,3
11012,-0.515,0.234,0.822,75,3
11013,-0.499,0.229,0.829,75,3
11014,-0.499,0.208,0.827,75,3
11015,-0.51,0.197,0.836,75,3
11016,-0.487,0.205,0.849,75,3
11017,-0.487,0.202,0.855,75,3
11018,-0.515,0.193,0.837,75,3
11019,-0.509,0.185,0.844,75,3
11020,-0.512,0.187,0.876,75,3
11021,-0.87,0.093,-0.591,60,4
11022,-0.84,0.073,-0.549,60,4
11023,-0.786,0.048,-0.449,60,4
11024,-0.761,0.02,-0.311,60,4
11025,-0.628,-0.02,-0.208,60,4
11026,-0.173,0.033,-0.1,60,4
11027,0.409,0.426,0.044,60,4
11028,0.223,1.168,-0.238,60,4
11029,-0.348,1.761,-0.717,60,4
11030,-0.507,1.705,-0.646,60,4
11031,-0.426,1.407,-0.334,60,4
11032,-0.282,1.306,-0.244,60,4
11033,-0.309,1.245,-0.315,60,4
11034,-0.407,1.191,-0.373,60,4
11035,-0.43,1.158,-0.346,60,4
11036,-0.402,1.14,-0.292,60,4
11037,-0.385,1.128,-0.258,60,4
11038,-0.375,1.116,-0.246,60,4
11039,-0.383,1.082,-0.21,60,4
11040,-0.395,1.033,-0.169,60,4
11041,-0.398,0.994,-0.138,60,4
11042,-0.384,0.976,-0.115,60,4
11043,-0.358,1.004,-0.124,60,4
11044,-0.358,1.004,-0.124,60,4
11045,-0.358,1.004,-0.124,60,4
11046,-0.34,1.07,-0.143,60,4
11047,-0.317,1.101,-0.146,60,4
11048,-0.306,1.095,-0.122,60,4
11049,-0.292,1.107,-0.105,60,4
11050,-0.245,1.12,-0.12,60,4
11051,-0.185,1.111,-0.14,60,4
11052,-0.149,1.103,-0.142,60,4
11053,-0.128,1.083,-0.15,60,4
11054,-0.124,1.029,-0.149,60,4
11055,-0.131,0.978,-0.124,60,4
11056,-0.139,0.928,-0.095,60,4
11057,-0.15,0.872,-0.064,60,4
11058,-0.164,0.828,-0.026,60,4
11059,-0.187,0.823,0.018,60,4
11060,-0.211,0.861,0.056,60,4
11061,-0.23,0.911,0.101,60,4
11062,-0.239,0.959,0.167,60,4
11063,-0.244,1.028,0.22,60,4
11064,-0.257,1.116,0.208,60,4
11065,-0.264,1.142,0.136,60,4
11066,-0.255,1.094,0.065,60,4
11067,-0.241,1.041,0.009,60,4
11068,-0.236,1.015,-0.041,60,4
11069,-0.241,1.002,-0.073,60,4
11070,-0.245,0.973,-0.091,60,4
11071,-0.245,0.93,-0.101,60,4
11072,-0.246,0.907,-0.104,60,4
11073,-0.251,0.92,-0.111,60,4
11074,-0.257,0.958,-0.116,60,4
11075,-0.259,1.012,-0.082,60,4
11076,-0.234,1.05,0.008,60,4
11077,-0.204,1.047,0.084,60,4
11078,-0.201,1.023,0.087,60,4
11079,-0.206,1,0.045,60,4
11080,-0.209,0.986,-0.01,59,4
11081,-0.216,0.974,-0.063,59,4
11082,-0.232,0.966,-0.094,59,4
11083,-0.242,0.964,-0.11,59,4
11084,-0.242,0.968,-0.122,59,4
11085,-0.239,0.974,-0.125,59,4
11086,-0.24,0.976,-0.118,59,4
11087,-0.243,0.98,-0.105,59,4
11088,-0.244,0.991,-0.085,59,4
11089,-0.241,1.002,-0.061,59,4
11090,-0.237,1.005,-0.045,59,4
11091,-0.227,1.002,-0.051,59,4
11092,-0.219,0.998,-0.07,59,4
11093,-0.219,0.993,-0.09,59,4
11094,-0.222,0.99,-0.105,59,4
11095,-0.227,0.987,-0.113,59,4
11096,-0.231,0.983,-0.118,59,4
11097,-0.232,0.981,-0.124,59,4
11098,-0.234,0.981,-0.126,59,4
11099,-0.236,0.982,-0.125,59,4
11100,-0.237,0.986,-0.122,59,4
11101,-0.236,0.989,-0.116,59,4
11102,-0.231,0.991,-0.108,59,4
11103,-0.229,0.992,-0.102,59,4
11104,-0.235,0.992,-0.101,59,4
11105,-0.239,0.986,-0.101,59,4
11106,-0.241,0.983,-0.104,59,4
11107,-0.243,0.983,-0.109,59,4
11108,-0.245,0.983,-0.115,59,4
11109,-0.244,0.984,-0.121,59,4
11110,-0.24,0.982,-0.124,59,4
11111,-0.233,0.977,-0.124,59,4
11112,-0.223,0.978,-0.125,59,4
11113,-0.217,0.979,-0.126,59,4
11114,-0.21,0.978,-0.132,59,4
11115,-0.202,0.977,-0.145,59,4
11116,-0.197,0.976,-0.154,59,4
11117,-0.191,0.978,-0.155,59,4
11118,-0.19,0.982,-0.147,59,4
11119,-0.194,0.985,-0.139,59,4
11120,-0.196,0.989,-0.132,59,4
11121,-0.196,0.992,-0.122,59,4
11122,-0.198,0.992,-0.111,59,4
11123,-0.204,0.99,-0.103,59,4
11124,-0.215,0.989,-0.103,59,4
11125,-0.226,0.986,-0.108,59,4
11126,-0.231,0.984,-0.114,59,4
11127,-0.235,0.98,-0.12,59,4
11128,-0.24,0.98,-0.123,59,4
11129,-0.244,0.983,-0.125,59,4
11130,-0.246,0.985,-0.125,59,4
11131,-0.248,0.986,-0.123,59,4
11132,-0.249,0.986,-0.119,59,4
11133,-0.249,0.986,-0.116,59,4
11134,-0.246,0.986,-0.112,59,4
11135,-0.239,0.987,-0.108,59,4
11136,-0.228,0.988,-0.109,59,4
11137,-0.219,0.988,-0.111,59,4
11138,-0.215,0.988,-0.116,59,4
11139,-0.212,0.986,-0.121,59,4
11140,-0.21,0.982,-0.123,59,4
11141,-0.207,0.98,-0.125,59,4
11142,-0.204,0.981,-0.125,59,4
11143,-0.204,0.983,-0.125,59,4
11144,-0.207,0.985,-0.121,59,4
11145,-0.211,0.985,-0.112,59,4
11146,-0.218,0.987,-0.102,59,4
11147,-0.227,0.99,-0.1,59,4
11148,-0.233,0.989,-0.102,59,4
11149,-0.236,0.987,-0.105,59,4
11150,-0.235,0.981,-0.111,59,4
11151,-0.236,0.975,-0.115,59,4
11152,-0.237,0.976,-0.117,59,4
11153,-0.238,0.981,-0.118,59,4
11154,-0.238,0.985,-0.118,59,4
11155,-0.238,0.987,-0.117,59,4
11156,-0.234,0.988,-0.114,59,4
11157,-0.229,0.988,-0.11,59,4
11158,-0.227,0.987,-0.106,59,4
11159,-0.226,0.986,-0.105,59,4
11160,-0.227,0.987,-0.108,59,4
11161,-0.229,0.989,-0.111,59,4
11162,-0.23,0.988,-0.114,59,4
11163,-0.23,0.983,-0.114,59,4
11164,-0.228,0.979,-0.113,59,4
11165,-0.218,0.981,-0.12,59,4
11166,-0.213,0.985,-0.125,59,4
11167,-0.221,0.992,-0.123,59,4
11168,-0.225,0.996,-0.117,59,4
11169,-0.223,0.994,-0.108,59,4
11170,-0.216,0.993,-0.097,60,4
11171,-0.208,0.993,-0.09,60,4
11172,-0.197,0.992,-0.093,60,4
11173,-0.187,0.991,-0.101,60,4
11174,-0.189,0.989,-0.107,60,4
11175,-0.199,0.98,-0.106,60,4
11176,-0.213,0.971,-0.101,60,4
11177,-0.227,0.969,-0.091,60,4
11178,-0.237,0.973,-0.085,60,4
11179,-0.243,0.981,-0.087,60,4
11180,-0.249,0.987,-0.088,60,4
11181,-0.25,0.988,-0.083,60,4
11182,-0.245,0.985,-0.076,60,4
11183,-0.235,0.982,-0.074,60,4
11184,-0.231,0.979,-0.073,60,4
11185,-0.235,0.978,-0.075,60,4
11186,-0.241,0.979,-0.081,60,4
11187,-0.246,0.979,-0.078,60,4
11188,-0.248,0.976,-0.074,60,4
11189,-0.246,0.978,-0.074,60,4
11190,-0.246,0.98,-0.076,61,4
11191,-0.245,0.982,-0.082,61,4
11192,-0.245,0.986,-0.084,61,4
11193,-0.246,0.986,-0.081,61,4
11194,-0.247,0.986,-0.08,61,4
11195,-0.247,0.987,-0.08,61,4
11196,-0.246,0.987,-0.082,61,4
11197,-0.246,0.989,-0.084,61,4
11198,-0.247,0.989,-0.085,61,4
11199,-0.247,0.985,-0.083,61,4
11200,-0.243,0.983,-0.081,61,4
11201,-0.241,0.984,-0.081,61,4
11202,-0.245,0.985,-0.08,61,4
11203,-0.248,0.986,-0.08,61,4
11204,-0.247,0.987,-0.081,61,4
11205,-0.239,0.986,-0.081,61,4
11206,-0.234,0.985,-0.078,61,4
11207,-0.237,0.985,-0.074,61,4
11208,-0.242,0.984,-0.074,61,4
11209,-0.246,0.985,-0.074,61,4
11210,-0.245,0.985,-0.074,61,4
11211,-0.242,0.981,-0.072,61,4
11212,-0.238,0.981,-0.067,61,4
11213,-0.239,0.985,-0.063,61,4
11214,-0.246,0.982,-0.061,61,4
11215,-0.248,0.982,-0.064,61,4
11216,-0.247,0.987,-0.066,61,4
11217,-0.246,0.989,-0.061,61,4
11218,-0.245,0.989,-0.055,61,4
11219,-0.242,0.989,-0.055,61,4
11220,-0.238,0.986,-0.059,61,4
11221,-0.233,0.983,-0.061,61,4
11222,-0.228,0.984,-0.061,61,4
11223,-0.227,0.985,-0.059,61,4
11224,-0.229,0.984,-0.058,61,4
11225,-0.233,0.985,-0.059,61,4
11226,-0.239,0.982,-0.06,61,4
11227,-0.235,0.973,-0.071,61,4
11228,-0.219,0.973,-0.089,61,4
11229,-0.201,0.995,-0.083,61,4
11230,-0.2,1.017,-0.05,61,4
11231,-0.25,1.014,-0.024,61,4
11232,-0.297,0.996,-0.04,61,4
11233,-0.286,0.979,-0.073,61,4
11234,-0.249,0.972,-0.09,61,4
11235,-0.214,0.968,-0.077,61,4
11236,-0.194,0.963,-0.049,61,4
11237,-0.196,0.965,-0.039,61,4
11238,-0.212,0.97,-0.05,61,4
11239,-0.22,0.974,-0.072,61,4
11240,-0.217,0.976,-0.083,61,4
11241,-0.214,0.98,-0.079,61,4
11242,-0.215,0.984,-0.07,61,4
11243,-0.224,0.987,-0.066,61,4
11244,-0.234,0.988,-0.069,61,4
11245,-0.238,0.992,-0.079,61,4
11246,-0.249,1.001,-0.085,61,4
11247,-0.26,1.003,-0.081,61,4
11248,-0.256,0.994,-0.076,61,4
11249,-0.246,0.989,-0.081,61,4
11250,-0.243,0.989,-0.09,62,4
11251,-0.247,0.991,-0.092,62,4
11252,-0.245,1,-0.088,62,4
11253,-0.232,1.008,-0.092,62,4
11254,-0.229,1,-0.075,62,4
11255,-0.238,0.986,-0.046,62,4
11256,-0.243,0.982,-0.045,62,4
11257,-0.249,0.982,-0.063,62,4
11258,-0.243,0.982,-0.086,62,4
11259,-0.225,0.975,-0.097,62,4
11260,-0.21,0.963,-0.092,62,4
11261,-0.196,0.956,-0.08,62,4
11262,-0.182,0.962,-0.071,62,4
11263,-0.174,0.976,-0.067,62,4
11264,-0.17,0.985,-0.063,62,4
11265,-0.161,0.988,-0.06,62,4
11266,-0.164,0.989,-0.059,62,4
11267,-0.18,0.99,-0.059,62,4
11268,-0.191,0.99,-0.062,62,4
11269,-0.198,0.991,-0.065,62,4
11270,-0.209,0.994,-0.065,62,4
11271,-0.22,0.995,-0.062,62,4
11272,-0.229,0.993,-0.059,62,4
11273,-0.23,0.989,-0.061,62,4
11274,-0.225,0.986,-0.066,62,4
11275,-0.224,0.986,-0.07,62,4
11276,-0.229,0.988,-0.07,62,4
11277,-0.236,0.989,-0.066,62,4
11278,-0.24,0.988,-0.064,62,4
11279,-0.242,0.985,-0.067,62,4
11280,-0.239,0.984,-0.072,62,4
11281,-0.231,0.986,-0.075,62,4
11282,-0.227,0.988,-0.071,62,4
11283,-0.231,0.989,-0.063,62,4
11284,-0.24,0.986,-0.058,62,4
11285,-0.243,0.983,-0.06,62,4
11286,-0.24,0.983,-0.069,62,4
11287,-0.237,0.986,-0.074,62,4
11288,-0.236,0.989,-0.071,62,4
11289,-0.237,0.989,-0.064,62,4
11290,-0.239,0.987,-0.059,62,4
11291,-0.242,0.983,-0.061,62,4
11292,-0.243,0.981,-0.067,62,4
11293,-0.241,0.983,-0.073,62,4
11294,-0.239,0.986,-0.072,62,4
11295,-0.24,0.988,-0.063,62,4
11296,-0.244,0.988,-0.058,62,4
11297,-0.248,0.987,-0.059,62,4
11298,-0.239,0.979,-0.07,62,4
11299,-0.222,0.975,-0.083,62,4
11300,-0.213,0.983,-0.082,63,4
11301,-0.221,0.989,-0.068,63,4
11302,-0.237,0.989,-0.057,63,4
11303,-0.246,0.988,-0.062,63,4
11304,-0.247,0.985,-0.076,63,4
11305,-0.244,0.984,-0.082,63,4
11306,-0.238,0.985,-0.074,63,4
11307,-0.234,0.987,-0.064,63,4
11308,-0.235,0.986,-0.062,63,4
11309,-0.242,0.983,-0.066,63,4
11310,-0.247,0.981,-0.068,63,4
11311,-0.249,0.982,-0.066,63,4
11312,-0.25,0.984,-0.063,63,4
11313,-0.249,0.986,-0.061,63,4
11314,-0.248,0.988,-0.059,63,4
11315,-0.247,0.986,-0.055,63,4
11316,-0.245,0.981,-0.052,63,4
11317,-0.241,0.98,-0.051,63,4
11318,-0.235,0.986,-0.053,63,4
11319,-0.226,0.992,-0.053,63,4
11320,-0.217,0.996,-0.046,63,4
11321,-0.205,0.989,-0.039,63,4
11322,-0.176,0.981,-0.043,63,4
11323,-0.156,0.972,-0.061,63,4
11324,-0.183,0.953,-0.075,63,4
11325,-0.249,0.938,-0.076,63,4
11326,-0.321,0.943,-0.073,63,4
11327,-0.357,0.963,-0.079,63,4
11328,-0.354,0.984,-0.089,63,4
11329,-0.337,0.996,-0.096,63,4
11330,-0.302,0.991,-0.096,63,4
11331,-0.26,0.978,-0.084,63,4
11332,-0.225,0.974,-0.074,63,4
11333,-0.202,0.979,-0.071,63,4
11334,-0.203,0.985,-0.069,63,4
11335,-0.224,0.991,-0.068,63,4
11336,-0.239,0.991,-0.07,63,4
11337,-0.242,0.986,-0.08,63,4
11338,-0.239,0.983,-0.089,63,4
11339,-0.235,0.976,-0.088,63,4
11340,-0.228,0.97,-0.08,64,4
11341,-0.22,0.972,-0.074,64,4
11342,-0.215,0.979,-0.079,64,4
11343,-0.22,0.984,-0.086,64,4
11344,-0.24,0.986,-0.085,64,4
11345,-0.277,0.987,-0.082,64,4
11346,-0.303,0.984,-0.09,64,4
11347,-0.293,0.981,-0.107,64,4
11348,-0.266,0.98,-0.114,64,4
11349,-0.242,0.979,-0.103,64,4
11350,-0.229,0.983,-0.083,64,4
11351,-0.229,0.99,-0.075,64,4
11352,-0.237,0.99,-0.083,64,4
11353,-0.243,0.985,-0.095,64,4
11354,-0.246,0.979,-0.097,64,4
11355,-0.246,0.975,-0.087,64,4
11356,-0.243,0.978,-0.078,64,4
11357,-0.238,0.982,-0.078,64,4
11358,-0.234,0.986,-0.081,64,4
11359,-0.231,0.986,-0.08,64,4
11360,-0.228,0.985,-0.075,64,4
11361,-0.23,0.986,-0.073,64,4
11362,-0.237,0.988,-0.081,64,4
11363,-0.241,0.989,-0.088,64,4
11364,-0.238,0.989,-0.085,64,4
11365,-0.233,0.99,-0.08,64,4
11366,-0.229,0.987,-0.078,64,4
11367,-0.221,0.983,-0.08,64,4
11368,-0.213,0.981,-0.08,64,4
11369,-0.206,0.985,-0.086,64,4
