Sample Count,Green1 Count,Green2 Count,Acceleration X (g),Acceleration Y (g),Acceleration Z (g),Heart Rate (bpm),HR Confidence (%),Activity
1638,254801,344064,-0.496,0.42,0.759,98,0,REST
1639,255380,326035,-0.496,0.422,0.76,98,0,REST
1640,255915,328415,-0.499,0.416,0.758,98,0,REST
1641,255346,336204,-0.51,0.401,0.768,98,0,REST
1642,255817,341654,-0.522,0.391,0.769,98,0,REST
1643,256979,347893,-0.544,0.371,0.763,99,0,REST
1644,258313,358093,-0.535,0.379,0.757,99,0,REST
1645,256216,379861,-0.462,0.421,0.77,99,0,REST
1646,255639,393728,-0.406,0.455,0.778,99,0,REST
1647,257559,398078,-0.404,0.47,0.761,99,0,REST
1648,259889,399935,-0.418,0.467,0.762,99,0,REST
1649,260098,397362,-0.425,0.454,0.785,99,0,REST
1650,259268,389433,-0.409,0.453,0.81,99,0,REST
1651,260473,377652,-0.392,0.447,0.828,99,0,REST
1652,260321,367580,-0.385,0.453,0.819,99,0,REST
1653,259032,368291,-0.439,0.443,0.781,99,0,REST
1654,259193,397653,-0.501,0.427,0.736,99,0,REST
1655,259300,405492,-0.45,0.469,0.729,99,0,REST
1656,259872,386839,-0.386,0.496,0.754,99,0,REST
1657,267547,376832,-0.385,0.491,0.762,99,0,REST
1658,268604,346357,-0.396,0.488,0.757,99,0,REST
1659,269374,350883,-0.42,0.473,0.758,99,0,REST
1660,268450,356203,-0.461,0.431,0.783,99,0,REST
1661,265687,357720,-0.492,0.387,0.802,99,0,REST
1662,264119,358080,-0.502,0.388,0.78,99,0,REST
1663,261847,358091,-0.477,0.425,0.759,99,0,REST
1664,260590,362245,-0.448,0.431,0.776,99,0,REST
1665,260665,367831,-0.412,0.45,0.799,99,0,REST
1666,262601,375180,-0.363,0.499,0.786,99,0,REST
1667,264231,381329,-0.32,0.52,0.761,99,0,REST
1668,264120,385186,-0.305,0.512,0.773,99,0,REST
1669,262821,389076,-0.358,0.479,0.802,99,0,REST
1670,261197,388149,-0.404,0.443,0.837,99,0,REST
1671,260673,387825,-0.401,0.438,0.844,99,0,REST
1672,260036,388865,-0.389,0.479,0.783,99,0,REST
1673,260294,391162,-0.366,0.516,0.738,99,0,REST
1674,260103,394047,-0.316,0.529,0.758,99,0,REST
1675,260713,395345,-0.261,0.544,0.791,99,0,REST
1676,261461,390713,-0.255,0.534,0.803,99,0,REST
1677,262887,381538,-0.328,0.501,0.786,99,0,REST
1678,265305,383331,-0.409,0.484,0.76,99,0,REST
1679,266195,380566,-0.441,0.454,0.772,99,0,REST
1680,263788,376517,-0.429,0.427,0.802,99,0,REST
1681,261155,377139,-0.401,0.426,0.803,99,0,REST
1682,260321,380458,-0.4,0.445,0.782,99,0,REST
1683,260005,382014,-0.373,0.472,0.795,99,0,REST
1684,255843,380456,-0.338,0.486,0.822,99,0,REST
1685,252473,379786,-0.344,0.494,0.808,99,0,REST
1686,253265,380751,-0.354,0.5,0.786,99,0,REST
1687,254529,386578,-0.367,0.501,0.774,99,0,OTHER
1688,255289,395438,-0.385,0.491,0.773,99,0,OTHER
1689,260726,401257,-0.371,0.484,0.79,99,0,OTHER
1690,265577,400519,-0.359,0.479,0.804,99,0,OTHER
1691,262177,401601,-0.395,0.46,0.8,99,0,OTHER
1692,262677,399014,-0.345,0.488,0.802,99,0,OTHER
1693,265934,405688,-0.274,0.54,0.8,100,0,OTHER
1694,266050,410775,-0.312,0.531,0.776,100,0,OTHER
1695,266695,406847,-0.392,0.479,0.768,100,0,OTHER
1696,265789,396304,-0.418,0.443,0.795,100,0,OTHER
1697,265835,393855,-0.386,0.454,0.796,100,0,OTHER
1698,266134,397310,-0.395,0.474,0.756,100,0,OTHER
1699,260089,434158,-0.408,0.44,0.78,100,0,OTHER
1700,261287,441593,-0.413,0.387,0.825,100,0,OTHER
1701,261251,423743,-0.439,0.398,0.802,100,0,OTHER
1702,259201,409600,-0.471,0.396,0.796,100,0,OTHER
1703,255939,384670,-0.487,0.346,0.853,100,0,OTHER
1704,255492,383934,-0.493,0.402,0.777,100,0,OTHER
1705,259101,391774,-0.371,0.489,0.742,100,0,OTHER
1706,263245,417771,-0.274,0.524,0.801,100,0,OTHER
1707,266096,431545,-0.361,0.523,0.763,100,0,OTHER
1708,273118,432845,-0.423,0.488,0.761,100,0,OTHER
1709,269998,409601,-0.388,0.482,0.795,100,0,OTHER
1710,274128,403458,-0.361,0.482,0.806,100,0,OTHER
1711,272999,406201,-0.351,0.484,0.797,100,0,OTHER
1712,271109,421660,-0.317,0.504,0.776,100,0,OTHER
1713,268813,431731,-0.335,0.511,0.741,101,0,OTHER
1714,268384,431349,-0.416,0.46,0.763,101,0,OTHER
1715,268908,424943,-0.419,0.412,0.83,101,0,OTHER
1716,269678,409287,-0.385,0.413,0.844,101,0,OTHER
1717,273444,397082,-0.459,0.413,0.796,101,0,OTHER
1718,273702,389906,-0.52,0.389,0.756,101,0,OTHER
1719,271172,392331,-0.519,0.349,0.764,101,0,OTHER
1720,266359,401409,-0.5,0.338,0.787,101,0,OTHER
1721,264442,404098,-0.488,0.326,0.839,101,0,OTHER
1722,263411,400388,-0.511,0.317,0.828,101,0,OTHER
1723,261962,399904,-0.441,0.418,0.781,102,0,OTHER
1724,262642,403004,-0.35,0.505,0.779,102,0,OTHER
1725,265685,411915,-0.346,0.501,0.763,102,0,OTHER
1726,267767,420751,-0.338,0.499,0.762,102,0,OTHER
1727,268378,424633,-0.355,0.489,0.776,102,0,OTHER
1728,272612,427803,-0.374,0.47,0.796,102,0,OTHER
1729,269809,410207,-0.364,0.463,0.817,102,0,OTHER
1730,269955,404566,-0.358,0.463,0.827,102,0,OTHER
1731,270142,402908,-0.36,0.461,0.825,102,0,OTHER
1732,269368,403567,-0.344,0.47,0.806,102,0,OTHER
1733,269957,408195,-0.342,0.479,0.783,102,0,OTHER
1734,267342,411638,-0.39,0.466,0.77,102,0,OTHER
1735,269641,413048,-0.438,0.444,0.772,102,0,OTHER
1736,272073,413889,-0.458,0.442,0.77,102,0,OTHER
1737,270062,412614,-0.453,0.446,0.763,102,0,OTHER
1738,269908,410227,-0.474,0.405,0.78,102,0,OTHER
1739,270570,408124,-0.503,0.343,0.812,102,0,OTHER
1740,270877,407150,-0.498,0.338,0.818,102,0,OTHER
1741,269963,406025,-0.5,0.345,0.818,102,0,OTHER
1742,271383,408316,-0.502,0.353,0.806,102,0,OTHER
1743,273470,408988,-0.43,0.443,0.774,103,0,OTHER
1744,274311,408641,-0.358,0.494,0.779,103,0,OTHER
1745,275269,417805,-0.363,0.471,0.788,103,0,OTHER
1746,273292,425007,-0.383,0.47,0.779,103,0,OTHER
1747,273029,416416,-0.378,0.487,0.771,103,0,OTHER
1748,274188,407275,-0.359,0.485,0.77,103,0,OTHER
1749,274129,398785,-0.385,0.424,0.817,103,0,OTHER
1750,273828,388682,-0.41,0.392,0.842,103,0,OTHER
1751,274118,383157,-0.402,0.438,0.789,103,0,OTHER
1752,274691,381177,-0.421,0.449,0.76,103,0,OTHER
1753,275221,381399,-0.46,0.415,0.768,103,0,OTHER
1754,276485,385602,-0.496,0.395,0.762,103,0,OTHER
1755,276514,398011,-0.543,0.385,0.74,103,0,OTHER
1756,274009,402985,-0.57,0.344,0.758,103,0,OTHER
1757,274781,404147,-0.567,0.302,0.798,103,0,OTHER
1758,276667,404048,-0.548,0.317,0.797,103,0,OTHER
1759,271829,376832,-0.531,0.345,0.775,103,0,OTHER
1760,263001,344064,-0.537,0.376,0.731,103,0,OTHER
1761,261241,330233,-0.559,0.39,0.719,103,0,OTHER
1762,259071,332222,-0.477,0.41,0.775,103,0,OTHER
1763,262962,338973,-0.353,0.447,0.812,103,0,OTHER
1764,269567,349008,-0.364,0.451,0.803,103,0,OTHER
1765,270893,365076,-0.41,0.436,0.796,103,0,OTHER
1766,279503,401555,-0.407,0.433,0.801,103,0,OTHER
1767,278957,392789,-0.373,0.45,0.804,103,0,OTHER
1768,280352,386946,-0.343,0.465,0.801,103,0,OTHER
1769,282670,401521,-0.345,0.466,0.781,103,0,OTHER
1770,282179,426651,-0.393,0.446,0.76,103,0,OTHER
1771,284082,437599,-0.482,0.38,0.786,103,0,OTHER
1772,285948,440401,-0.546,0.3,0.829,103,0,OTHER
1773,288337,445298,-0.55,0.303,0.823,104,0,OTHER
1774,287555,447095,-0.51,0.375,0.832,104,0,OTHER
1775,285402,436972,-0.464,0.434,0.873,104,0,OTHER
1776,284297,429355,-0.437,0.461,0.823,104,0,OTHER
1777,283602,426380,-0.428,0.404,0.752,104,0,OTHER
1778,279822,418773,-0.4,0.303,0.753,104,0,OTHER
1779,277734,412556,-0.318,0.282,0.734,104,0,OTHER
1780,279555,416279,-0.378,0.344,0.8,104,0,OTHER
1781,280292,418695,-0.507,0.426,0.837,104,0,OTHER
1782,281941,418957,-0.385,0.496,0.816,104,0,OTHER
1783,282673,421037,-0.258,0.54,0.822,104,0,OTHER
1784,283723,422490,-0.246,0.543,0.79,104,0,OTHER
1785,281549,419516,-0.249,0.521,0.794,104,0,OTHER
1786,281551,416604,-0.304,0.498,0.807,104,0,OTHER
1787,281888,410112,-0.342,0.487,0.803,104,0,OTHER
1788,280771,402606,-0.36,0.486,0.785,104,0,OTHER
1789,280536,399265,-0.392,0.488,0.761,104,0,OTHER
1790,279978,395996,-0.447,0.466,0.749,104,0,OTHER
1791,280815,400604,-0.509,0.435,0.742,104,0,OTHER
1792,280211,401016,-0.547,0.444,0.698,104,0,OTHER
1793,281238,406092,-0.556,0.457,0.672,105,0,OTHER
1794,279872,405379,-0.56,0.401,0.723,105,0,OTHER
1795,280301,404616,-0.549,0.335,0.768,105,0,OTHER
1796,279565,402933,-0.571,0.328,0.778,105,0,OTHER
1797,279209,402082,-0.564,0.35,0.787,105,0,OTHER
1798,279305,401939,-0.497,0.385,0.783,105,0,OTHER
1799,280652,403589,-0.439,0.445,0.755,105,0,OTHER
1800,280817,406085,-0.396,0.484,0.756,105,0,OTHER
1801,281251,408569,-0.387,0.466,0.795,105,0,OTHER
1802,283723,408644,-0.384,0.458,0.805,105,0,OTHER
1803,284731,402528,-0.37,0.465,0.801,105,0,OTHER
1804,282577,399926,-0.358,0.468,0.797,105,0,OTHER
1805,280984,401605,-0.345,0.476,0.795,105,0,OTHER
1806,281097,398673,-0.341,0.476,0.789,105,0,OTHER
1807,280063,388911,-0.365,0.474,0.782,105,0,OTHER
1808,279286,383663,-0.389,0.469,0.767,105,0,OTHER
1809,279856,382089,-0.424,0.454,0.76,105,0,OTHER
1810,279958,382563,-0.453,0.43,0.771,105,0,OTHER
1811,279516,383144,-0.466,0.406,0.779,105,0,OTHER
1812,279924,386516,-0.502,0.381,0.776,105,0,OTHER
1813,279705,390084,-0.545,0.345,0.77,106,0,OTHER
1814,280462,393723,-0.568,0.319,0.772,106,0,OTHER
1815,280618,397925,-0.566,0.311,0.778,106,0,OTHER
1816,280227,400130,-0.58,0.298,0.797,106,0,OTHER
1817,280349,400513,-0.582,0.315,0.801,106,0,OTHER
1818,281698,400714,-0.497,0.402,0.75,106,0,OTHER
1819,282023,402292,-0.376,0.5,0.703,106,0,OTHER
1820,282363,405450,-0.316,0.519,0.741,106,0,OTHER
1821,282229,407106,-0.324,0.477,0.816,106,0,OTHER
1822,282129,405259,-0.363,0.454,0.833,106,0,OTHER
1823,281715,403719,-0.392,0.441,0.819,106,0,OTHER
1824,281128,401344,-0.395,0.439,0.813,106,0,OTHER
1825,280873,396653,-0.373,0.45,0.795,106,0,OTHER
1826,280573,390934,-0.382,0.451,0.778,106,0,OTHER
1827,280634,382009,-0.411,0.441,0.775,106,0,OTHER
1828,280402,369172,-0.436,0.415,0.782,106,0,OTHER
1829,279379,366463,-0.472,0.391,0.788,106,0,OTHER
1830,279713,375488,-0.5,0.382,0.774,106,0,OTHER
1831,276745,369773,-0.517,0.375,0.767,106,0,OTHER
1832,276920,368565,-0.524,0.35,0.787,106,0,OTHER
1833,276777,371613,-0.522,0.336,0.799,107,0,OTHER
1834,275942,373751,-0.51,0.347,0.79,107,0,OTHER
1835,276511,374922,-0.502,0.359,0.784,107,0,OTHER
1836,277545,377401,-0.502,0.371,0.777,107,0,OTHER
1837,278762,381882,-0.497,0.388,0.768,107,0,OTHER
1838,279599,384424,-0.454,0.414,0.776,107,0,OTHER
1839,279319,389042,-0.426,0.413,0.806,107,0,OTHER
1840,280992,393506,-0.43,0.406,0.807,107,0,OTHER
1841,281493,389984,-0.409,0.406,0.822,107,0,OTHER
1842,279500,387814,-0.405,0.406,0.82,107,0,OTHER
1843,280462,385198,-0.394,0.436,0.791,107,0,OTHER
1844,280853,378672,-0.373,0.456,0.775,107,0,OTHER
1845,281110,376706,-0.43,0.41,0.773,107,0,OTHER
1846,281040,377949,-0.518,0.358,0.765,107,0,OTHER
1847,281135,378463,-0.552,0.345,0.75,107,0,OTHER
1848,280324,373759,-0.582,0.338,0.734,107,0,OTHER
1849,277755,363585,-0.61,0.315,0.742,107,0,OTHER
1850,275910,356875,-0.595,0.292,0.762,107,0,OTHER
1851,275920,358370,-0.579,0.274,0.774,107,0,OTHER
1852,275694,362084,-0.583,0.279,0.768,107,0,OTHER
1853,276416,367508,-0.594,0.289,0.754,108,0,OTHER
1854,277805,371285,-0.604,0.296,0.755,108,0,OTHER
1855,279325,374210,-0.544,0.349,0.758,108,0,OTHER
1856,280843,375848,-0.437,0.401,0.775,108,0,OTHER
1857,281649,382651,-0.419,0.398,0.803,108,0,OTHER
1858,283306,389991,-0.433,0.396,0.807,108,0,OTHER
1859,284071,391702,-0.416,0.406,0.799,108,0,OTHER
1860,283516,389124,-0.426,0.406,0.787,108,0,OTHER
1861,282956,386872,-0.431,0.402,0.787,108,0,OTHER
1862,282830,382141,-0.416,0.4,0.799,108,0,OTHER
1863,282920,375433,-0.424,0.393,0.797,108,0,OTHER
1864,282679,373336,-0.464,0.369,0.79,108,0,OTHER
1865,282411,373106,-0.493,0.344,0.786,108,0,OTHER
1866,281911,371662,-0.519,0.327,0.772,108,0,OTHER
1867,281215,368650,-0.559,0.306,0.762,108,0,OTHER
1868,279886,364316,-0.574,0.288,0.777,108,0,OTHER
1869,278683,363279,-0.567,0.284,0.785,108,0,OTHER
1870,278920,363544,-0.562,0.283,0.78,108,0,OTHER
1871,279426,366293,-0.56,0.277,0.772,108,0,OTHER
1872,279670,368993,-0.571,0.275,0.77,108,0,OTHER
1873,279818,368752,-0.569,0.305,0.769,109,0,OTHER
1874,281622,370525,-0.52,0.357,0.764,109,0,OTHER
1875,283198,375786,-0.46,0.39,0.775,109,0,OTHER
1876,284276,382751,-0.447,0.394,0.789,109,0,OTHER
1877,284563,385813,-0.456,0.383,0.801,109,0,OTHER
1878,284890,385497,-0.436,0.384,0.808,109,0,OTHER
1879,284068,381406,-0.424,0.383,0.805,109,0,OTHER
1880,283710,376336,-0.439,0.374,0.8,109,0,OTHER
1881,283688,372958,-0.453,0.376,0.795,109,0,OTHER
1882,283102,370850,-0.466,0.38,0.789,109,0,OTHER
1883,281551,366379,-0.487,0.355,0.786,109,0,OTHER
1884,280290,364243,-0.516,0.318,0.792,109,0,OTHER
1885,279359,363232,-0.526,0.31,0.79,109,0,OTHER
1886,278555,364573,-0.523,0.316,0.783,109,0,OTHER
1887,279063,367891,-0.534,0.311,0.783,109,0,OTHER
1888,279619,370992,-0.559,0.286,0.784,109,0,OTHER
1889,280109,373181,-0.566,0.274,0.78,109,0,OTHER
1890,280463,374474,-0.541,0.299,0.776,109,0,OTHER
1891,280925,377828,-0.514,0.336,0.775,109,0,OTHER
1892,282036,380635,-0.485,0.37,0.778,109,0,OTHER
1893,282895,378221,-0.445,0.396,0.79,110,0,OTHER
1894,282972,371674,-0.439,0.395,0.799,110,0,OTHER
1895,280345,365412,-0.446,0.377,0.81,110,0,OTHER
1896,278954,365915,-0.422,0.38,0.817,110,0,OTHER
1897,279275,367735,-0.408,0.392,0.808,110,0,OTHER
1898,279660,365426,-0.422,0.388,0.795,110,0,OTHER
1899,279840,364013,-0.444,0.383,0.79,110,0,OTHER
1900,279282,362162,-0.464,0.373,0.787,110,0,OTHER
1901,280047,362743,-0.495,0.336,0.789,110,0,OTHER
1902,279566,361395,-0.528,0.301,0.79,110,0,OTHER
1903,277595,357374,-0.54,0.292,0.784,110,0,OTHER
1904,276404,355079,-0.535,0.287,0.788,110,0,OTHER
1905,276431,359272,-0.544,0.279,0.786,110,0,OTHER
1906,276369,361930,-0.574,0.256,0.788,110,0,OTHER
1907,276960,364024,-0.586,0.236,0.812,110,0,OTHER
1908,277894,367529,-0.551,0.253,0.833,110,0,OTHER
1909,279515,371594,-0.507,0.318,0.794,110,0,OTHER
1910,280075,375940,-0.467,0.416,0.737,110,0,OTHER
1911,281112,380812,-0.417,0.445,0.755,110,0,OTHER
1912,282806,382974,-0.42,0.414,0.789,110,0,OTHER
1913,281346,383267,-0.437,0.403,0.797,110,0,OTHER
1914,280356,382531,-0.416,0.402,0.804,110,0,OTHER
1915,280596,378995,-0.419,0.396,0.806,110,0,OTHER
1916,279733,372163,-0.416,0.397,0.809,110,0,OTHER
1917,279128,366608,-0.408,0.404,0.799,110,0,OTHER
1918,278726,362828,-0.446,0.393,0.781,110,0,OTHER
1919,278944,361815,-0.49,0.366,0.77,110,0,OTHER
1920,278962,362643,-0.514,0.344,0.767,110,0,OTHER
1921,279185,365134,-0.547,0.328,0.769,110,0,OTHER
1922,278636,370052,-0.568,0.297,0.775,110,0,OTHER
1923,278873,374255,-0.575,0.265,0.783,111,0,OTHER
1924,279219,374696,-0.579,0.26,0.783,111,0,OTHER
1925,279068,372578,-0.592,0.26,0.774,111,0,OTHER
1926,279076,369417,-0.598,0.264,0.778,111,0,REST
1927,278964,368458,-0.537,0.318,0.778,111,0,REST
1928,278909,371127,-0.473,0.389,0.758,111,0,REST
1929,280775,375152,-0.458,0.405,0.77,111,0,REST
1930,282216,376862,-0.447,0.395,0.798,111,0,REST
1931,281072,377322,-0.445,0.395,0.8,111,0,REST
1932,281262,376285,-0.45,0.391,0.798,111,0,REST
1933,282462,375259,-0.427,0.396,0.808,111,0,REST
1934,281706,372901,-0.404,0.403,0.809,111,0,REST
1935,280546,367719,-0.411,0.403,0.801,111,0,REST
1936,279832,360752,-0.434,0.402,0.785,111,0,REST
1937,279131,356257,-0.462,0.39,0.771,111,0,REST
1938,278382,355655,-0.492,0.365,0.774,111,0,REST
1939,278341,361038,-0.52,0.344,0.773,111,0,REST
1940,278912,371290,-0.539,0.333,0.775,111,0,REST
1941,278601,377411,-0.542,0.323,0.786,111,0,REST
1942,279707,379044,-0.539,0.303,0.784,111,0,REST
1943,280736,378601,-0.585,0.272,0.769,112,0,REST
1944,280592,377996,-0.599,0.273,0.769,112,0,REST
1945,280856,379545,-0.53,0.325,0.775,112,0,REST
1946,281747,381783,-0.495,0.372,0.771,112,0,REST
1947,282118,381578,-0.498,0.36,0.791,112,0,REST
1948,282762,379330,-0.483,0.344,0.818,112,0,REST
1949,282011,373084,-0.467,0.375,0.8,112,0,REST
1950,280941,373592,-0.447,0.412,0.789,112,0,REST
1951,280579,380488,-0.401,0.417,0.816,112,0,REST
1952,280208,382430,-0.391,0.421,0.816,112,0,REST
1953,279994,380058,-0.402,0.434,0.793,112,0,REST
1954,280048,377539,-0.413,0.434,0.778,112,0,REST
1955,280125,377214,-0.444,0.42,0.768,112,0,REST
1956,279779,375829,-0.485,0.384,0.771,112,0,REST
1957,279351,373107,-0.513,0.346,0.791,112,0,REST
1958,279294,373319,-0.51,0.345,0.795,112,0,REST
1959,278701,376347,-0.505,0.358,0.781,112,0,REST
1960,277463,378508,-0.514,0.339,0.785,112,0,REST
1961,277597,378737,-0.532,0.315,0.791,112,0,REST
1962,278205,378475,-0.543,0.309,0.792,112,0,REST
1963,278410,378533,-0.512,0.324,0.803,113,1,REST
1964,278320,379056,-0.455,0.383,0.793,113,1,REST
1965,278308,379810,-0.428,0.423,0.774,113,1,REST
1966,279488,383093,-0.454,0.404,0.773,113,1,REST
1967,279888,386004,-0.485,0.386,0.777,113,1,REST
1968,278518,382518,-0.463,0.394,0.793,113,1,REST
1969,279065,383465,-0.424,0.407,0.805,113,1,REST
1970,278404,382765,-0.41,0.42,0.802,113,1,REST
1971,278348,380211,-0.432,0.419,0.787,113,1,REST
1972,278678,375730,-0.471,0.399,0.777,113,1,REST
1973,277320,370112,-0.492,0.384,0.77,113,1,REST
1974,276646,369002,-0.506,0.38,0.756,113,1,REST
1975,276665,367008,-0.528,0.371,0.75,113,1,REST
1976,276179,364486,-0.551,0.349,0.76,113,1,REST
1977,275220,367913,-0.544,0.331,0.776,113,1,REST
1978,274604,373684,-0.534,0.325,0.777,113,1,REST
1979,273671,373812,-0.552,0.328,0.764,113,1,REST
1980,274057,376193,-0.569,0.323,0.762,113,1,REST
1981,274509,375557,-0.577,0.311,0.769,113,1,REST
1982,275343,375793,-0.555,0.337,0.756,113,1,REST
1983,275445,375680,-0.499,0.385,0.756,114,1,REST
1984,275069,371921,-0.459,0.404,0.779,114,1,REST
1985,274922,368840,-0.462,0.394,0.785,114,1,REST
1986,273839,365307,-0.486,0.367,0.794,114,1,REST
1987,271962,364020,-0.489,0.351,0.807,114,1,REST
1988,270866,361862,-0.447,0.379,0.803,114,1,REST
1989,270191,358717,-0.416,0.402,0.803,114,1,REST
1990,268961,356513,-0.43,0.394,0.805,114,1,REST
1991,268293,355404,-0.435,0.397,0.801,114,1,REST
1992,268087,354967,-0.438,0.407,0.789,114,1,REST
1993,268014,354803,-0.471,0.393,0.776,114,1,REST
1994,268002,355074,-0.488,0.378,0.783,114,1,REST
1995,267757,354562,-0.46,0.385,0.802,114,1,REST
1996,267465,354395,-0.458,0.384,0.807,114,1,REST
1997,266825,356195,-0.485,0.369,0.798,114,1,REST
1998,265735,354907,-0.493,0.359,0.795,114,1,REST
1999,265377,352607,-0.494,0.358,0.797,114,1,REST
2000,264614,350874,-0.49,0.373,0.79,114,1,REST
2001,263669,351016,-0.462,0.396,0.788,114,1,REST
2002,263874,353365,-0.446,0.414,0.783,114,1,REST
2003,264399,353569,-0.445,0.416,0.785,115,2,REST
2004,263089,340795,-0.429,0.413,0.8,115,2,REST
2005,272428,327680,-0.429,0.418,0.799,115,2,REST
2006,283844,310983,-0.426,0.425,0.796,115,2,REST
2007,276067,316600,-0.413,0.43,0.802,115,2,REST
2008,268786,322997,-0.41,0.428,0.803,115,2,REST
2009,262529,336539,-0.405,0.431,0.804,115,2,REST
2010,261585,348600,-0.402,0.428,0.803,115,2,REST
2011,262600,350992,-0.408,0.427,0.798,115,2,REST
2012,264642,342085,-0.409,0.432,0.793,115,2,REST
2013,276888,339210,-0.432,0.419,0.787,115,2,REST
2014,275780,345151,-0.469,0.4,0.781,115,2,REST
2015,267464,368783,-0.484,0.395,0.777,115,2,REST
2016,264869,384954,-0.493,0.393,0.768,115,2,REST
2017,266659,387538,-0.532,0.372,0.761,115,2,REST
2018,267993,387295,-0.561,0.337,0.776,115,2,REST
2019,268362,389385,-0.565,0.314,0.799,115,2,REST
2020,265639,388370,-0.586,0.284,0.818,115,2,REST
2021,264622,387664,-0.462,0.38,0.792,115,2,REST
2022,265067,385783,-0.37,0.516,0.709,115,2,REST
2023,265920,382619,-0.432,0.525,0.675,115,3,REST
2024,267266,381407,-0.46,0.509,0.695,115,3,REST
2025,267351,377727,-0.464,0.492,0.727,115,3,REST
2026,267288,375870,-0.455,0.472,0.757,115,3,REST
2027,267379,377274,-0.445,0.46,0.773,115,3,REST
2028,266402,379663,-0.43,0.458,0.789,115,3,REST
2029,265170,380975,-0.43,0.479,0.765,115,3,REST
2030,266637,380956,-0.447,0.498,0.723,115,3,REST
2031,267245,376730,-0.475,0.481,0.718,115,3,REST
2032,267799,372695,-0.489,0.437,0.756,115,3,REST
2033,267615,366421,-0.451,0.422,0.801,116,3,REST
2034,268422,365218,-0.425,0.449,0.793,116,3,REST
2035,267701,367703,-0.447,0.466,0.757,116,3,REST
2036,264567,369201,-0.483,0.46,0.732,116,3,REST
2037,262542,368369,-0.52,0.427,0.738,116,3,REST
2038,263253,367870,-0.539,0.398,0.757,116,3,REST
2039,263733,368561,-0.54,0.388,0.768,116,3,REST
2040,264928,371674,-0.534,0.393,0.754,116,3,REST
2041,265361,373887,-0.496,0.431,0.741,116,3,REST
2042,265653,375748,-0.458,0.461,0.749,116,3,REST
2043,266765,375446,-0.462,0.459,0.755,116,3,REST
2044,267091,372078,-0.448,0.465,0.755,116,3,REST
2045,267656,373645,-0.44,0.462,0.77,116,3,REST
2046,267441,376340,-0.445,0.445,0.784,116,3,REST
2047,266809,377369,-0.43,0.45,0.782,116,3,REST
2048,267779,375993,-0.432,0.46,0.773,116,3,REST
2049,268359,370713,-0.465,0.45,0.759,116,3,REST
2050,268168,365213,-0.46,0.458,0.75,116,3,REST
2051,268181,363263,-0.432,0.478,0.744,116,3,REST
2052,268117,364256,-0.471,0.469,0.727,116,3,REST
2053,266793,368319,-0.528,0.431,0.732,117,3,REST
2054,265861,371344,-0.532,0.402,0.76,117,3,REST
2055,266319,373933,-0.52,0.394,0.769,117,3,REST
2056,266612,374676,-0.517,0.389,0.765,117,3,REST
2057,265564,371843,-0.527,0.39,0.758,117,3,REST
2058,265865,372148,-0.537,0.39,0.755,117,3,REST
2059,266023,375386,-0.51,0.411,0.752,117,3,REST
2060,267021,374944,-0.44,0.448,0.765,117,3,REST
2061,267129,370646,-0.423,0.457,0.771,117,3,REST
2062,267231,370510,-0.455,0.451,0.76,117,3,REST
2063,267161,373324,-0.463,0.442,0.769,117,4,REST
2064,267379,375198,-0.449,0.436,0.786,117,4,REST
2065,267242,371553,-0.43,0.44,0.79,117,4,REST
2066,267666,366900,-0.432,0.45,0.78,117,4,REST
2067,267901,351895,-0.43,0.458,0.773,117,4,REST
2068,266975,335707,-0.434,0.461,0.767,117,4,REST
2069,268282,334492,-0.455,0.455,0.76,117,4,REST
2070,274150,338369,-0.473,0.432,0.763,117,4,REST
2071,266561,353690,-0.477,0.42,0.772,117,4,REST
2072,263217,371615,-0.482,0.42,0.767,117,4,REST
2073,264999,380430,-0.513,0.406,0.759,118,4,REST
2074,265682,380517,-0.524,0.378,0.77,118,4,REST
2075,264966,373590,-0.516,0.369,0.78,118,4,REST
2076,264327,369115,-0.516,0.383,0.775,118,4,REST
2077,264640,366527,-0.476,0.414,0.775,118,4,REST
2078,266690,365616,-0.427,0.443,0.774,118,4,REST
2079,267807,363709,-0.421,0.449,0.774,118,4,REST
2080,267017,350121,-0.43,0.446,0.776,118,4,REST
2081,270851,349618,-0.444,0.443,0.778,118,4,REST
2082,270983,346822,-0.422,0.447,0.791,118,4,REST
2083,268168,341080,-0.381,0.443,0.816,118,4,REST
2084,261526,332116,-0.417,0.442,0.801,118,4,REST
2085,261772,329836,-0.478,0.446,0.767,118,4,REST
2086,264559,330662,-0.48,0.448,0.756,118,4,REST
2087,266974,331366,-0.463,0.482,0.722,118,4,REST
2088,266445,332127,-0.447,0.485,0.73,118,4,REST
2089,265635,336922,-0.409,0.448,0.791,118,4,REST
2090,266066,342852,-0.377,0.443,0.811,118,4,REST
2091,266804,349000,-0.416,0.452,0.786,118,4,REST
2092,266547,353383,-0.492,0.438,0.757,118,4,REST
2093,267100,356527,-0.522,0.388,0.779,119,4,REST
2094,266059,361822,-0.52,0.345,0.815,119,4,REST
2095,265388,369433,-0.514,0.363,0.799,119,4,REST
2096,265595,372409,-0.501,0.412,0.76,119,4,REST
2097,266383,368010,-0.429,0.457,0.754,119,4,REST
2098,267553,361067,-0.361,0.498,0.767,119,4,REST
2099,268384,354550,-0.39,0.503,0.767,119,4,REST
2100,269626,353402,-0.407,0.489,0.768,119,4,REST
