Sample Count,Acceleration X (g),Acceleration Y (g),Acceleration Z (g),Heart Rate (bpm),Activity
697,-0.09,1.006,-0.046,68,4
698,-0.078,1.006,-0.067,68,4
699,-0.066,1.008,-0.081,68,4
700,-0.044,1.005,-0.098,68,4
701,-0.007,1.004,-0.123,68,4
702,0.029,1.002,-0.14,68,4
703,0.074,0.995,-0.151,68,4
704,0.076,0.993,-0.162,68,4
705,0.044,0.991,-0.177,68,4
706,0.011,0.997,-0.194,68,4
707,-0.008,1.001,-0.209,68,4
708,0.022,0.977,-0.218,68,4
709,0.023,0.993,-0.221,67,4
710,0.025,1.023,-0.162,67,4
711,0.072,1.024,-0.091,67,4
712,0.057,1.033,-0.115,67,4
713,0.013,1.026,-0.184,67,4
714,0.01,1.001,-0.224,67,4
715,0.019,0.983,-0.24,67,4
716,-0.015,0.989,-0.259,67,4
717,-0.032,1.002,-0.25,67,4
718,0.003,0.995,-0.18,67,4
719,-0.009,1.005,-0.093,68,4
720,-0.078,1.002,-0.01,68,4
721,-0.105,0.975,0.051,68,4
722,-0.109,0.977,0.054,68,4
723,-0.121,0.989,0.041,68,4
724,-0.112,0.994,0.037,68,4
725,-0.085,0.984,0.043,68,4
726,-0.108,0.98,0.06,68,4
727,-0.136,0.988,0.074,68,4
728,-0.122,0.999,0.074,68,4
729,-0.119,1.006,0.076,69,4
730,-0.141,0.999,0.068,69,4
731,-0.175,0.996,0.049,69,4
732,-0.204,0.993,0.034,69,4
733,-0.228,0.99,0.016,69,4
734,-0.241,0.989,0.003,69,4
735,-0.247,0.986,-0.003,69,4
736,-0.25,0.984,-0.016,69,4
737,-0.256,0.985,-0.024,69,4
738,-0.28,0.988,-0.018,69,4
739,-0.287,0.989,-0.008,70,4
740,-0.263,0.985,-0.002,70,4
741,-0.251,0.976,-0.007,70,4
742,-0.245,0.97,-0.016,70,4
743,-0.232,0.973,-0.024,70,4
744,-0.222,0.979,-0.028,73,4
745,-0.22,0.987,-0.027,73,4
746,-0.223,0.992,-0.02,73,4
747,-0.227,0.993,-0.008,73,4
748,-0.227,0.991,0.003,73,4
749,-0.225,0.985,0.011,73,4
750,-0.228,0.982,0.011,73,4
751,-0.232,0.985,0.007,73,4
752,-0.237,0.988,0.002,73,4
753,-0.238,0.989,0,73,4
754,-0.228,0.99,0.004,73,4
755,-0.223,0.99,0.016,73,4
756,-0.229,0.988,0.034,73,4
757,-0.226,0.985,0.038,73,4
758,-0.224,0.987,0.025,73,4
759,-0.233,0.99,0.012,73,4
760,-0.239,0.99,0.009,73,4
761,-0.241,0.988,0.013,73,4
762,-0.236,0.986,0.018,73,4
763,-0.228,0.986,0.012,73,4
764,-0.226,0.985,0.006,73,4
765,-0.235,0.986,0.02,73,4
766,-0.244,0.988,0.064,73,4
767,-0.268,0.994,0.085,73,4
768,-0.253,1,0.032,73,4
769,-0.202,0.977,-0.045,73,4
770,-0.186,0.965,-0.041,73,4
771,-0.177,0.966,0.019,73,4
772,-0.168,0.965,-0.007,73,4
773,-0.232,1.004,-0.068,73,4
774,-0.267,1.015,-0.082,73,4
775,-0.233,0.977,-0.097,73,4
776,-0.219,0.965,-0.107,73,4
777,-0.21,0.975,-0.102,73,4
778,-0.214,0.978,-0.085,73,4
779,-0.214,0.982,-0.065,73,4
780,-0.219,0.995,-0.031,73,4
781,-0.22,1.008,0,73,4
782,-0.209,1.006,-0.004,73,4
783,-0.201,0.996,-0.022,73,4
784,-0.201,0.985,-0.037,73,4
785,-0.203,0.978,-0.052,73,4
786,-0.207,0.979,-0.058,73,4
787,-0.213,0.984,-0.053,73,4
788,-0.21,0.989,-0.044,74,4
789,-0.206,0.993,-0.033,74,4
790,-0.203,0.994,-0.021,74,4
791,-0.198,0.994,-0.012,74,4
792,-0.198,0.993,-0.007,74,4
793,-0.211,0.991,-0.005,74,4
794,-0.224,0.991,-0.014,74,4
795,-0.221,0.99,-0.027,74,4
796,-0.214,0.987,-0.029,74,4
797,-0.209,0.987,-0.024,74,4
798,-0.206,0.988,-0.02,74,4
799,-0.205,0.988,-0.016,74,4
800,-0.209,0.989,-0.015,74,4
801,-0.219,0.99,-0.019,74,4
802,-0.226,0.992,-0.02,74,4
803,-0.224,0.993,-0.022,74,4
804,-0.213,0.99,-0.029,74,4
805,-0.206,0.987,-0.027,74,4
806,-0.208,0.988,-0.021,74,4
807,-0.206,0.99,-0.02,74,4
808,-0.202,0.99,-0.021,75,4
809,-0.21,0.99,-0.02,75,4
810,-0.226,0.99,-0.018,75,4
811,-0.238,0.99,-0.013,75,4
812,-0.241,0.99,-0.012,75,4
813,-0.247,0.987,-0.004,75,4
814,-0.257,0.984,0.002,75,4
815,-0.25,0.986,-0.011,75,4
816,-0.215,0.989,-0.036,75,4
817,-0.17,0.99,-0.052,75,4
818,-0.145,0.992,-0.051,75,4
819,-0.141,0.994,-0.042,75,4
820,-0.15,0.994,-0.035,75,4
821,-0.169,0.995,-0.027,75,4
822,-0.195,0.995,-0.016,75,4
823,-0.218,0.994,-0.007,75,4
824,-0.229,0.992,0.001,75,4
825,-0.236,0.99,0.011,75,4
826,-0.237,0.989,0.008,75,4
827,-0.23,0.99,-0.015,75,4
828,-0.221,0.988,-0.035,76,4
829,-0.213,0.981,-0.031,76,4
830,-0.208,0.979,-0.016,76,4
831,-0.215,0.984,-0.004,76,4
832,-0.22,0.989,-0.009,76,4
833,-0.219,0.992,-0.024,76,4
834,-0.22,0.99,-0.023,76,4
835,-0.227,0.989,-0.001,76,4
836,-0.232,0.991,0.008,76,4
837,-0.223,0.991,-0.007,76,4
838,-0.199,0.988,-0.032,76,4
839,-0.182,0.988,-0.048,76,4
840,-0.182,0.989,-0.052,76,4
841,-0.188,0.981,-0.039,76,4
842,-0.195,0.981,-0.016,76,4
843,-0.214,0.995,0.001,76,4
844,-0.239,1,0.01,76,4
845,-0.241,0.994,0.011,76,4
846,-0.215,0.988,0.01,76,4
847,-0.197,0.988,0,76,4
848,-0.21,0.991,-0.012,76,4
849,-0.227,0.991,-0.019,76,4
850,-0.228,0.988,-0.015,76,4
851,-0.222,0.986,-0.006,76,4
852,-0.223,0.989,-0.002,76,4
853,-0.23,0.992,-0.001,76,4
854,-0.234,0.993,-0.001,76,4
855,-0.227,0.991,-0.004,76,4
856,-0.216,0.988,-0.001,76,4
857,-0.214,0.984,0.004,76,4
858,-0.221,0.985,0.003,75,4
859,-0.225,0.989,0,75,4
860,-0.223,0.99,-0.003,75,4
861,-0.219,0.991,-0.002,75,4
862,-0.218,0.991,0,75,4
863,-0.221,0.991,0.001,75,4
864,-0.223,0.989,0,75,4
865,-0.221,0.986,-0.003,75,4
866,-0.222,0.985,-0.007,75,4
867,-0.229,0.986,-0.01,75,4
868,-0.229,0.987,-0.011,75,4
869,-0.222,0.988,-0.012,75,4
870,-0.22,0.99,-0.01,75,4
871,-0.223,0.991,-0.009,75,4
872,-0.224,0.991,-0.009,75,4
873,-0.224,0.99,-0.009,75,4
874,-0.228,0.988,-0.008,75,4
875,-0.229,0.985,-0.009,75,4
876,-0.227,0.985,-0.013,75,4
877,-0.221,0.988,-0.017,75,4
878,-0.214,0.99,-0.022,76,4
879,-0.218,0.991,-0.024,76,4
880,-0.227,0.989,-0.017,76,4
881,-0.234,0.987,-0.009,76,4
882,-0.238,0.989,-0.005,76,4
883,-0.239,0.99,-0.007,76,4
884,-0.238,0.989,-0.011,76,4
885,-0.231,0.989,-0.015,76,4
886,-0.222,0.991,-0.018,76,4
887,-0.222,0.992,-0.017,76,4
888,-0.226,0.992,-0.012,77,4
889,-0.228,0.992,-0.008,77,4
890,-0.227,0.99,-0.007,77,4
891,-0.227,0.988,-0.011,77,4
892,-0.228,0.988,-0.016,77,4
893,-0.231,0.991,-0.018,77,4
894,-0.23,0.991,-0.011,77,4
895,-0.221,0.988,-0.001,77,4
896,-0.215,0.987,0,77,4
897,-0.222,0.989,-0.002,77,4
898,-0.23,0.989,-0.009,77,4
899,-0.227,0.989,-0.014,77,4
900,-0.217,0.988,-0.014,77,4
901,-0.211,0.987,-0.011,77,4
902,-0.207,0.987,-0.007,77,4
903,-0.207,0.989,-0.006,77,4
904,-0.211,0.989,-0.007,77,4
905,-0.217,0.99,-0.01,77,4
906,-0.221,0.99,-0.012,77,4
907,-0.219,0.989,-0.011,77,4
908,-0.213,0.987,-0.01,77,4
909,-0.209,0.989,-0.01,77,4
910,-0.215,0.991,-0.009,77,4
911,-0.22,0.991,-0.009,77,4
912,-0.218,0.991,-0.009,77,4
913,-0.219,0.991,-0.01,77,4
914,-0.226,0.992,-0.011,77,4
915,-0.228,0.992,-0.01,77,4
916,-0.221,0.992,-0.009,77,4
917,-0.214,0.993,-0.012,77,4
918,-0.212,0.996,-0.019,78,4
919,-0.21,0.997,-0.025,78,4
920,-0.2,0.998,-0.023,78,4
921,-0.182,0.998,-0.016,78,4
922,-0.17,0.997,-0.014,78,4
923,-0.176,0.993,-0.015,78,4
924,-0.19,0.991,-0.011,78,4
925,-0.194,0.993,0,78,4
926,-0.194,0.996,0.003,78,4
927,-0.198,0.998,-0.008,78,4
928,-0.206,0.995,-0.025,78,4
929,-0.216,0.985,-0.032,78,4
930,-0.214,0.972,-0.024,78,4
931,-0.192,0.966,-0.002,78,4
932,-0.164,0.971,0.026,78,4
933,-0.153,0.989,0.038,78,4
934,-0.172,1.017,0.02,78,4
935,-0.204,1.031,-0.013,78,4
936,-0.214,1.016,-0.042,78,4
937,-0.192,0.983,-0.052,78,4
938,-0.134,0.969,-0.047,78,4
939,-0.068,0.97,-0.021,78,4
940,-0.088,0.975,-0.011,78,4
941,-0.165,0.99,-0.032,78,4
942,-0.189,0.996,-0.054,78,4
943,-0.167,0.992,-0.071,78,4
944,-0.154,0.987,-0.083,78,4
945,-0.164,0.982,-0.095,78,4
946,-0.176,0.979,-0.104,78,4
947,-0.171,0.983,-0.104,78,4
948,-0.165,0.988,-0.094,78,4
949,-0.172,0.99,-0.073,78,4
950,-0.19,0.991,-0.051,78,4
951,-0.212,0.992,-0.053,78,4
952,-0.232,0.993,-0.077,78,4
953,-0.251,0.994,-0.104,78,4
954,-0.276,0.994,-0.125,78,4
955,-0.293,0.991,-0.136,78,4
956,-0.287,0.986,-0.134,78,4
957,-0.269,0.977,-0.13,78,4
958,-0.262,0.963,-0.122,78,4
959,-0.262,0.959,-0.114,78,4
960,-0.258,0.964,-0.111,78,4
961,-0.253,0.972,-0.111,78,4
962,-0.249,0.979,-0.111,78,4
963,-0.244,0.98,-0.11,78,4
964,-0.242,0.976,-0.109,78,4
965,-0.245,0.97,-0.11,78,4
966,-0.25,0.97,-0.108,78,4
967,-0.252,0.976,-0.106,78,4
968,-0.252,0.983,-0.103,79,4
969,-0.25,0.981,-0.098,79,4
970,-0.245,0.976,-0.099,79,4
971,-0.245,0.977,-0.104,79,4
972,-0.248,0.981,-0.11,79,4
973,-0.252,0.98,-0.112,79,4
974,-0.254,0.974,-0.114,79,4
975,-0.252,0.972,-0.116,79,4
976,-0.251,0.976,-0.116,79,4
977,-0.252,0.98,-0.114,79,4
978,-0.25,0.984,-0.113,79,4
979,-0.249,0.984,-0.114,79,4
980,-0.249,0.98,-0.114,79,4
981,-0.255,0.977,-0.115,79,4
982,-0.261,0.978,-0.117,79,4
983,-0.264,0.979,-0.119,79,4
984,-0.264,0.978,-0.119,79,4
985,-0.262,0.976,-0.118,79,4
986,-0.259,0.977,-0.118,79,4
987,-0.253,0.976,-0.116,79,4
988,-0.248,0.976,-0.115,79,4
989,-0.248,0.976,-0.114,79,4
990,-0.254,0.976,-0.115,79,4
991,-0.261,0.976,-0.119,79,4
992,-0.262,0.977,-0.121,79,4
993,-0.259,0.976,-0.12,79,4
994,-0.256,0.974,-0.119,79,4
995,-0.253,0.976,-0.117,79,4
996,-0.253,0.978,-0.118,79,4
997,-0.254,0.978,-0.12,79,4
998,-0.257,0.979,-0.123,79,4
999,-0.26,0.981,-0.123,79,4
1000,-0.258,0.982,-0.118,79,4
1001,-0.255,0.981,-0.116,79,4
1002,-0.25,0.977,-0.118,79,4
1003,-0.245,0.974,-0.125,79,4
1004,-0.246,0.976,-0.13,79,4
1005,-0.248,0.978,-0.129,79,4
1006,-0.251,0.978,-0.126,79,4
1007,-0.256,0.979,-0.12,79,4
1008,-0.258,0.979,-0.115,80,4
1009,-0.258,0.98,-0.117,80,4
1010,-0.256,0.983,-0.122,80,4
1011,-0.25,0.981,-0.124,80,4
1012,-0.248,0.974,-0.123,80,4
1013,-0.249,0.968,-0.12,80,4
1014,-0.249,0.967,-0.118,80,4
1015,-0.256,0.971,-0.12,80,4
1016,-0.276,0.973,-0.12,80,4
1017,-0.288,0.977,-0.12,80,4
1018,-0.276,0.984,-0.118,80,4
1019,-0.248,0.988,-0.113,80,4
1020,-0.222,0.986,-0.109,80,4
1021,-0.208,0.979,-0.108,80,4
1022,-0.209,0.974,-0.109,80,4
1023,-0.224,0.977,-0.112,80,4
1024,-0.243,0.982,-0.113,80,4
1025,-0.257,0.985,-0.113,80,4
1026,-0.259,0.984,-0.113,80,4
1027,-0.251,0.982,-0.113,80,4
1028,-0.242,0.981,-0.113,80,4
1029,-0.241,0.982,-0.112,80,4
1030,-0.242,0.985,-0.113,80,4
1031,-0.243,0.987,-0.112,80,4
1032,-0.241,0.985,-0.111,80,4
1033,-0.24,0.983,-0.112,80,4
1034,-0.237,0.982,-0.109,80,4
1035,-0.23,0.981,-0.105,80,4
1036,-0.23,0.98,-0.106,80,4
1037,-0.236,0.979,-0.104,80,4
1038,-0.232,0.983,-0.106,81,4
1039,-0.227,0.985,-0.103,81,4
1040,-0.222,0.984,-0.099,81,4
1041,-0.211,0.984,-0.101,81,4
1042,-0.213,0.982,-0.109,81,4
1043,-0.227,0.98,-0.116,81,4
1044,-0.238,0.981,-0.122,81,4
1045,-0.247,0.984,-0.128,81,4
1046,-0.252,0.985,-0.13,81,4
1047,-0.249,0.986,-0.13,81,4
1048,-0.243,0.987,-0.129,81,4
1049,-0.241,0.988,-0.125,81,4
1050,-0.24,0.986,-0.121,81,4
1051,-0.241,0.985,-0.115,81,4
1052,-0.237,0.983,-0.116,81,4
1053,-0.243,0.979,-0.121,81,4
1054,-0.254,0.978,-0.124,81,4
1055,-0.248,0.98,-0.121,81,4
1056,-0.24,0.984,-0.122,81,4
1057,-0.239,0.989,-0.129,81,4
1058,-0.239,0.989,-0.133,82,4
1059,-0.236,0.983,-0.137,82,4
1060,-0.239,0.974,-0.169,82,4
1061,-0.264,0.975,-0.172,82,4
1062,-0.253,0.984,-0.132,82,4
1063,-0.193,0.984,-0.112,82,4
1064,-0.168,0.977,-0.084,82,4
1065,-0.184,0.974,-0.051,82,4
1066,-0.198,0.978,-0.039,82,4
1067,-0.208,0.985,-0.044,82,4
1068,-0.223,0.992,-0.056,82,4
1069,-0.232,0.994,-0.068,82,4
1070,-0.232,0.992,-0.081,82,4
1071,-0.229,0.989,-0.093,82,4
1072,-0.229,0.982,-0.102,82,4
1073,-0.231,0.978,-0.109,82,4
1074,-0.234,0.979,-0.115,82,4
1075,-0.236,0.98,-0.118,82,4
1076,-0.234,0.981,-0.117,82,4
1077,-0.231,0.98,-0.116,82,4
1078,-0.231,0.981,-0.114,82,4
1079,-0.231,0.985,-0.1,82,4
1080,-0.225,0.987,-0.083,82,4
1081,-0.218,0.989,-0.079,82,4
1082,-0.22,0.987,-0.083,82,4
1083,-0.224,0.984,-0.088,82,4
1084,-0.227,0.985,-0.095,82,4
1085,-0.231,0.991,-0.1,82,4
1086,-0.238,0.994,-0.1,82,4
1087,-0.242,0.993,-0.096,82,4
1088,-0.24,0.989,-0.091,83,4
1089,-0.231,0.983,-0.085,83,4
1090,-0.221,0.981,-0.085,83,4
1091,-0.218,0.985,-0.093,83,4
1092,-0.223,0.987,-0.102,83,4
1093,-0.223,0.987,-0.105,83,4
1094,-0.217,0.987,-0.103,83,4
1095,-0.215,0.987,-0.094,83,4
1096,-0.218,0.987,-0.089,83,4
1097,-0.224,0.986,-0.087,83,4
1098,-0.229,0.985,-0.086,83,4
1099,-0.232,0.988,-0.091,83,4
1100,-0.237,0.992,-0.094,83,4
1101,-0.242,0.993,-0.097,83,4
1102,-0.243,0.987,-0.092,83,4
1103,-0.232,0.981,-0.086,83,4
1104,-0.217,0.983,-0.088,83,4
1105,-0.209,0.985,-0.097,83,4
1106,-0.203,0.976,-0.096,83,4
1107,-0.194,0.97,-0.089,83,4
1108,-0.2,0.976,-0.083,83,4
1109,-0.222,0.982,-0.08,83,4
1110,-0.237,0.983,-0.085,83,4
1111,-0.24,0.982,-0.093,83,4
1112,-0.238,0.981,-0.099,83,4
1113,-0.235,0.98,-0.1,83,4
1114,-0.231,0.981,-0.098,83,4
1115,-0.231,0.983,-0.095,83,4
1116,-0.236,0.99,-0.093,83,4
1117,-0.24,0.998,-0.094,83,4
1118,-0.24,0.997,-0.099,83,4
1119,-0.237,0.986,-0.101,83,4
1120,-0.232,0.979,-0.1,83,4
1121,-0.227,0.979,-0.102,83,4
1122,-0.224,0.981,-0.11,83,4
1123,-0.227,0.982,-0.115,83,4
1124,-0.233,0.982,-0.115,83,4
1125,-0.229,0.982,-0.118,83,4
1126,-0.223,0.98,-0.128,83,4
1127,-0.221,0.979,-0.136,83,4
1128,-0.217,0.977,-0.142,83,4
1129,-0.217,0.974,-0.144,83,4
1130,-0.22,0.978,-0.141,83,4
1131,-0.218,0.983,-0.137,83,4
1132,-0.215,0.986,-0.137,83,4
1133,-0.208,0.984,-0.144,83,4
1134,-0.2,0.975,-0.15,83,4
1135,-0.199,0.962,-0.148,83,4
1136,-0.202,0.959,-0.152,83,4
1137,-0.209,0.971,-0.163,83,4
1138,-0.209,0.979,-0.171,82,4
1139,-0.207,0.984,-0.18,82,4
1140,-0.212,0.988,-0.193,82,4
1141,-0.211,0.988,-0.206,82,4
1142,-0.21,0.985,-0.212,82,4
1143,-0.216,0.981,-0.209,82,4
1144,-0.218,0.978,-0.204,82,4
1145,-0.218,0.981,-0.201,82,4
1146,-0.22,0.988,-0.201,82,4
1147,-0.223,1.001,-0.203,82,4
1148,-0.224,1.01,-0.204,80,4
1149,-0.225,1.005,-0.194,80,4
1150,-0.222,0.998,-0.177,80,4
1151,-0.219,0.987,-0.161,80,4
1152,-0.211,0.98,-0.149,80,4
1153,-0.131,0.989,-0.14,80,4
1154,-0.064,1.005,-0.131,80,4
1155,-0.08,1.011,-0.14,80,4
1156,-0.081,1.007,-0.125,80,4
1157,-0.082,1.016,-0.101,80,4
1158,-0.091,1.022,-0.107,78,4
1159,-0.074,1.01,-0.102,78,4
1160,-0.073,0.997,-0.091,78,4
1161,-0.097,0.981,-0.09,78,4
1162,-0.136,0.98,-0.091,78,4
1163,-0.153,0.998,-0.095,78,4
1164,-0.139,1.009,-0.103,78,4
1165,-0.145,1.006,-0.101,78,4
1166,-0.153,0.999,-0.101,78,4
1167,-0.143,0.991,-0.108,78,4
1168,-0.137,0.991,-0.112,77,4
1169,-0.137,0.995,-0.117,77,4
1170,-0.135,0.993,-0.125,77,4
1171,-0.141,0.988,-0.125,77,4
1172,-0.145,0.974,-0.12,77,4
1173,-0.149,0.958,-0.105,77,4
1174,-0.154,0.939,-0.084,77,4
1175,-0.145,0.937,-0.059,77,4
1176,-0.141,0.961,-0.012,77,4
1177,-0.154,0.999,0.035,77,4
1178,-0.185,1.033,0.04,75,4
1179,-0.209,1.03,0.014,75,4
1180,-0.205,1.007,-0.013,75,4
1181,-0.197,0.988,-0.042,75,4
1182,-0.204,0.979,-0.066,75,4
1183,-0.218,0.981,-0.086,75,4
1184,-0.221,0.983,-0.101,75,4
1185,-0.199,0.98,-0.106,75,4
1186,-0.18,0.984,-0.109,75,4
1187,-0.184,0.993,-0.115,75,4
1188,-0.19,0.999,-0.117,74,4
1189,-0.187,0.999,-0.113,74,4
1190,-0.185,0.998,-0.107,74,4
1191,-0.176,1.001,-0.107,74,4
1192,-0.158,1.001,-0.105,74,4
1193,-0.159,0.998,-0.099,74,4
1194,-0.17,0.997,-0.097,74,4
1195,-0.168,0.996,-0.098,74,4
1196,-0.158,0.994,-0.097,74,4
1197,-0.147,0.991,-0.094,74,4
1198,-0.14,0.99,-0.093,73,4
1199,-0.144,0.99,-0.096,73,4
1200,-0.158,0.991,-0.101,73,4
1201,-0.169,0.99,-0.105,73,4
1202,-0.176,0.99,-0.109,73,4
1203,-0.183,0.991,-0.108,73,4
1204,-0.187,0.991,-0.103,73,4
1205,-0.189,0.992,-0.102,73,4
1206,-0.193,0.992,-0.103,73,4
1207,-0.187,0.989,-0.103,73,4
1208,-0.182,0.988,-0.106,72,4
1209,-0.186,0.988,-0.109,72,4
1210,-0.188,0.985,-0.108,72,4
1211,-0.191,0.986,-0.105,72,4
1212,-0.198,0.989,-0.104,72,4
1213,-0.205,0.99,-0.102,72,4
1214,-0.21,0.991,-0.102,72,4
1215,-0.208,0.993,-0.101,72,4
1216,-0.191,0.993,-0.097,72,4
1217,-0.181,0.989,-0.096,72,4
1218,-0.189,0.987,-0.097,72,4
1219,-0.194,0.989,-0.101,72,4
1220,-0.192,0.992,-0.106,72,4
1221,-0.194,0.992,-0.11,72,4
1222,-0.199,0.992,-0.113,72,4
1223,-0.198,0.991,-0.114,72,4
1224,-0.195,0.989,-0.112,72,4
1225,-0.197,0.988,-0.106,72,4
1226,-0.197,0.99,-0.103,72,4
1227,-0.198,0.993,-0.1,72,4
1228,-0.199,0.994,-0.096,71,4
1229,-0.198,0.992,-0.097,71,4
1230,-0.197,0.985,-0.098,71,4
1231,-0.188,0.978,-0.098,71,4
1232,-0.175,0.979,-0.102,71,4
1233,-0.174,0.983,-0.108,71,4
1234,-0.18,0.986,-0.115,71,4
1235,-0.187,0.988,-0.122,71,4
1236,-0.187,0.988,-0.124,71,4
1237,-0.184,0.99,-0.122,71,4
1238,-0.184,0.995,-0.118,71,4
1239,-0.187,0.997,-0.107,71,4
1240,-0.188,0.998,-0.093,71,4
1241,-0.178,1,-0.083,71,4
1242,-0.172,1.005,-0.075,71,4
1243,-0.17,0.999,-0.068,71,4
1244,-0.166,0.979,-0.073,71,4
1245,-0.175,0.965,-0.089,71,4
1246,-0.194,0.958,-0.101,71,4
1247,-0.21,0.962,-0.107,71,4
1248,-0.224,0.978,-0.111,70,4
1249,-0.237,0.992,-0.117,70,4
1250,-0.246,0.999,-0.122,70,4
1251,-0.248,0.999,-0.121,70,4
1252,-0.239,0.993,-0.112,70,4
1253,-0.221,0.987,-0.1,70,4
1254,-0.208,0.984,-0.093,70,4
1255,-0.207,0.985,-0.096,70,4
1256,-0.21,0.989,-0.104,70,4
1257,-0.208,0.994,-0.111,70,4
1258,-0.201,0.995,-0.108,72,4
1259,-0.196,0.993,-0.099,72,4
1260,-0.193,0.988,-0.093,72,4
1261,-0.191,0.983,-0.093,72,4
1262,-0.193,0.981,-0.096,72,4
1263,-0.196,0.981,-0.095,72,4
1264,-0.198,0.983,-0.091,72,4
1265,-0.202,0.983,-0.074,72,4
1266,-0.203,0.979,-0.057,72,4
1267,-0.206,0.979,-0.062,72,4
1268,-0.222,0.983,-0.076,71,4
1269,-0.237,0.986,-0.089,71,4
1270,-0.242,0.987,-0.098,71,4
1271,-0.244,0.989,-0.102,71,4
1272,-0.243,0.992,-0.104,71,4
1273,-0.242,0.993,-0.104,71,4
1274,-0.245,0.989,-0.1,71,4
1275,-0.245,0.979,-0.091,71,4
1276,-0.242,0.969,-0.083,71,4
1277,-0.239,0.969,-0.082,71,4
1278,-0.234,0.975,-0.088,73,4
1279,-0.228,0.98,-0.097,73,4
1280,-0.225,0.981,-0.1,73,4
1281,-0.228,0.977,-0.093,73,4
1282,-0.235,0.978,-0.088,73,4
1283,-0.238,0.988,-0.089,73,4
1284,-0.234,0.996,-0.093,73,4
1285,-0.229,0.999,-0.097,73,4
1286,-0.225,0.997,-0.099,73,4
1287,-0.218,0.993,-0.098,73,4
1288,-0.211,0.989,-0.096,72,4
1289,-0.208,0.985,-0.097,72,4
1290,-0.208,0.984,-0.1,72,4
1291,-0.212,0.983,-0.104,72,4
1292,-0.215,0.981,-0.108,72,4
1293,-0.218,0.981,-0.112,72,4
1294,-0.224,0.98,-0.112,72,4
1295,-0.228,0.981,-0.113,72,4
1296,-0.231,0.984,-0.113,72,4
1297,-0.235,0.985,-0.108,72,4
1298,-0.238,0.984,-0.105,74,4
1299,-0.241,0.986,-0.104,74,4
1300,-0.243,0.989,-0.099,74,4
1301,-0.243,0.989,-0.091,74,4
1302,-0.244,0.99,-0.083,74,4
1303,-0.245,0.989,-0.077,74,4
1304,-0.244,0.986,-0.074,74,4
1305,-0.242,0.986,-0.078,74,4
1306,-0.241,0.988,-0.086,74,4
1307,-0.242,0.988,-0.092,74,4
1308,-0.243,0.986,-0.094,73,4
1309,-0.24,0.985,-0.096,73,4
1310,-0.238,0.987,-0.098,73,4
1311,-0.24,0.986,-0.099,73,4
1312,-0.241,0.984,-0.099,73,4
1313,-0.239,0.981,-0.096,73,4
1314,-0.238,0.978,-0.093,73,4
1315,-0.237,0.975,-0.092,73,4
1316,-0.237,0.975,-0.095,73,4
1317,-0.237,0.978,-0.101,73,4
1318,-0.238,0.982,-0.106,74,4
1319,-0.239,0.985,-0.111,74,4
1320,-0.239,0.986,-0.109,74,4
1321,-0.239,0.985,-0.101,74,4
1322,-0.24,0.984,-0.094,74,4
1323,-0.24,0.986,-0.087,74,4
1324,-0.241,0.988,-0.084,74,4
1325,-0.245,0.988,-0.082,74,4
1326,-0.247,0.987,-0.079,74,4
1327,-0.246,0.989,-0.083,74,4
1328,-0.246,0.987,-0.087,76,4
1329,-0.245,0.983,-0.091,76,4
1330,-0.245,0.98,-0.096,76,4
1331,-0.246,0.981,-0.103,76,4
1332,-0.247,0.983,-0.108,76,4
1333,-0.251,0.983,-0.108,76,4
1334,-0.248,0.984,-0.101,76,4
1335,-0.241,0.985,-0.091,76,4
1336,-0.241,0.985,-0.084,76,4
1337,-0.242,0.984,-0.082,76,4
1338,-0.244,0.984,-0.078,78,4
1339,-0.246,0.986,-0.074,78,4
1340,-0.249,0.987,-0.076,78,4
1341,-0.249,0.987,-0.082,78,4
1342,-0.247,0.985,-0.087,78,4
1343,-0.246,0.978,-0.088,78,4
1344,-0.248,0.971,-0.087,78,4
1345,-0.249,0.975,-0.092,78,4
1346,-0.25,0.982,-0.098,78,4
1347,-0.249,0.981,-0.097,78,4
1348,-0.249,0.975,-0.09,79,4
1349,-0.249,0.976,-0.085,79,4
1350,-0.25,0.981,-0.086,79,4
1351,-0.252,0.982,-0.085,79,4
1352,-0.252,0.982,-0.083,79,4
1353,-0.25,0.985,-0.081,79,4
1354,-0.248,0.985,-0.075,79,4
1355,-0.249,0.983,-0.072,79,4
1356,-0.25,0.983,-0.073,79,4
1357,-0.25,0.984,-0.078,79,4
1358,-0.25,0.984,-0.084,81,4
1359,-0.251,0.982,-0.088,81,4
1360,-0.25,0.982,-0.088,81,4
1361,-0.25,0.981,-0.083,81,4
1362,-0.25,0.978,-0.074,81,4
1363,-0.254,0.977,-0.072,81,4
1364,-0.256,0.98,-0.08,81,4
1365,-0.254,0.984,-0.09,81,4
1366,-0.251,0.987,-0.095,81,4
1367,-0.247,0.985,-0.096,81,4
1368,-0.245,0.981,-0.091,82,4
1369,-0.245,0.98,-0.081,82,4
1370,-0.246,0.977,-0.075,82,4
1371,-0.245,0.974,-0.074,82,4
1372,-0.243,0.974,-0.075,82,4
1373,-0.237,0.982,-0.075,82,4
1374,-0.233,0.996,-0.075,82,4
1375,-0.237,0.995,-0.076,82,4
1376,-0.24,0.983,-0.077,82,4
1377,-0.241,0.977,-0.074,82,4
1378,-0.237,0.972,-0.072,83,4
1379,-0.235,0.967,-0.075,83,4
