0,1,-0.477,-0.101,0.565,0
1,1,-0.455,-0.082,0.554,0
2,1,-0.5,-0.065,0.551,0
3,1,-0.583,-0.05,0.602,0
4,1,-0.632,-0.008,0.678,0
5,1,-0.687,0.039,0.731,0
6,1,-0.683,0.075,0.768,0
7,1,-0.7,0.077,0.78,0
8,1,-0.77,0.105,0.797,0
9,1,-0.792,0.169,0.791,0
10,1,-0.772,0.178,0.725,0
11,1,-0.755,0.174,0.703,0
12,1,-0.746,0.194,0.709,0
13,1,-0.738,0.198,0.693,0
14,1,-0.705,0.183,0.693,0
15,1,-0.633,0.128,0.717,0
16,1,-0.571,0.054,0.726,0
17,1,-0.538,0.013,0.705,0
18,1,-0.529,0.002,0.697,0
19,1,-0.53,-0.001,0.703,0
20,1,-0.536,-0.003,0.712,0
21,1,-0.553,0.008,0.741,0
22,1,-0.603,0.027,0.751,0
23,1,-0.603,0.027,0.751,0
24,1,-0.603,0.027,0.751,0
25,1,-0.698,0.043,0.76,0
26,1,-0.79,0.081,0.799,0
27,1,-0.845,0.11,0.785,0
28,1,-0.867,0.116,0.712,0
29,1,-0.892,0.114,0.643,0
30,1,-0.9,0.112,0.605,0
31,1,-0.855,0.11,0.6,0
32,1,-0.777,0.086,0.604,0
33,1,-0.682,0.053,0.619,0
34,1,-0.586,0.028,0.663,0
35,1,-0.492,-0.005,0.716,0
36,1,-0.413,-0.045,0.76,0
37,1,-0.391,-0.053,0.77,0
38,1,-0.496,0.001,0.741,0
39,1,-0.61,0.102,0.738,0
40,1,-0.671,0.17,0.737,0
41,1,-0.752,0.197,0.731,0
42,1,-0.773,0.22,0.713,0
43,1,-0.742,0.258,0.661,0
44,1,-0.747,0.282,0.565,0
45,1,-0.779,0.314,0.489,0
46,1,-0.768,0.388,0.48,0
47,1,-0.736,0.429,0.465,0
48,1,-0.678,0.475,0.515,0
49,1,-0.572,0.478,0.592,0
50,1,-0.552,0.493,0.592,0
51,1,-0.626,0.565,0.57,0
52,1,-0.681,0.557,0.535,0
53,1,-0.678,0.517,0.508,0
54,1,-0.685,0.489,0.513,0
55,1,-0.695,0.501,0.531,0
56,1,-0.683,0.525,0.555,0
57,1,-0.679,0.549,0.572,0
58,1,-0.638,0.578,0.569,0
59,1,-0.622,0.631,0.541,0
60,1,-0.649,0.677,0.555,0
61,1,-0.632,0.663,0.567,0
62,1,-0.605,0.631,0.564,0
63,1,-0.614,0.609,0.597,0
64,1,-0.606,0.61,0.583,0
65,1,-0.572,0.637,0.549,0
66,1,-0.532,0.645,0.548,0
67,1,-0.509,0.627,0.559,0
68,1,-0.52,0.617,0.579,0
69,1,-0.531,0.612,0.583,0
70,1,-0.524,0.603,0.577,0
71,1,-0.544,0.592,0.59,0
72,1,-0.572,0.643,0.614,0
73,1,-0.571,0.782,0.604,0
74,1,-0.542,0.965,0.499,0
75,1,-0.471,1.125,0.332,0
76,1,-0.401,1.157,0.228,0
77,1,-0.321,1.043,0.244,0
78,1,-0.258,0.854,0.353,0
79,1,-0.301,0.685,0.483,0
80,1,-0.426,0.588,0.596,0
81,1,-0.593,0.556,0.719,0
82,1,-0.76,0.548,0.814,0
83,1,-0.871,0.509,0.847,0
84,1,-0.895,0.426,0.827,0
85,1,-0.856,0.356,0.787,0
86,1,-0.779,0.336,0.726,0
87,1,-0.63,0.371,0.628,0
88,1,-0.479,0.478,0.548,0
89,1,-0.39,0.637,0.447,0
90,1,-0.311,0.818,0.367,0
91,1,-0.252,0.94,0.424,0
92,1,-0.237,0.962,0.481,0
93,1,-0.245,0.936,0.434,0
94,1,-0.218,0.952,0.379,0
95,1,-0.171,0.988,0.332,0
96,1,-0.171,0.956,0.293,0
97,1,-0.177,0.936,0.317,0
98,1,-0.159,0.965,0.366,0
99,1,-0.15,0.971,0.37,0
100,1,-0.142,0.948,0.351,0
101,1,-0.14,0.941,0.345,0
102,1,-0.13,0.956,0.35,0
103,1,-0.121,0.955,0.355,0
104,1,-0.134,0.962,0.369,0
105,1,-0.104,0.973,0.369,0
106,1,-0.032,0.95,0.344,0
107,1,-0.006,0.946,0.32,0
108,1,-0.03,0.969,0.302,0
109,1,-0.037,0.956,0.279,0
110,1,-0.025,0.944,0.261,0
111,1,-0.027,0.966,0.262,0
112,1,-0.038,0.98,0.259,0
113,1,-0.047,0.978,0.254,0
114,1,-0.057,0.973,0.262,0
115,1,-0.063,0.974,0.274,0
116,1,-0.065,0.978,0.287,0
117,1,-0.075,0.971,0.299,0
118,1,-0.081,0.949,0.302,0
119,1,-0.086,0.935,0.313,0
120,1,-0.103,0.941,0.337,0
121,1,-0.116,0.958,0.369,0
122,1,-0.129,0.97,0.384,0
123,1,-0.123,0.979,0.357,0
124,1,-0.098,0.978,0.311,0
125,1,-0.09,0.971,0.265,0
126,1,-0.091,0.971,0.231,0
127,1,-0.07,0.966,0.218,0
128,1,-0.044,0.954,0.217,0
129,1,-0.048,0.957,0.213,0
130,1,-0.078,0.977,0.21,0
131,1,-0.101,0.986,0.211,0
132,1,-0.12,0.989,0.218,0
133,1,-0.115,0.989,0.227,0
134,1,-0.076,0.952,0.221,0
135,1,-0.058,0.934,0.206,0
136,1,-0.055,0.959,0.187,0
137,1,-0.051,0.987,0.176,0
138,1,-0.046,1.014,0.185,0
139,1,-0.042,1.039,0.206,0
140,1,-0.024,1.03,0.218,0
141,1,0.034,0.975,0.198,0
142,1,0.072,0.953,0.163,0
143,1,0.053,0.977,0.154,0
144,1,0.036,1.009,0.177,0
145,1,0.031,1.011,0.207,0
146,1,0.009,0.993,0.22,0
147,1,-0.003,0.984,0.206,0
148,1,-0.001,0.973,0.201,0
149,1,0,0.952,0.225,0
150,1,-0.004,0.94,0.25,0
151,1,-0.012,0.946,0.256,0
152,1,-0.019,0.955,0.256,0
153,1,-0.047,0.972,0.268,0
154,1,-0.083,1.016,0.287,0
155,1,-0.09,1.03,0.297,0
156,1,-0.096,0.986,0.301,0
157,1,-0.148,0.956,0.326,0
158,1,-0.188,0.964,0.352,0
159,1,-0.16,0.955,0.342,0
160,1,-0.104,0.928,0.311,0
161,1,-0.089,0.943,0.278,0
162,1,-0.106,0.98,0.257,0
163,1,-0.118,0.971,0.241,0
164,1,-0.123,0.948,0.228,0
165,1,-0.119,0.958,0.228,0
166,1,-0.117,0.974,0.235,0
167,1,-0.118,0.977,0.238,0
168,1,-0.121,0.977,0.231,0
169,1,-0.123,0.971,0.226,0
170,1,-0.121,0.962,0.224,0
171,1,-0.118,0.963,0.222,0
172,1,-0.107,0.968,0.223,0
173,1,-0.111,0.976,0.231,0
174,1,-0.131,1.009,0.248,0
175,1,-0.134,1.04,0.265,0
176,1,-0.022,0.942,0.255,0
177,1,-0.014,0.975,0.239,0
178,1,-0.041,1.009,0.235,0
179,1,-0.071,1.01,0.269,0
180,1,-0.098,1,0.303,0
181,1,-0.113,0.975,0.3,0
182,1,-0.108,0.946,0.281,0
183,1,-0.084,0.928,0.272,0
184,1,-0.064,0.908,0.281,0
185,1,-0.063,0.892,0.29,0
186,1,-0.066,0.891,0.292,0
187,1,-0.069,0.901,0.302,0
188,1,-0.102,0.929,0.324,0
189,1,-0.15,0.968,0.348,0
190,1,-0.194,0.993,0.371,0
191,1,-0.219,0.992,0.402,0
192,1,-0.226,0.945,0.39,0
193,1,-0.199,0.905,0.337,0
194,1,-0.145,0.921,0.314,0
195,1,-0.125,0.954,0.302,0
196,1,-0.144,0.969,0.292,0
197,1,-0.153,0.964,0.282,0
198,1,-0.135,0.951,0.262,0
199,1,-0.126,0.947,0.256,0
200,1,-0.134,0.95,0.261,0
201,1,-0.144,0.961,0.262,0
202,1,-0.151,0.964,0.263,0
203,1,-0.158,0.951,0.268,0
204,1,-0.168,0.951,0.277,0
205,1,-0.18,0.966,0.294,0
206,1,-0.2,0.98,0.32,0
207,1,-0.218,0.983,0.344,0
208,1,-0.26,1.003,0.373,0
209,1,-0.288,0.99,0.395,0
210,1,-0.181,0.902,0.378,0
211,1,-0.015,0.856,0.34,0
212,1,0.046,0.909,0.313,0
213,1,-0.01,0.965,0.29,0
214,1,-0.057,0.959,0.276,0
215,1,-0.041,0.928,0.274,0
216,1,-0.028,0.916,0.286,0
217,1,-0.03,0.928,0.312,0
218,1,-0.046,0.931,0.337,0
219,1,-0.071,0.913,0.356,0
220,1,-0.076,0.899,0.371,0
221,1,-0.074,0.902,0.379,0
222,1,-0.117,0.93,0.395,0
223,1,-0.175,0.951,0.417,0
224,1,-0.232,0.951,0.436,0
225,1,-0.249,0.905,0.435,0
226,1,-0.269,0.884,0.466,0
227,1,-0.269,0.904,0.488,0
228,1,-0.192,0.895,0.444,0
229,1,-0.17,0.903,0.408,0
230,1,-0.2,0.932,0.389,0
231,1,-0.197,0.935,0.351,0
232,1,-0.195,0.926,0.306,0
233,1,-0.213,0.943,0.294,0
234,1,-0.206,0.963,0.301,0
235,1,-0.168,0.95,0.305,0
236,1,-0.159,0.929,0.3,0
237,1,-0.185,0.93,0.291,0
238,1,-0.196,0.937,0.279,0
239,1,-0.198,0.95,0.277,0
240,1,-0.201,0.957,0.297,0
241,1,-0.183,0.953,0.302,0
242,1,-0.162,0.959,0.298,0
243,1,-0.194,0.989,0.325,0
244,1,-0.256,1.004,0.35,0
245,1,-0.218,0.954,0.333,0
246,1,-0.068,0.909,0.303,0
247,1,0.038,0.916,0.278,0
248,1,0.024,0.943,0.269,0
249,1,-0.048,0.965,0.281,0
