250,1,-0.088,0.97,0.303,0
251,1,-0.086,0.963,0.314,0
252,1,-0.082,0.954,0.312,0
253,1,-0.088,0.948,0.313,0
254,1,-0.097,0.933,0.31,0
255,1,-0.117,0.922,0.325,0
256,1,-0.127,0.919,0.337,0
257,1,-0.133,0.94,0.342,0
258,1,-0.152,0.965,0.38,0
259,1,-0.16,0.937,0.391,0
260,1,-0.195,0.906,0.378,0
261,1,-0.251,0.904,0.411,0
262,1,-0.3,0.89,0.447,0
263,1,-0.278,0.883,0.42,0
264,1,-0.189,0.907,0.365,0
265,1,-0.167,0.933,0.351,0
266,1,-0.214,0.944,0.351,0
267,1,-0.224,0.939,0.327,0
268,1,-0.189,0.938,0.307,0
269,1,-0.176,0.948,0.302,0
270,1,-0.169,0.951,0.297,0
271,1,-0.155,0.945,0.285,0
272,1,-0.162,0.949,0.278,0
273,1,-0.175,0.95,0.272,0
274,1,-0.167,0.95,0.266,0
275,1,-0.154,0.967,0.275,0
276,1,-0.14,0.968,0.279,0
277,1,-0.135,0.959,0.273,0
278,1,-0.167,0.976,0.288,0
279,1,-0.204,0.989,0.307,0
280,1,-0.149,0.938,0.301,0
281,1,-0.018,0.902,0.282,0
282,1,0.031,0.946,0.291,0
283,1,-0.022,0.989,0.305,0
284,1,-0.068,0.986,0.301,0
285,1,-0.059,0.955,0.292,0
286,1,-0.032,0.935,0.279,0
287,1,-0.033,0.947,0.279,0
288,1,-0.054,0.968,0.29,0
289,1,-0.076,0.966,0.307,0
290,1,-0.09,0.956,0.319,0
291,1,-0.096,0.961,0.329,0
292,1,-0.095,0.96,0.339,0
293,1,-0.1,0.953,0.334,0
294,1,-0.123,0.956,0.331,0
295,1,-0.132,0.942,0.34,0
296,1,-0.145,0.934,0.347,0
297,1,-0.181,0.95,0.356,0
298,1,-0.172,0.946,0.341,0
299,1,-0.14,0.94,0.313,0
300,1,-0.156,0.959,0.32,0
301,1,-0.136,0.964,0.309,0
302,1,-0.087,0.945,0.267,0
303,1,-0.09,0.944,0.249,0
304,1,-0.101,0.958,0.263,0
305,1,-0.113,0.964,0.283,0
306,1,-0.14,0.972,0.297,0
307,1,-0.17,0.976,0.301,0
308,1,-0.184,0.964,0.299,0
309,1,-0.183,0.956,0.299,0
310,1,-0.153,0.946,0.297,0
311,1,-0.143,0.941,0.302,0
312,1,-0.169,0.945,0.307,0
313,1,-0.193,0.942,0.304,0
314,1,-0.225,0.967,0.325,0
315,1,-0.268,0.973,0.343,0
316,1,-0.231,0.918,0.334,0
317,1,-0.097,0.906,0.327,0
318,1,-0.042,0.949,0.336,0
319,1,-0.09,0.982,0.342,0
320,1,-0.134,0.978,0.317,0
321,1,-0.137,0.942,0.281,0
322,1,-0.111,0.918,0.272,0
323,1,-0.098,0.928,0.289,0
324,1,-0.106,0.948,0.31,0
325,1,-0.112,0.945,0.322,0
326,1,-0.117,0.93,0.322,0
327,1,-0.128,0.93,0.319,0
328,1,-0.15,0.945,0.322,0
329,1,-0.187,0.954,0.334,0
330,1,-0.22,0.951,0.351,0
331,1,-0.242,0.94,0.373,0
332,1,-0.285,0.929,0.389,0
333,1,-0.305,0.935,0.38,0
334,1,-0.248,0.936,0.352,0
335,1,-0.195,0.93,0.328,0
336,1,-0.2,0.947,0.313,0
337,1,-0.216,0.965,0.294,0
338,1,-0.19,0.95,0.252,0
339,1,-0.145,0.927,0.211,0
340,1,-0.123,0.925,0.203,0
341,1,-0.119,0.947,0.215,0
342,1,-0.118,0.972,0.229,0
343,1,-0.115,0.981,0.237,0
344,1,-0.116,0.977,0.235,0
345,1,-0.132,0.975,0.233,0
346,1,-0.139,0.978,0.237,0
347,1,-0.121,0.987,0.251,0
348,1,-0.144,1.028,0.285,0
349,1,-0.212,1.114,0.316,0
350,1,-0.184,1.101,0.299,0
351,1,-0.063,0.974,0.299,0
352,1,0.036,0.953,0.243,0
353,1,0.019,1.001,0.064,0
354,1,-0.047,0.979,0.067,0
355,1,-0.042,0.904,0.177,0
356,1,-0.082,0.855,0.21,0
357,1,-0.177,0.834,0.294,0
358,1,-0.234,0.804,0.373,0
359,1,-0.195,0.805,0.427,0
360,1,-0.156,0.83,0.586,0
361,1,-0.178,0.801,0.694,0
362,1,-0.19,0.766,0.644,0
363,1,-0.232,0.82,0.581,0
364,1,-0.325,0.999,0.471,0
365,1,-0.484,1.218,0.261,0
366,1,-0.568,1.29,0.152,0
367,1,-0.547,1.149,0.168,0
368,1,-0.444,0.892,0.229,0
369,1,-0.288,0.625,0.35,0
370,1,-0.24,0.418,0.441,0
371,1,-0.219,0.362,0.437,0
372,1,-0.287,0.537,0.335,0
373,1,-0.5,0.863,0.268,0
374,1,-0.589,1.086,0.247,0
375,1,-0.518,1.135,0.217,0
376,1,-0.39,1.121,0.199,0
377,1,-0.264,1.079,0.151,0
378,1,-0.23,1.031,0.113,0
379,1,-0.286,1.001,0.116,0
380,1,-0.351,0.972,0.131,0
381,1,-0.346,0.971,0.134,0
382,1,-0.269,1.044,0.102,0
383,1,-0.225,1.164,0.047,0
384,1,-0.217,1.158,0.043,0
385,1,-0.17,1.008,0.11,0
386,1,-0.113,0.91,0.15,0
387,1,-0.124,0.909,0.129,0
388,1,-0.184,0.92,0.118,0
389,1,-0.223,0.892,0.155,0
390,1,-0.237,0.853,0.2,0
391,1,-0.254,0.858,0.23,0
392,1,-0.291,0.896,0.256,0
393,1,-0.323,0.921,0.278,0
394,1,-0.333,0.931,0.303,0
395,1,-0.32,0.926,0.332,0
396,1,-0.293,0.904,0.345,0
397,1,-0.281,0.893,0.334,0
398,1,-0.294,0.915,0.308,0
399,1,-0.326,1.028,0.285,0
400,1,-0.379,1.17,0.281,0
401,1,-0.405,1.165,0.269,0
402,1,-0.334,1.01,0.168,0
403,1,-0.317,1.025,0.144,0
404,1,-0.291,1.035,0.143,0
405,1,-0.266,1.008,0.136,0
406,1,-0.254,0.959,0.127,0
407,1,-0.254,0.912,0.119,0
408,1,-0.261,0.874,0.115,0
409,1,-0.268,0.84,0.123,0
410,1,-0.266,0.807,0.145,0
411,1,-0.257,0.781,0.167,0
412,1,-0.252,0.792,0.189,0
413,1,-0.248,0.854,0.199,0
414,1,-0.235,0.987,0.173,0
415,1,-0.225,1.216,0.115,0
416,1,-0.225,1.355,0.066,0
417,1,-0.221,1.251,0.092,0
418,1,-0.197,1.083,0.157,0
419,1,-0.179,0.999,0.159,0
420,1,-0.199,0.962,0.127,0
421,1,-0.25,0.929,0.13,0
422,1,-0.301,0.884,0.169,0
423,1,-0.321,0.84,0.208,0
424,1,-0.318,0.834,0.229,0
425,1,-0.311,0.858,0.248,0
426,1,-0.309,0.885,0.27,0
427,1,-0.306,0.899,0.295,0
428,1,-0.294,0.891,0.322,0
429,1,-0.274,0.888,0.334,0
430,1,-0.265,0.916,0.324,0
431,1,-0.279,0.992,0.297,0
432,1,-0.311,1.138,0.278,0
433,1,-0.343,1.205,0.284,0
434,1,-0.339,1.099,0.275,0
435,1,-0.302,1.008,0.222,0
436,1,-0.288,1.02,0.174,0
437,1,-0.304,1.047,0.167,0
438,1,-0.309,1.012,0.171,0
439,1,-0.296,0.939,0.167,0
440,1,-0.289,0.875,0.161,0
441,1,-0.289,0.833,0.154,0
442,1,-0.286,0.807,0.161,0
443,1,-0.296,0.785,0.181,0
444,1,-0.319,0.78,0.195,0
445,1,-0.335,0.814,0.202,0
446,1,-0.322,0.86,0.204,0
447,1,-0.285,0.888,0.2,0
448,1,-0.254,0.978,0.177,0
449,1,-0.233,1.178,0.125,0
450,1,-0.218,1.262,0.1,0
451,1,-0.21,1.155,0.147,0
452,1,-0.2,1.058,0.192,0
453,1,-0.176,0.997,0.195,0
454,1,-0.15,0.918,0.186,0
455,1,-0.167,0.863,0.188,0
456,1,-0.221,0.86,0.203,0
457,1,-0.261,0.891,0.224,0
458,1,-0.282,0.919,0.249,0
459,1,-0.3,0.922,0.277,0
460,1,-0.31,0.909,0.304,0
461,1,-0.301,0.896,0.319,0
462,1,-0.277,0.892,0.318,0
463,1,-0.257,0.905,0.303,0
464,1,-0.257,0.957,0.277,0
465,1,-0.287,1.09,0.26,0
466,1,-0.334,1.189,0.265,0
467,1,-0.338,1.135,0.249,0
468,1,-0.302,1.038,0.198,0
469,1,-0.285,1.011,0.155,0
470,1,-0.29,1.034,0.127,0
471,1,-0.284,1.037,0.104,0
472,1,-0.269,1.011,0.092,0
473,1,-0.258,0.97,0.088,0
474,1,-0.26,0.91,0.099,0
475,1,-0.271,0.861,0.136,0
476,1,-0.271,0.843,0.164,0
477,1,-0.26,0.831,0.175,0
478,1,-0.263,0.81,0.19,0
479,1,-0.28,0.817,0.211,0
480,1,-0.29,0.882,0.217,0
481,1,-0.276,0.99,0.189,0
482,1,-0.256,1.119,0.145,0
483,1,-0.244,1.232,0.115,0
484,1,-0.244,1.235,0.116,0
485,1,-0.246,1.1,0.148,0
486,1,-0.231,0.965,0.161,0
487,1,-0.211,0.933,0.136,0
488,1,-0.225,0.948,0.12,0
489,1,-0.261,0.941,0.126,0
490,1,-0.289,0.916,0.148,0
491,1,-0.293,0.899,0.177,0
492,1,-0.276,0.894,0.191,0
493,1,-0.27,0.897,0.196,0
494,1,-0.284,0.894,0.218,0
495,1,-0.294,0.873,0.254,0
496,1,-0.293,0.863,0.279,0
497,1,-0.291,0.898,0.281,0
498,1,-0.291,0.972,0.269,0
499,1,-0.312,1.086,0.251,0
500,1,-0.346,1.173,0.247,0
501,1,-0.354,1.139,0.242,0
502,1,-0.335,1.052,0.214,0
503,1,-0.329,1.011,0.177,0
504,1,-0.348,1.019,0.15,0
505,1,-0.353,1.032,0.127,0
506,1,-0.326,1.023,0.11,0
507,1,-0.291,0.994,0.102,0
508,1,-0.273,0.953,0.093,0
509,1,-0.269,0.913,0.093,0
510,1,-0.267,0.875,0.103,0
511,1,-0.267,0.839,0.115,0
512,1,-0.262,0.823,0.133,0
513,1,-0.262,0.843,0.165,0
514,1,-0.261,0.881,0.195,0
515,1,-0.234,0.947,0.191,0
516,1,-0.2,1.079,0.154,0
517,1,-0.195,1.214,0.113,0
518,1,-0.218,1.189,0.118,0
519,1,-0.233,1.045,0.17,0
520,1,-0.208,0.959,0.192,0
521,1,-0.173,0.946,0.17,0
522,1,-0.173,0.94,0.155,0
523,1,-0.21,0.916,0.177,0
524,1,-0.249,0.878,0.218,0
525,1,-0.275,0.858,0.249,0
526,1,-0.294,0.876,0.256,0
527,1,-0.307,0.901,0.262,0
528,1,-0.317,0.902,0.286,0
529,1,-0.314,0.882,0.311,0
530,1,-0.293,0.867,0.31,0
531,1,-0.275,0.889,0.295,0
532,1,-0.28,0.944,0.28,0
533,1,-0.306,1.039,0.264,0
534,1,-0.34,1.154,0.256,0
535,1,-0.361,1.197,0.242,0
536,1,-0.351,1.136,0.208,0
537,1,-0.333,1.039,0.165,0
538,1,-0.326,0.984,0.127,0
539,1,-0.324,0.979,0.103,0
540,1,-0.344,0.984,0.121,0
541,1,-0.37,0.985,0.153,0
542,1,-0.349,0.982,0.161,0
543,1,-0.305,0.959,0.162,0
544,1,-0.295,0.919,0.176,0
545,1,-0.311,0.873,0.193,0
546,1,-0.326,0.822,0.193,0
547,1,-0.34,0.772,0.183,0
548,1,-0.353,0.747,0.173,0
549,1,-0.353,0.769,0.166,0
550,1,-0.331,0.849,0.154,0
551,1,-0.306,0.975,0.121,0
552,1,-0.304,1.102,0.092,0
553,1,-0.325,1.135,0.123,0
554,1,-0.331,1.071,0.185,0
555,1,-0.29,1.025,0.198,0
556,1,-0.229,1.018,0.165,0
557,1,-0.214,1.001,0.153,0
558,1,-0.247,0.96,0.171,0
559,1,-0.278,0.913,0.186,0
560,1,-0.294,0.885,0.194,0
561,1,-0.305,0.883,0.2,0
562,1,-0.313,0.888,0.211,0
563,1,-0.321,0.881,0.233,0
564,1,-0.327,0.869,0.261,0
565,1,-0.313,0.876,0.274,0
566,1,-0.29,0.912,0.265,0
567,1,-0.286,0.977,0.252,0
568,1,-0.307,1.081,0.247,0
569,1,-0.333,1.156,0.245,0
570,1,-0.334,1.128,0.224,0
571,1,-0.313,1.045,0.184,0
572,1,-0.3,0.994,0.142,0
573,1,-0.317,1.006,0.105,0
574,1,-0.385,1.04,0.072,0
575,1,-0.47,1.052,0.062,0
576,1,-0.546,1.043,0.118,0
577,1,-0.614,1.024,0.221,0
578,1,-0.625,0.993,0.313,0
579,1,-0.681,0.949,0.362,0
580,1,-0.785,0.909,0.385,0
581,1,-0.813,0.867,0.383,0
582,1,-0.765,0.799,0.376,0
583,1,-0.564,0.708,0.43,0
584,1,-0.316,0.62,0.504,0
585,1,-0.156,0.575,0.584,0
586,1,-0.043,0.552,0.676,0
587,1,0.03,0.518,0.726,0
588,1,0.076,0.484,0.744,0
589,1,0.121,0.448,0.762,0
590,1,0.149,0.398,0.777,0
591,1,0.182,0.344,0.784,0
592,1,0.222,0.296,0.791,0
593,1,0.244,0.259,0.796,0
594,1,0.281,0.23,0.793,0
595,1,0.307,0.215,0.795,0
596,1,0.316,0.213,0.806,0
597,1,0.34,0.218,0.813,0
598,1,0.358,0.222,0.829,0
599,1,0.37,0.219,0.849,0
600,1,0.38,0.221,0.87,0
601,1,0.36,0.222,0.903,0
602,1,0.329,0.199,0.951,0
603,1,0.304,0.164,1.022,0
604,1,0.252,0.143,1.081,0
605,1,0.213,0.13,1.076,0
606,1,0.183,0.114,1.033,0
607,1,0.142,0.101,0.994,0
608,1,0.121,0.099,0.95,0
609,1,0.105,0.104,0.914,0
610,1,0.108,0.114,0.901,0
611,1,0.132,0.123,0.896,0
612,1,0.163,0.116,0.894,0
613,1,0.194,0.097,0.906,0
614,1,0.209,0.081,0.929,0
615,1,0.211,0.073,0.953,0
616,1,0.206,0.073,0.974,0
617,1,0.189,0.093,0.992,0
618,1,0.175,0.129,1,0
619,1,0.169,0.16,1.002,0
620,1,0.157,0.187,1.018,0
621,1,0.138,0.231,1.039,0
622,1,0.085,0.295,1.051,0
623,1,0.029,0.353,1.047,0
624,1,0.02,0.367,1.006,0
625,1,0.04,0.34,0.972,0
626,1,0.065,0.284,0.976,0
627,1,0.101,0.213,0.966,0
628,1,0.144,0.158,0.919,0
629,1,0.173,0.125,0.866,0
630,1,0.198,0.097,0.849,0
631,1,0.216,0.075,0.858,0
632,1,0.239,0.054,0.888,0
633,1,0.293,0.041,0.936,0
634,1,0.321,0.044,0.969,0
635,1,0.186,0.049,0.958,0
636,1,-0.049,0.025,0.949,0
637,1,-0.191,-0.02,0.962,0
638,1,-0.306,-0.044,0.944,0
639,1,-0.479,-0.061,0.881,0
640,1,-0.627,-0.1,0.785,0
641,1,-0.731,-0.17,0.666,0
642,1,-0.753,-0.237,0.568,0
643,1,-0.702,-0.256,0.495,0
644,1,-0.736,-0.239,0.445,0
645,1,-0.843,-0.222,0.476,0
646,1,-0.869,-0.235,0.527,0
647,1,-0.829,-0.258,0.516,0
648,1,-0.812,-0.252,0.485,0
649,1,-0.809,-0.234,0.447,0
650,1,-0.82,-0.225,0.405,0
651,1,-0.871,-0.196,0.394,0
652,1,-0.914,-0.123,0.417,0
653,1,-0.911,-0.055,0.429,0
654,1,-0.938,-0.013,0.424,0
655,1,-1.045,0.054,0.412,0
656,1,-1.139,0.148,0.399,0
657,1,-1.1,0.191,0.413,0
658,1,-0.984,0.168,0.42,0
659,1,-0.883,0.135,0.393,0
660,1,-0.814,0.116,0.355,0
661,1,-0.771,0.092,0.322,0
662,1,-0.744,0.059,0.308,0
663,1,-0.767,0.041,0.337,0
664,1,-0.846,0.041,0.374,0
665,1,-0.919,0.04,0.389,0
666,1,-0.925,0.028,0.416,0
667,1,-0.886,0.002,0.441,0
668,1,-0.854,-0.028,0.436,0
669,1,-0.872,-0.033,0.407,0
670,1,-0.973,0,0.376,0
671,1,-1.143,0.065,0.365,0
672,1,-1.25,0.128,0.37,0
673,1,-1.204,0.152,0.365,0
674,1,-1.061,0.129,0.355,0
675,1,-0.93,0.071,0.327,0
676,1,-0.888,0.028,0.293,0
677,1,-0.913,0.039,0.286,0
678,1,-0.944,0.087,0.294,0
679,1,-0.928,0.119,0.303,0
680,1,-0.866,0.12,0.311,0
681,1,-0.817,0.117,0.31,0
682,1,-0.8,0.125,0.31,0
683,1,-0.788,0.142,0.327,0
684,1,-0.793,0.165,0.354,0
685,1,-0.788,0.198,0.367,0
686,1,-0.718,0.239,0.352,0
687,1,-0.62,0.29,0.305,0
688,1,-0.566,0.422,0.249,0
689,1,-0.544,0.641,0.207,0
690,1,-0.504,0.843,0.189,0
691,1,-0.462,1.003,0.183,0
692,1,-0.431,1.144,0.157,0
693,1,-0.41,1.254,0.133,0
694,1,-0.4,1.281,0.138,0
695,1,-0.379,1.209,0.17,0
696,1,-0.345,1.104,0.203,0
697,1,-0.312,1.019,0.219,0
698,1,-0.294,0.968,0.224,0
699,1,-0.309,0.932,0.229,0
700,1,-0.343,0.892,0.243,0
701,1,-0.369,0.861,0.265,0
702,1,-0.381,0.875,0.282,0
703,1,-0.379,0.94,0.278,0
704,1,-0.391,1.078,0.265,0
705,1,-0.417,1.226,0.263,0
706,1,-0.415,1.214,0.254,0
707,1,-0.371,1.088,0.221,0
708,1,-0.331,1.014,0.176,0
709,1,-0.321,1.009,0.142,0
710,1,-0.316,1.009,0.127,0
711,1,-0.3,0.987,0.122,0
712,1,-0.279,0.955,0.117,0
713,1,-0.27,0.926,0.11,0
714,1,-0.277,0.902,0.099,0
715,1,-0.284,0.875,0.101,0
716,1,-0.278,0.836,0.113,0
717,1,-0.274,0.805,0.117,0
718,1,-0.284,0.817,0.128,0
719,1,-0.293,0.867,0.144,0
720,1,-0.288,0.944,0.152,0
721,1,-0.27,1.081,0.145,0
722,1,-0.25,1.177,0.142,0
723,1,-0.214,1.14,0.17,0
724,1,-0.163,1.067,0.182,0
725,1,-0.141,1.031,0.154,0
726,1,-0.168,1.012,0.139,0
727,1,-0.216,0.979,0.158,0
728,1,-0.249,0.921,0.171,0
729,1,-0.27,0.865,0.167,0
730,1,-0.281,0.844,0.165,0
731,1,-0.284,0.855,0.165,0
732,1,-0.292,0.869,0.184,0
733,1,-0.313,0.869,0.243,0
734,1,-0.342,0.869,0.313,0
735,1,-0.34,0.899,0.357,0
736,1,-0.306,0.955,0.369,0
737,1,-0.276,1.054,0.346,0
