Acceleration X (g),Acceleration Y (g),Acceleration Z (g),Heart Rate (bpm),Activity
-0.219,0.94,0.252,98,0
-0.21,0.925,0.247,98,0
-0.199,0.929,0.246,98,0
-0.19,0.954,0.257,98,0
-0.183,0.973,0.28,98,0
-0.176,0.969,0.306,98,0
-0.163,0.943,0.329,98,0
-0.155,0.916,0.342,98,0
-0.167,0.908,0.342,99,0
-0.187,0.92,0.333,99,0
-0.208,0.936,0.318,99,0
-0.222,0.947,0.301,99,0
-0.231,0.954,0.282,99,0
-0.237,0.954,0.265,99,0
-0.239,0.954,0.251,99,0
-0.231,0.962,0.243,99,0
-0.22,0.971,0.244,99,0
-0.207,0.975,0.25,99,0
-0.193,0.972,0.26,99,0
-0.181,0.964,0.27,99,0
-0.167,0.958,0.275,99,0
-0.161,0.959,0.275,99,0
-0.167,0.964,0.272,99,0
-0.177,0.965,0.271,99,0
-0.184,0.953,0.275,99,0
-0.191,0.944,0.277,99,0
-0.202,0.963,0.277,99,0
-0.209,0.979,0.279,99,0
-0.209,0.959,0.273,99,0
-0.208,0.931,0.259,99,0
-0.208,0.934,0.244,99,0
-0.218,0.958,0.232,99,0
-0.23,0.968,0.226,99,0
-0.229,0.952,0.224,99,0
-0.224,0.934,0.222,99,0
-0.225,0.937,0.221,99,0
-0.231,0.948,0.221,99,0
-0.234,0.951,0.22,99,0
-0.237,0.949,0.22,99,0
-0.237,0.953,0.219,99,0
-0.239,0.958,0.218,99,0
-0.241,0.96,0.22,99,0
-0.242,0.965,0.225,99,0
-0.243,0.973,0.23,99,0
-0.244,0.98,0.232,99,0
-0.247,0.976,0.229,99,0
-0.245,0.962,0.223,99,0
-0.243,0.95,0.219,99,0
-0.244,0.948,0.218,99,0
-0.245,0.946,0.218,99,0
-0.247,0.935,0.218,99,0
-0.246,0.915,0.219,99,0
-0.241,0.877,0.219,99,0
-0.242,0.856,0.218,99,0
-0.25,0.892,0.214,99,0
-0.256,0.959,0.208,99,0
-0.261,1.023,0.197,99,0
-0.269,1.051,0.179,99,0
-0.275,1.035,0.161,99,0
-0.274,1.001,0.152,99,0
-0.269,0.973,0.153,99,0
-0.262,0.961,0.16,99,0
-0.259,0.965,0.17,99,0
-0.258,0.974,0.178,99,0
-0.258,0.971,0.187,99,0
-0.256,0.956,0.197,99,0
-0.256,0.948,0.204,99,0
-0.264,0.969,0.202,99,0
-0.277,1.009,0.196,100,0
-0.28,1.018,0.194,100,0
-0.27,0.99,0.194,100,0
-0.26,0.97,0.196,100,0
-0.25,0.967,0.198,100,0
-0.244,0.957,0.196,100,0
-0.242,0.936,0.191,100,0
-0.238,0.926,0.19,100,0
-0.232,0.928,0.192,100,0
-0.225,0.938,0.195,100,0
-0.228,0.944,0.198,100,0
-0.231,0.933,0.207,100,0
-0.233,0.931,0.213,100,0
-0.241,0.959,0.212,100,0
-0.247,0.994,0.203,100,0
-0.251,1.002,0.191,100,0
-0.252,0.979,0.186,100,0
-0.247,0.944,0.186,100,0
-0.245,0.937,0.183,100,0
-0.246,0.96,0.181,100,0
-0.249,0.964,0.183,100,0
-0.25,0.94,0.191,100,0
-0.248,0.923,0.202,100,0
-0.244,0.936,0.209,100,0
-0.244,0.961,0.205,100,0
-0.247,0.977,0.194,100,0
-0.247,0.98,0.182,100,0
-0.244,0.973,0.175,100,0
-0.24,0.968,0.169,100,0
-0.237,0.97,0.165,100,0
-0.238,0.979,0.161,100,0
-0.24,0.986,0.159,100,0
-0.241,0.984,0.166,100,0
-0.24,0.972,0.176,100,0
-0.24,0.96,0.184,100,0
-0.242,0.965,0.185,100,0
-0.246,0.979,0.179,100,0
-0.249,0.983,0.176,100,0
-0.249,0.969,0.176,100,0
-0.249,0.955,0.179,100,0
-0.249,0.953,0.179,100,0
-0.251,0.961,0.176,100,0
-0.253,0.968,0.172,100,0
-0.254,0.972,0.171,100,0
-0.253,0.973,0.175,100,0
-0.251,0.972,0.18,100,0
-0.249,0.968,0.186,100,0
-0.247,0.96,0.191,100,0
-0.246,0.952,0.191,100,0
-0.248,0.948,0.183,100,0
-0.25,0.953,0.172,100,0
-0.253,0.959,0.164,100,0
-0.253,0.962,0.164,100,0
-0.25,0.961,0.172,100,0
-0.246,0.961,0.18,100,0
-0.245,0.962,0.186,100,0
-0.245,0.968,0.19,100,0
-0.246,0.973,0.195,100,0
-0.247,0.976,0.202,100,0
-0.247,0.981,0.205,100,0
-0.247,0.982,0.209,101,0
-0.247,0.973,0.213,101,0
-0.249,0.971,0.21,101,0
-0.253,0.975,0.207,101,0
-0.254,0.973,0.202,101,0
-0.252,0.969,0.196,101,0
-0.249,0.963,0.187,101,0
-0.245,0.958,0.18,101,0
-0.241,0.955,0.179,101,0
-0.239,0.957,0.185,101,0
-0.241,0.966,0.194,101,0
-0.239,0.968,0.201,101,0
-0.237,0.966,0.203,101,0
-0.238,0.967,0.208,101,0
-0.239,0.966,0.216,101,0
-0.241,0.961,0.221,101,0
-0.244,0.959,0.225,101,0
-0.245,0.957,0.225,101,0
-0.242,0.956,0.217,101,0
-0.24,0.958,0.212,101,0
-0.242,0.96,0.217,101,0
-0.244,0.963,0.22,101,0
-0.245,0.966,0.218,101,0
-0.246,0.963,0.217,101,0
-0.244,0.949,0.219,101,0
-0.243,0.933,0.218,101,0
-0.243,0.937,0.216,101,0
-0.244,0.957,0.215,101,0
-0.243,0.973,0.218,101,0
-0.236,0.974,0.232,101,0
-0.226,0.961,0.25,101,0
-0.221,0.948,0.26,101,0
-0.227,0.943,0.263,101,0
-0.237,0.943,0.259,101,0
-0.243,0.942,0.246,101,0
-0.25,0.945,0.234,101,0
-0.255,0.949,0.23,101,0
-0.258,0.956,0.244,101,0
-0.251,0.958,0.26,101,0
-0.238,0.959,0.254,101,0
-0.235,0.968,0.24,101,0
-0.231,0.975,0.229,101,0
-0.23,0.981,0.203,101,0
-0.238,0.987,0.173,101,0
-0.241,0.98,0.162,101,0
-0.242,0.962,0.167,101,0
-0.239,0.95,0.183,101,0
-0.235,0.959,0.199,101,0
-0.236,0.987,0.215,101,0
-0.239,1.01,0.23,101,0
-0.239,1.01,0.245,102,0
-0.231,0.993,0.26,102,0
-0.217,0.959,0.271,102,0
-0.207,0.918,0.271,102,0
-0.209,0.897,0.262,102,0
-0.215,0.904,0.252,102,0
-0.22,0.924,0.243,102,0
-0.224,0.938,0.233,102,0
-0.226,0.945,0.223,102,0
-0.228,0.956,0.218,102,0
-0.228,0.97,0.218,102,0
-0.225,0.971,0.224,102,0
-0.217,0.945,0.237,102,0
-0.205,0.919,0.258,102,0
-0.185,0.911,0.284,102,0
-0.168,0.908,0.309,102,0
-0.172,0.904,0.314,102,0
-0.192,0.915,0.3,102,0
-0.213,0.943,0.286,102,0
-0.229,0.965,0.273,102,0
-0.241,0.974,0.264,102,0
-0.249,0.975,0.26,102,0
-0.25,0.97,0.262,102,0
-0.249,0.966,0.267,102,0
-0.246,0.964,0.277,102,0
-0.239,0.965,0.288,102,0
-0.225,0.961,0.297,102,0
-0.212,0.959,0.301,102,0
-0.207,0.968,0.301,102,0
-0.203,0.972,0.297,102,0
-0.199,0.959,0.293,102,0
-0.196,0.935,0.288,102,0
-0.196,0.917,0.284,102,0
-0.199,0.922,0.279,102,0
-0.206,0.948,0.274,102,0
-0.212,0.974,0.274,102,0
-0.216,0.984,0.275,102,0
-0.213,0.98,0.273,102,0
-0.208,0.964,0.266,102,0
-0.207,0.941,0.253,102,0
-0.21,0.926,0.239,103,0
-0.217,0.928,0.227,103,0
-0.227,0.934,0.223,103,0
-0.235,0.935,0.223,103,0
-0.24,0.938,0.227,103,0
-0.243,0.941,0.234,103,0
-0.247,0.943,0.24,103,0
-0.251,0.949,0.243,103,0
-0.256,0.954,0.241,103,0
-0.263,0.953,0.236,103,0
-0.268,0.946,0.228,103,0
-0.271,0.941,0.218,103,0
-0.271,0.942,0.208,103,0
-0.272,0.947,0.2,103,0
-0.27,0.956,0.193,103,0
-0.26,0.959,0.19,103,0
-0.25,0.946,0.185,103,0
-0.242,0.92,0.175,103,0
-0.238,0.905,0.164,103,0
-0.24,0.927,0.159,103,0
-0.244,0.978,0.163,103,0
-0.246,1.016,0.168,103,0
-0.248,1.014,0.175,103,0
-0.25,0.978,0.187,103,0
-0.249,0.936,0.201,103,0
-0.25,0.92,0.209,103,0
-0.263,0.934,0.207,103,0
-0.284,0.956,0.198,103,0
-0.302,0.972,0.188,103,0
-0.314,0.987,0.176,103,0
-0.317,1,0.169,103,0
-0.309,1.001,0.169,103,0
-0.299,0.989,0.17,103,0
-0.287,0.976,0.168,103,0
-0.277,0.968,0.165,103,0
-0.27,0.963,0.157,103,0
-0.262,0.959,0.149,103,0
-0.258,0.96,0.14,103,0
-0.257,0.965,0.134,103,0
-0.255,0.971,0.132,103,0
-0.253,0.974,0.129,103,0
-0.253,0.973,0.13,103,0
-0.252,0.962,0.137,103,0
-0.25,0.949,0.147,103,0
-0.25,0.947,0.156,103,0
-0.251,0.949,0.158,103,0
-0.266,0.962,0.15,103,0
-0.288,1.005,0.14,103,0
-0.295,1.025,0.143,103,0
-0.285,1.002,0.155,103,0
-0.272,0.984,0.168,104,0
-0.26,0.975,0.182,104,0
-0.252,0.968,0.191,104,0
-0.25,0.961,0.192,104,0
-0.25,0.952,0.191,104,0
-0.251,0.937,0.192,104,0
-0.252,0.917,0.192,104,0
-0.255,0.907,0.187,104,0
-0.263,0.915,0.177,104,0
-0.274,0.936,0.164,104,0
-0.288,0.964,0.151,104,0
-0.297,0.985,0.149,104,0
-0.296,0.989,0.158,104,0
-0.286,0.97,0.177,104,0
-0.269,0.95,0.2,104,0
-0.247,0.937,0.218,104,0
-0.233,0.934,0.226,104,0
-0.232,0.945,0.228,104,0
-0.235,0.957,0.226,104,0
-0.236,0.959,0.222,104,0
-0.236,0.957,0.215,104,0
-0.235,0.956,0.206,104,0
-0.236,0.957,0.198,104,0
-0.241,0.96,0.193,104,0
-0.245,0.96,0.191,104,0
-0.249,0.958,0.191,104,0
-0.257,0.963,0.192,104,0
-0.267,0.972,0.19,104,0
-0.276,0.978,0.187,104,0
-0.282,0.976,0.185,104,0
-0.279,0.966,0.186,104,0
-0.274,0.956,0.188,104,0
-0.269,0.956,0.192,104,0
-0.264,0.962,0.196,104,0
-0.259,0.968,0.201,104,0
-0.253,0.971,0.206,104,0
-0.248,0.971,0.206,104,0
-0.245,0.969,0.202,104,0
-0.243,0.962,0.198,104,0
-0.243,0.949,0.193,104,0
-0.243,0.937,0.188,104,0
-0.246,0.933,0.183,104,0
-0.251,0.938,0.181,104,0
-0.253,0.949,0.185,104,0
-0.255,0.963,0.188,104,0
-0.258,0.975,0.191,104,0
-0.258,0.98,0.194,104,0
-0.257,0.978,0.196,104,0
-0.255,0.969,0.198,104,0
-0.252,0.96,0.199,104,0
-0.251,0.957,0.197,104,0
-0.251,0.957,0.193,104,0
-0.251,0.96,0.19,104,0
-0.251,0.962,0.188,104,0
-0.25,0.962,0.183,104,0
-0.249,0.964,0.179,104,0
-0.25,0.962,0.179,104,0
-0.249,0.956,0.184,104,0
-0.248,0.952,0.192,104,0
-0.248,0.958,0.194,104,0
-0.249,0.968,0.192,104,0
-0.249,0.974,0.189,104,0
-0.247,0.969,0.187,104,0
-0.245,0.964,0.186,104,0
-0.243,0.966,0.184,104,0
-0.241,0.971,0.183,104,0
-0.238,0.972,0.18,104,0
-0.235,0.966,0.174,104,0
-0.232,0.959,0.173,104,0
-0.232,0.96,0.173,104,0
-0.237,0.964,0.177,104,0
-0.239,0.965,0.182,104,0
-0.242,0.967,0.184,104,0
-0.244,0.971,0.185,104,0
-0.245,0.976,0.184,104,0
-0.247,0.979,0.181,104,0
-0.247,0.977,0.182,104,0
-0.247,0.974,0.183,104,0
-0.245,0.973,0.179,104,0
-0.244,0.974,0.174,104,0
-0.242,0.975,0.167,104,0
-0.237,0.971,0.16,104,0
-0.229,0.965,0.155,104,0
-0.225,0.962,0.154,104,0
-0.224,0.963,0.158,104,0
-0.224,0.966,0.165,104,0
-0.229,0.972,0.172,104,0
-0.233,0.978,0.177,104,0
-0.238,0.98,0.175,104,0
-0.241,0.979,0.167,104,0
-0.243,0.976,0.156,104,0
-0.245,0.975,0.144,104,0
-0.241,0.977,0.14,104,0
-0.238,0.977,0.141,104,0
-0.24,0.978,0.143,104,0
-0.24,0.978,0.146,104,0
-0.239,0.978,0.148,104,0
-0.237,0.975,0.152,104,0
-0.235,0.973,0.155,104,0
-0.235,0.973,0.156,104,0
-0.237,0.975,0.157,104,0
-0.238,0.978,0.156,104,0
-0.237,0.98,0.153,104,0
-0.237,0.981,0.147,104,0
-0.233,0.981,0.142,104,0
-0.23,0.978,0.14,104,0
-0.236,0.974,0.137,104,0
-0.241,0.974,0.136,104,0
-0.242,0.977,0.137,104,0
-0.241,0.978,0.141,104,0
-0.239,0.979,0.147,104,0
-0.239,0.979,0.154,104,0
-0.241,0.978,0.158,104,0
-0.241,0.976,0.157,104,0
-0.242,0.975,0.154,104,0
-0.242,0.974,0.153,104,0
-0.242,0.973,0.153,104,0
-0.242,0.972,0.151,104,0
-0.243,0.972,0.15,104,0
-0.244,0.971,0.148,104,0
-0.244,0.969,0.148,104,0
-0.244,0.97,0.148,104,0
-0.243,0.972,0.149,104,0
-0.243,0.973,0.149,104,0
-0.242,0.974,0.147,104,0
-0.241,0.974,0.145,104,0
-0.241,0.973,0.142,104,0
-0.241,0.972,0.142,104,0
-0.24,0.973,0.146,104,0
-0.241,0.976,0.152,104,0
-0.241,0.976,0.156,104,0
-0.24,0.974,0.155,104,0
-0.24,0.973,0.152,104,0
-0.241,0.973,0.151,104,0
-0.243,0.973,0.151,104,0
-0.242,0.972,0.151,104,0
-0.242,0.97,0.151,104,0
-0.243,0.97,0.151,104,0
-0.244,0.972,0.154,104,0
-0.245,0.975,0.157,104,0
-0.246,0.976,0.156,105,0
-0.245,0.974,0.153,105,0
-0.244,0.972,0.15,105,0
-0.244,0.974,0.147,105,0
-0.245,0.976,0.142,105,0
-0.244,0.975,0.137,105,0
-0.244,0.973,0.134,105,0
-0.244,0.973,0.139,105,0
-0.245,0.976,0.148,105,0
-0.246,0.978,0.158,105,0
-0.245,0.977,0.163,105,0
-0.243,0.974,0.162,105,0
-0.243,0.973,0.158,105,0
-0.244,0.973,0.153,105,0
-0.245,0.973,0.148,105,0
-0.246,0.973,0.146,105,0
-0.246,0.973,0.146,105,0
-0.246,0.973,0.147,105,0
-0.246,0.972,0.149,105,0
-0.246,0.97,0.151,105,0
-0.246,0.969,0.154,105,0
-0.245,0.969,0.155,105,0
-0.245,0.972,0.155,105,0
-0.246,0.975,0.154,105,0
-0.245,0.976,0.152,105,0
-0.244,0.974,0.15,105,0
-0.244,0.972,0.147,105,0
-0.245,0.972,0.146,105,0
-0.246,0.972,0.146,105,0
-0.247,0.973,0.148,105,0
-0.247,0.974,0.15,105,0
-0.247,0.974,0.152,105,0
-0.247,0.973,0.151,105,0
-0.246,0.972,0.149,105,0
-0.245,0.972,0.148,105,0
-0.245,0.971,0.15,105,0
-0.244,0.97,0.153,105,0
-0.244,0.971,0.154,105,0
-0.244,0.973,0.154,105,0
-0.245,0.974,0.154,105,0
-0.245,0.973,0.154,105,0
-0.245,0.971,0.153,105,0
-0.246,0.971,0.152,105,0
-0.246,0.971,0.152,105,0
-0.246,0.974,0.152,105,0
-0.246,0.975,0.151,105,0
-0.244,0.972,0.152,105,0
-0.243,0.969,0.151,105,0
-0.242,0.969,0.147,105,0
-0.243,0.971,0.144,105,0
-0.244,0.974,0.144,104,0
-0.245,0.975,0.151,104,0
-0.245,0.975,0.158,104,0
-0.245,0.976,0.16,104,0
-0.245,0.977,0.155,104,0
-0.245,0.977,0.151,104,0
-0.244,0.975,0.152,104,0
-0.244,0.972,0.153,104,0
-0.243,0.969,0.151,104,0
-0.244,0.971,0.149,104,0
-0.245,0.972,0.149,104,0
-0.246,0.972,0.151,104,0
-0.246,0.972,0.154,104,0
-0.245,0.971,0.158,104,0
-0.243,0.965,0.162,104,0
-0.241,0.96,0.161,104,0
-0.242,0.962,0.155,104,0
-0.245,0.969,0.146,104,0
-0.248,0.976,0.142,104,0
-0.248,0.979,0.144,104,0
-0.245,0.974,0.152,104,0
-0.241,0.964,0.164,104,0
-0.241,0.96,0.172,104,0
-0.244,0.967,0.174,104,0
-0.248,0.974,0.17,104,0
-0.25,0.976,0.166,104,0
-0.249,0.972,0.161,104,0
-0.248,0.967,0.154,104,0
-0.248,0.968,0.146,104,0
-0.251,0.969,0.14,104,0
-0.253,0.969,0.141,104,0
-0.254,0.969,0.147,103,0
-0.255,0.968,0.158,103,0
-0.255,0.968,0.165,103,0
-0.255,0.97,0.168,103,0
-0.256,0.973,0.166,103,0
-0.255,0.975,0.161,103,0
-0.252,0.975,0.156,103,0
-0.25,0.974,0.151,102,0
-0.248,0.971,0.148,102,0
-0.247,0.97,0.147,102,0
-0.247,0.971,0.146,102,0
-0.247,0.97,0.147,102,0
-0.248,0.97,0.147,102,0
-0.249,0.971,0.147,102,0
-0.25,0.97,0.148,102,0
-0.25,0.968,0.147,101,0
-0.25,0.968,0.147,101,0
-0.25,0.968,0.148,101,0
-0.25,0.968,0.149,101,0
-0.249,0.968,0.15,101,0
-0.249,0.969,0.149,101,0
-0.249,0.97,0.148,101,0
-0.248,0.969,0.147,101,0
-0.248,0.968,0.147,101,0
-0.248,0.97,0.147,101,0
-0.248,0.971,0.15,101,0
-0.248,0.972,0.15,100,0
-0.248,0.972,0.152,100,0
-0.248,0.973,0.154,100,0
-0.248,0.974,0.155,100,0
-0.247,0.974,0.154,100,0
-0.246,0.972,0.15,100,0
-0.245,0.971,0.144,100,0
-0.245,0.97,0.138,100,0
-0.246,0.969,0.138,100,0
-0.248,0.969,0.141,100,0
-0.25,0.971,0.147,100,0
-0.251,0.973,0.152,100,0
-0.25,0.975,0.152,100,0
-0.248,0.973,0.151,100,0
-0.246,0.97,0.149,100,0
-0.244,0.97,0.147,99,0
-0.244,0.971,0.146,99,0
-0.245,0.972,0.148,99,0
-0.246,0.972,0.151,99,0
-0.247,0.97,0.153,99,0
-0.248,0.97,0.153,99,0
-0.25,0.97,0.153,99,0
-0.251,0.97,0.153,99,0
-0.251,0.968,0.153,99,0
-0.25,0.967,0.152,99,0
-0.25,0.968,0.15,99,0
-0.249,0.97,0.151,99,0
-0.248,0.97,0.154,98,0
-0.248,0.971,0.156,98,0
-0.248,0.972,0.155,98,0
-0.249,0.972,0.153,98,0
-0.249,0.972,0.154,98,0
-0.25,0.972,0.157,98,0
-0.25,0.973,0.165,98,0
-0.249,0.972,0.172,98,0
-0.248,0.968,0.174,98,0
-0.247,0.964,0.171,98,0
-0.246,0.963,0.167,98,0
-0.247,0.966,0.161,98,0
-0.246,0.969,0.156,98,0
-0.245,0.969,0.154,97,0
-0.245,0.968,0.154,97,0
-0.245,0.967,0.155,97,0
-0.245,0.966,0.159,97,0
-0.244,0.966,0.163,97,0
-0.245,0.968,0.161,97,0
-0.248,0.97,0.158,97,0
-0.25,0.968,0.16,97,0
-0.253,0.965,0.167,97,0
-0.256,0.962,0.172,97,0
-0.26,0.962,0.175,97,0
-0.263,0.964,0.177,97,0
-0.264,0.965,0.177,97,0
-0.262,0.963,0.176,97,0
-0.261,0.961,0.172,97,0
-0.259,0.961,0.167,97,0
-0.257,0.962,0.166,97,0
-0.254,0.963,0.168,97,0
-0.252,0.963,0.17,97,0
-0.251,0.964,0.171,97,0
-0.25,0.966,0.171,97,0
-0.25,0.966,0.17,97,0
-0.251,0.965,0.172,97,0
-0.253,0.968,0.172,97,0
-0.256,0.967,0.17,97,0
-0.257,0.964,0.169,97,0
-0.258,0.963,0.167,97,0
-0.259,0.963,0.163,97,0
-0.26,0.963,0.159,97,0
-0.261,0.965,0.155,97,0
-0.261,0.967,0.158,97,0
-0.259,0.964,0.165,97,0
-0.259,0.963,0.166,97,0
-0.258,0.962,0.16,97,0
-0.26,0.96,0.155,97,0
-0.263,0.961,0.155,97,0
-0.264,0.963,0.156,97,0
-0.265,0.961,0.155,97,0
-0.267,0.96,0.153,97,0
-0.27,0.965,0.153,97,0
-0.271,0.97,0.158,97,0
-0.27,0.971,0.165,97,0
-0.265,0.968,0.17,97,0
-0.261,0.966,0.173,97,0
-0.26,0.967,0.17,97,0
-0.26,0.969,0.166,97,0
-0.26,0.968,0.16,97,0
-0.26,0.966,0.155,97,0
-0.261,0.965,0.149,97,0
-0.261,0.968,0.147,97,0
-0.263,0.971,0.147,97,0
-0.263,0.972,0.146,97,0
-0.26,0.969,0.146,97,0
-0.258,0.963,0.148,97,0
-0.257,0.959,0.149,97,0
-0.257,0.96,0.15,97,0
-0.259,0.961,0.149,97,0
-0.263,0.959,0.146,97,0
-0.266,0.96,0.146,97,0
-0.269,0.962,0.148,97,0
-0.268,0.962,0.152,97,0
-0.266,0.961,0.155,97,0
-0.265,0.964,0.157,97,0
-0.268,0.964,0.157,97,0
-0.27,0.965,0.158,97,0
-0.273,0.969,0.157,97,0
-0.274,0.97,0.157,97,0
-0.271,0.967,0.157,97,0
-0.269,0.968,0.157,97,0
-0.266,0.969,0.155,97,0
-0.264,0.972,0.145,97,0
-0.262,0.983,0.132,97,0
-0.257,0.982,0.135,97,0
-0.252,0.957,0.157,97,0
-0.252,0.939,0.177,97,0
-0.261,0.953,0.181,98,0
-0.268,0.973,0.167,98,0
-0.268,0.977,0.148,98,0
-0.262,0.966,0.138,98,0
-0.253,0.956,0.139,98,0
-0.248,0.955,0.143,98,0
-0.247,0.957,0.149,98,0
-0.249,0.963,0.154,98,0
-0.25,0.968,0.154,98,0
-0.25,0.968,0.153,98,0
-0.249,0.967,0.155,98,0
-0.249,0.968,0.156,98,0
-0.25,0.968,0.16,98,0
-0.249,0.964,0.169,98,0
-0.248,0.966,0.175,98,0
-0.248,0.972,0.17,98,0
-0.248,0.976,0.159,98,0
-0.247,0.974,0.151,98,0
-0.244,0.968,0.146,98,0
-0.244,0.965,0.145,98,0
-0.246,0.968,0.15,98,0
-0.248,0.968,0.158,98,0
-0.248,0.962,0.167,98,0
-0.249,0.956,0.17,98,0
-0.251,0.958,0.168,98,0
-0.256,0.964,0.165,98,0
-0.259,0.969,0.166,98,0
-0.261,0.973,0.169,98,0
-0.262,0.974,0.17,98,0
-0.261,0.973,0.17,98,0
-0.259,0.971,0.168,98,0
-0.255,0.97,0.168,98,0
-0.251,0.972,0.166,98,0
-0.248,0.976,0.161,98,0
-0.246,0.979,0.155,98,0
-0.244,0.977,0.146,98,0
-0.243,0.97,0.139,98,0
-0.244,0.968,0.14,98,0
-0.247,0.97,0.146,98,0
-0.25,0.973,0.154,98,0
-0.253,0.974,0.161,98,0
-0.254,0.974,0.169,98,0
-0.251,0.969,0.175,98,0
-0.248,0.962,0.173,98,0
-0.247,0.958,0.163,98,0
-0.248,0.956,0.15,98,0
-0.249,0.954,0.141,98,0
-0.251,0.96,0.138,98,0
-0.252,0.971,0.14,98,0
-0.252,0.978,0.147,98,0
-0.251,0.979,0.158,98,0
-0.25,0.977,0.17,98,0
-0.25,0.974,0.177,98,0
-0.25,0.972,0.179,98,0
-0.251,0.971,0.174,98,0
-0.252,0.968,0.164,98,0
-0.251,0.966,0.156,98,0
-0.249,0.965,0.151,98,0
-0.248,0.966,0.146,98,0
-0.247,0.967,0.141,98,0
-0.246,0.967,0.137,98,0
-0.245,0.966,0.135,98,0
-0.247,0.965,0.134,98,0
-0.251,0.967,0.134,98,0
-0.257,0.971,0.136,98,0
-0.26,0.968,0.146,98,0
-0.258,0.966,0.159,98,0
-0.255,0.969,0.166,98,0
-0.252,0.975,0.167,98,0
-0.251,0.979,0.161,98,0
-0.249,0.979,0.155,98,0
-0.246,0.974,0.153,98,0
-0.244,0.969,0.152,98,0
-0.244,0.969,0.148,98,0
-0.246,0.973,0.142,98,0
-0.247,0.973,0.138,98,0
-0.248,0.97,0.136,98,0
-0.249,0.968,0.138,98,0
-0.25,0.969,0.14,98,0
-0.252,0.971,0.143,98,0
-0.252,0.971,0.146,98,0
-0.252,0.97,0.149,98,0
-0.252,0.971,0.15,98,0
-0.253,0.973,0.148,98,0
-0.252,0.974,0.146,98,0
-0.251,0.974,0.146,98,0
-0.25,0.973,0.146,98,0
-0.248,0.973,0.145,98,0
-0.248,0.972,0.143,98,0
-0.248,0.972,0.143,98,0
-0.248,0.971,0.143,98,0
-0.248,0.969,0.143,98,0
-0.249,0.969,0.145,98,0
-0.25,0.97,0.145,98,0
-0.25,0.969,0.146,98,0
-0.251,0.968,0.147,98,0
-0.252,0.968,0.15,98,0
-0.254,0.969,0.152,98,0
-0.255,0.97,0.154,98,0
-0.253,0.97,0.156,98,0
-0.251,0.97,0.157,99,0
-0.249,0.971,0.155,99,0
-0.248,0.971,0.152,99,0
-0.248,0.971,0.149,99,0
-0.248,0.971,0.146,99,0
-0.249,0.97,0.145,99,0
-0.25,0.968,0.144,99,0
-0.251,0.967,0.145,99,0
-0.252,0.968,0.145,99,0
-0.254,0.97,0.145,99,0
-0.254,0.969,0.148,99,0
-0.253,0.968,0.151,99,0
-0.253,0.97,0.154,99,0
-0.254,0.972,0.154,99,0
-0.254,0.973,0.153,99,0
-0.252,0.971,0.153,99,0
-0.252,0.97,0.154,99,0
-0.251,0.97,0.153,99,0
-0.252,0.97,0.152,99,0
-0.252,0.97,0.15,99,0
-0.252,0.968,0.15,99,0
-0.253,0.967,0.149,99,0
-0.255,0.968,0.148,99,0
-0.255,0.969,0.148,99,0
-0.254,0.969,0.15,99,0
-0.253,0.969,0.15,99,0
-0.253,0.969,0.15,99,0
-0.252,0.968,0.151,99,0
-0.251,0.967,0.149,99,0
-0.251,0.967,0.147,99,0
-0.253,0.969,0.144,99,0
-0.254,0.97,0.142,99,0
-0.253,0.97,0.144,99,0
-0.252,0.969,0.147,99,0
-0.251,0.969,0.15,99,0
-0.252,0.969,0.153,99,0
-0.253,0.969,0.153,99,0
-0.253,0.968,0.151,99,0
-0.254,0.968,0.148,99,0
-0.255,0.967,0.146,99,0
-0.255,0.967,0.144,99,0
-0.255,0.968,0.143,99,0
-0.254,0.968,0.144,99,0
-0.253,0.968,0.144,99,0
-0.253,0.968,0.145,99,0
-0.254,0.969,0.147,99,0
-0.254,0.969,0.148,99,0
-0.255,0.969,0.149,99,0
-0.255,0.971,0.149,99,0
-0.255,0.972,0.148,99,0
-0.253,0.971,0.148,99,0
-0.252,0.97,0.147,99,0
-0.252,0.969,0.145,100,0
-0.252,0.969,0.143,100,0
-0.253,0.969,0.141,100,0
-0.254,0.968,0.14,100,0
-0.256,0.967,0.14,100,0
-0.257,0.967,0.142,100,0
-0.258,0.966,0.143,100,0
-0.258,0.966,0.144,101,0
-0.258,0.967,0.146,101,0
-0.256,0.968,0.147,101,0
-0.255,0.97,0.148,101,0
-0.255,0.971,0.149,101,0
-0.253,0.971,0.148,101,0
-0.252,0.97,0.148,101,0
-0.254,0.972,0.146,101,0
-0.255,0.973,0.145,101,0
-0.254,0.97,0.144,101,0
-0.255,0.967,0.144,101,0
-0.256,0.967,0.144,100,0
-0.259,0.969,0.142,100,0
-0.263,0.97,0.14,100,0
-0.265,0.969,0.14,100,0
-0.263,0.967,0.144,100,0
-0.262,0.966,0.148,100,0
-0.261,0.968,0.15,100,0
-0.26,0.969,0.15,100,0
-0.257,0.967,0.152,100,0
-0.255,0.965,0.153,100,0
-0.253,0.966,0.152,100,0
-0.253,0.966,0.149,99,0
-0.254,0.965,0.146,99,0
-0.254,0.963,0.144,99,0
-0.297,-0.953,0.199,60,1
-0.297,-0.934,0.197,60,1
-0.294,-0.91,0.183,60,1
-0.275,-0.933,0.143,60,1
-0.255,-1.055,0.089,60,1
-0.249,-1.176,0.02,60,1
