Acceleration X (g),Acceleration Y (g),Acceleration Z (g),Heart Rate (bpm),Activity
-0.245,-0.958,-0.097,127,0
-0.246,-0.958,-0.102,127,0
-0.247,-0.962,-0.104,127,0
-0.242,-0.966,-0.103,127,0
-0.237,-0.967,-0.102,127,0
-0.237,-0.963,-0.104,127,0
-0.241,-0.961,-0.106,126,0
-0.244,-0.962,-0.106,126,0
-0.245,-0.963,-0.105,126,0
-0.244,-0.964,-0.105,126,0
-0.244,-0.963,-0.105,126,0
-0.245,-0.961,-0.104,126,0
-0.249,-0.96,-0.105,126,0
-0.251,-0.958,-0.107,126,0
-0.251,-0.96,-0.109,126,0
-0.25,-0.967,-0.107,126,0
-0.25,-0.975,-0.101,126,0
-0.25,-0.981,-0.094,126,0
-0.248,-0.983,-0.092,126,0
-0.236,-0.981,-0.094,126,0
-0.2,-0.968,-0.107,126,0
-0.15,-0.938,-0.125,126,0
-0.126,-0.917,-0.132,126,0
-0.141,-0.923,-0.124,126,0
-0.185,-0.941,-0.113,126,0
-0.242,-0.958,-0.109,126,0
-0.284,-0.969,-0.112,126,0
-0.304,-0.974,-0.112,126,0
-0.306,-0.973,-0.117,126,0
-0.289,-0.972,-0.126,126,0
-0.26,-0.974,-0.133,126,0
-0.225,-0.978,-0.139,126,0
-0.201,-0.978,-0.139,126,0
-0.203,-0.969,-0.136,126,0
-0.218,-0.967,-0.136,126,0
-0.225,-0.97,-0.141,126,0
-0.214,-0.967,-0.151,126,0
-0.191,-0.968,-0.162,126,0
-0.175,-0.974,-0.168,126,0
-0.171,-0.975,-0.166,126,0
-0.178,-0.973,-0.157,126,0
-0.197,-0.964,-0.15,126,0
-0.219,-0.95,-0.151,126,0
-0.238,-0.949,-0.146,126,0
-0.252,-0.958,-0.137,126,0
-0.252,-0.969,-0.136,126,0
-0.241,-0.969,-0.142,125,0
-0.225,-0.969,-0.148,125,0
-0.209,-0.973,-0.153,125,0
-0.21,-0.972,-0.151,125,0
-0.231,-0.967,-0.147,125,0
-0.256,-0.959,-0.151,125,0
-0.266,-0.95,-0.16,125,0
-0.262,-0.95,-0.164,125,0
-0.256,-0.953,-0.159,125,0
-0.248,-0.954,-0.158,125,0
-0.237,-0.956,-0.172,125,0
-0.222,-0.958,-0.188,125,0
-0.209,-0.969,-0.183,125,0
-0.207,-0.975,-0.163,125,0
-0.209,-0.968,-0.156,125,0
-0.206,-0.963,-0.166,125,0
-0.201,-0.977,-0.172,125,0
-0.199,-0.991,-0.166,125,0
-0.199,-0.984,-0.159,125,0
-0.192,-0.967,-0.168,125,0
-0.173,-0.969,-0.191,125,0
-0.138,-0.992,-0.196,125,0
-0.1,-1.018,-0.18,125,0
-0.095,-1.025,-0.18,125,0
-0.109,-1.01,-0.201,125,0
-0.112,-0.981,-0.21,125,0
-0.102,-0.962,-0.211,125,0
-0.089,-0.958,-0.205,125,0
-0.092,-0.941,-0.185,125,0
-0.108,-0.926,-0.184,125,0
-0.12,-0.942,-0.198,125,0
-0.079,-0.988,-0.192,125,0
-0.018,-1.074,-0.155,125,0
-0.005,-1.121,-0.117,125,0
-0.023,-1.067,-0.109,125,0
-0.046,-0.97,-0.112,125,0
-0.046,-0.918,-0.107,125,0
-0.01,-0.941,-0.078,125,0
0.035,-0.977,-0.049,125,0
0.056,-0.98,-0.057,125,0
0.06,-0.959,-0.072,125,0
0.07,-0.944,-0.069,125,0
0.058,-0.95,-0.049,125,0
0.001,-0.96,-0.027,125,0
-0.063,-0.966,-0.011,125,0
-0.114,-0.96,0,125,0
-0.136,-0.955,0,125,0
-0.136,-0.966,-0.003,125,0
-0.122,-0.985,-0.009,125,0
-0.082,-0.992,-0.011,125,0
-0.037,-0.986,0.003,124,0
-0.038,-0.985,0.019,124,0
-0.092,-0.994,0.008,124,0
-0.129,-0.999,-0.011,124,0
-0.119,-0.997,-0.011,124,0
-0.103,-0.995,-0.005,124,0
-0.092,-0.986,-0.01,124,0
-0.078,-0.977,-0.017,124,0
-0.079,-0.986,-0.026,124,0
-0.1,-0.995,-0.031,124,0
-0.129,-0.974,-0.041,124,0
-0.163,-0.947,-0.054,124,0
-0.196,-0.947,-0.046,124,0
-0.214,-0.965,-0.031,124,0
-0.219,-0.977,-0.036,124,0
-0.22,-0.984,-0.053,124,0
-0.218,-0.993,-0.065,124,0
-0.204,-0.998,-0.065,124,0
-0.195,-0.995,-0.066,124,0
-0.18,-0.993,-0.082,124,0
-0.155,-1.004,-0.106,124,0
-0.138,-1.017,-0.105,124,0
-0.129,-1.009,-0.076,124,0
-0.128,-0.985,-0.059,124,0
-0.146,-0.968,-0.054,124,0
-0.174,-0.968,-0.06,124,0
-0.178,-0.975,-0.083,124,0
-0.181,-0.978,-0.091,124,0
-0.171,-0.982,-0.074,124,0
-0.121,-0.976,-0.048,124,0
-0.086,-0.965,-0.017,124,0
-0.109,-0.97,0.002,124,0
-0.172,-0.976,0.005,124,0
-0.225,-0.979,0.005,124,0
-0.246,-0.982,0.001,124,0
-0.236,-0.982,0,124,0
-0.216,-0.979,0.001,124,0
-0.213,-0.981,-0.004,124,0
-0.229,-0.98,-0.012,124,0
-0.239,-0.97,-0.019,124,0
-0.234,-0.961,-0.018,123,0
-0.228,-0.952,-0.007,123,0
-0.226,-0.95,-0.01,123,0
-0.227,-0.966,-0.032,123,0
-0.229,-0.983,-0.049,123,0
-0.228,-0.985,-0.047,123,0
-0.225,-0.98,-0.034,123,0
-0.225,-0.975,-0.025,123,0
-0.215,-0.976,-0.029,123,0
-0.191,-0.98,-0.038,123,0
-0.184,-0.992,-0.04,123,0
-0.201,-0.995,-0.035,123,0
-0.219,-0.979,-0.031,123,0
-0.221,-0.963,-0.04,123,0
-0.21,-0.964,-0.045,123,0
-0.204,-0.978,-0.03,123,0
-0.204,-0.987,-0.025,123,0
-0.205,-0.98,-0.039,123,0
-0.205,-0.967,-0.053,123,0
-0.202,-0.967,-0.054,123,0
-0.201,-0.982,-0.044,123,0
-0.203,-0.992,-0.04,123,0
-0.198,-0.986,-0.042,123,0
-0.19,-0.974,-0.044,123,0
-0.19,-0.971,-0.041,123,0
-0.192,-0.977,-0.038,123,0
-0.193,-0.978,-0.038,123,0
-0.194,-0.974,-0.035,123,0
-0.195,-0.974,-0.033,123,0
-0.19,-0.977,-0.039,123,0
-0.179,-0.977,-0.043,123,0
-0.169,-0.979,-0.041,123,0
-0.169,-0.983,-0.035,123,0
-0.177,-0.984,-0.033,123,0
-0.183,-0.983,-0.04,123,0
-0.185,-0.98,-0.048,123,0
-0.18,-0.981,-0.054,123,0
-0.172,-0.984,-0.055,123,0
-0.164,-0.985,-0.053,123,0
-0.169,-0.984,-0.056,123,0
-0.181,-0.982,-0.067,123,0
-0.179,-0.98,-0.075,123,0
-0.166,-0.981,-0.076,123,0
-0.151,-0.983,-0.079,123,0
-0.137,-0.984,-0.086,123,0
-0.121,-0.986,-0.094,123,0
-0.112,-0.981,-0.098,123,0
-0.118,-0.979,-0.09,123,0
-0.138,-0.976,-0.075,123,0
-0.169,-0.977,-0.069,123,0
-0.2,-0.988,-0.069,122,0
-0.216,-0.989,-0.072,122,0
-0.194,-0.976,-0.08,122,0
-0.155,-0.972,-0.088,122,0
-0.141,-0.976,-0.092,122,0
-0.15,-0.98,-0.09,122,0
-0.165,-0.983,-0.085,122,0
-0.177,-0.981,-0.077,122,0
-0.188,-0.971,-0.071,122,0
-0.202,-0.959,-0.073,122,0
-0.216,-0.961,-0.073,122,0
-0.23,-0.973,-0.065,122,0
-0.239,-0.981,-0.058,122,0
-0.235,-0.982,-0.06,122,0
-0.22,-0.976,-0.062,122,0
-0.201,-0.969,-0.062,122,0
-0.179,-0.968,-0.061,122,0
-0.174,-0.97,-0.06,122,0
-0.19,-0.972,-0.063,122,0
-0.218,-0.971,-0.061,122,0
-0.253,-0.968,-0.051,122,0
-0.28,-0.967,-0.047,122,0
-0.292,-0.973,-0.055,122,0
-0.287,-0.976,-0.069,122,0
-0.268,-0.971,-0.077,122,0
-0.248,-0.965,-0.082,122,0
-0.235,-0.969,-0.083,122,0
-0.228,-0.979,-0.069,122,0
-0.212,-0.978,-0.057,122,0
-0.169,-0.962,-0.072,122,0
-0.136,-0.957,-0.088,122,0
-0.159,-0.969,-0.073,122,0
-0.209,-0.979,-0.057,122,0
-0.245,-0.982,-0.063,122,0
-0.264,-0.977,-0.077,122,0
-0.255,-0.969,-0.084,122,0
-0.218,-0.971,-0.077,122,0
-0.178,-0.978,-0.067,122,0
-0.157,-0.982,-0.069,122,0
-0.159,-0.982,-0.078,122,0
-0.174,-0.98,-0.077,121,0
-0.187,-0.981,-0.066,121,0
-0.189,-0.984,-0.061,121,0
-0.184,-0.986,-0.065,121,0
-0.174,-0.985,-0.069,121,0
-0.158,-0.983,-0.068,121,0
-0.141,-0.983,-0.068,121,0
-0.134,-0.982,-0.07,121,0
-0.135,-0.98,-0.069,121,0
-0.145,-0.98,-0.065,121,0
-0.16,-0.983,-0.063,121,0
-0.169,-0.985,-0.063,121,0
-0.17,-0.984,-0.063,121,0
-0.164,-0.982,-0.064,121,0
-0.156,-0.979,-0.066,121,0
-0.15,-0.981,-0.067,121,0
-0.151,-0.984,-0.066,121,0
-0.157,-0.986,-0.064,121,0
-0.16,-0.986,-0.066,121,0
-0.153,-0.982,-0.067,121,0
-0.143,-0.978,-0.066,121,0
-0.14,-0.978,-0.068,121,0
-0.146,-0.98,-0.072,121,0
-0.151,-0.981,-0.074,121,0
-0.146,-0.984,-0.072,121,0
-0.142,-0.985,-0.068,121,0
-0.144,-0.984,-0.066,121,0
-0.147,-0.983,-0.066,121,0
-0.144,-0.984,-0.069,121,0
-0.137,-0.984,-0.07,121,0
-0.132,-0.983,-0.069,121,0
-0.13,-0.984,-0.068,121,0
-0.133,-0.986,-0.066,121,0
-0.135,-0.988,-0.063,121,0
-0.131,-0.987,-0.061,121,0
-0.125,-0.986,-0.059,121,0
-0.124,-0.986,-0.056,121,0
-0.126,-0.986,-0.055,121,0
-0.127,-0.987,-0.056,121,0
-0.126,-0.986,-0.06,121,0
-0.125,-0.985,-0.061,121,0
-0.127,-0.985,-0.06,121,0
-0.131,-0.985,-0.059,121,0
-0.134,-0.986,-0.064,121,0
-0.138,-0.983,-0.066,121,0
-0.15,-0.981,-0.06,121,0
-0.157,-0.981,-0.052,121,0
-0.153,-0.981,-0.052,121,0
-0.143,-0.98,-0.056,121,0
-0.135,-0.98,-0.062,121,0
-0.131,-0.983,-0.064,122,0
-0.135,-0.986,-0.06,122,0
-0.146,-0.986,-0.056,122,0
-0.164,-0.984,-0.057,122,0
-0.175,-0.983,-0.06,122,0
-0.167,-0.982,-0.064,122,0
-0.146,-0.982,-0.067,122,0
-0.131,-0.984,-0.069,122,0
-0.128,-0.986,-0.067,122,0
-0.134,-0.987,-0.062,122,0
-0.14,-0.989,-0.057,122,0
-0.136,-0.987,-0.057,122,0
-0.13,-0.985,-0.058,122,0
-0.129,-0.985,-0.059,122,0
-0.133,-0.985,-0.059,122,0
-0.137,-0.986,-0.057,122,0
-0.14,-0.986,-0.054,122,0
-0.141,-0.985,-0.054,122,0
-0.14,-0.985,-0.058,122,0
-0.138,-0.986,-0.064,122,0
-0.137,-0.985,-0.063,122,0
-0.145,-0.979,-0.054,122,0
-0.16,-0.976,-0.049,122,0
-0.172,-0.978,-0.052,122,0
-0.169,-0.983,-0.058,122,0
-0.155,-0.985,-0.058,122,0
-0.141,-0.982,-0.056,122,0
-0.14,-0.979,-0.056,122,0
-0.15,-0.98,-0.058,122,0
-0.154,-0.979,-0.062,122,0
-0.146,-0.973,-0.067,122,0
-0.136,-0.974,-0.069,122,0
-0.131,-0.985,-0.065,122,0
-0.141,-0.99,-0.06,122,0
-0.161,-0.987,-0.058,122,0
-0.178,-0.987,-0.062,122,0
-0.189,-0.987,-0.063,122,0
-0.189,-0.986,-0.06,122,0
-0.179,-0.982,-0.061,122,0
-0.167,-0.98,-0.069,122,0
-0.162,-0.98,-0.074,123,0
-0.16,-0.98,-0.072,123,0
-0.161,-0.981,-0.066,123,0
-0.166,-0.98,-0.064,123,0
-0.168,-0.979,-0.067,123,0
-0.164,-0.981,-0.068,123,0
-0.163,-0.983,-0.064,123,0
-0.174,-0.986,-0.059,123,0
-0.187,-0.988,-0.051,123,0
-0.184,-0.99,-0.052,123,0
-0.162,-0.987,-0.062,123,0
-0.14,-0.977,-0.07,123,0
-0.129,-0.972,-0.072,123,0
-0.131,-0.975,-0.066,123,0
-0.146,-0.979,-0.062,123,0
-0.161,-0.982,-0.064,123,0
-0.165,-0.982,-0.064,123,0
-0.162,-0.98,-0.058,123,0
-0.166,-0.982,-0.054,123,0
-0.177,-0.982,-0.055,123,0
-0.188,-0.983,-0.057,123,0
-0.195,-0.982,-0.054,123,0
-0.187,-0.981,-0.052,123,0
-0.167,-0.981,-0.059,123,0
-0.152,-0.981,-0.067,123,0
-0.147,-0.98,-0.066,123,0
-0.152,-0.981,-0.06,123,0
-0.165,-0.981,-0.056,123,0
-0.176,-0.98,-0.057,123,0
-0.176,-0.982,-0.062,123,0
-0.167,-0.985,-0.069,123,0
-0.152,-0.986,-0.071,123,0
-0.141,-0.984,-0.068,123,0
-0.142,-0.983,-0.067,123,0
-0.149,-0.981,-0.067,123,0
-0.151,-0.98,-0.066,123,0
-0.144,-0.984,-0.066,123,0
-0.141,-0.989,-0.066,123,0
-0.15,-0.988,-0.065,123,0
-0.159,-0.985,-0.066,123,0
-0.161,-0.984,-0.066,123,0
-0.159,-0.983,-0.065,123,0
-0.159,-0.982,-0.062,123,0
-0.157,-0.982,-0.062,123,0
-0.156,-0.983,-0.062,123,0
-0.157,-0.983,-0.062,123,0
-0.157,-0.981,-0.062,123,0
-0.154,-0.979,-0.06,123,0
-0.155,-0.979,-0.06,123,0
-0.157,-0.979,-0.062,123,0
-0.158,-0.981,-0.061,122,0
-0.159,-0.982,-0.057,122,0
-0.161,-0.981,-0.056,122,0
-0.164,-0.981,-0.058,122,0
-0.166,-0.982,-0.06,122,0
-0.166,-0.984,-0.058,122,0
-0.164,-0.986,-0.056,122,0
-0.165,-0.985,-0.054,122,0
-0.166,-0.98,-0.053,122,0
-0.166,-0.979,-0.056,122,0
-0.163,-0.983,-0.057,122,0
-0.16,-0.984,-0.055,122,0
-0.16,-0.983,-0.053,122,0
-0.167,-0.982,-0.053,122,0
-0.167,-0.982,-0.055,122,0
-0.156,-0.982,-0.057,122,0
-0.148,-0.982,-0.054,122,0
-0.152,-0.982,-0.051,122,0
-0.165,-0.982,-0.052,122,0
-0.171,-0.984,-0.053,122,0
-0.167,-0.984,-0.051,122,0
-0.16,-0.982,-0.049,122,0
-0.156,-0.98,-0.051,122,0
-0.152,-0.981,-0.053,122,0
-0.155,-0.983,-0.053,122,0
-0.163,-0.984,-0.049,122,0
-0.173,-0.984,-0.045,122,0
-0.178,-0.982,-0.044,122,0
-0.18,-0.98,-0.047,122,0
-0.18,-0.981,-0.05,122,0
-0.18,-0.983,-0.048,123,0
-0.182,-0.983,-0.043,123,0
-0.186,-0.981,-0.043,123,0
-0.188,-0.98,-0.046,123,0
-0.184,-0.981,-0.05,123,0
-0.181,-0.984,-0.053,123,0
-0.175,-0.985,-0.051,123,0
-0.163,-0.98,-0.043,123,0
-0.156,-0.973,-0.039,123,0
-0.162,-0.972,-0.042,123,0
-0.174,-0.977,-0.045,123,0
-0.182,-0.981,-0.044,123,0
-0.185,-0.983,-0.042,123,0
-0.183,-0.983,-0.044,123,0
-0.181,-0.982,-0.044,123,0
-0.178,-0.98,-0.046,123,0
-0.176,-0.98,-0.05,123,0
-0.175,-0.982,-0.051,123,0
-0.174,-0.983,-0.049,123,0
-0.171,-0.982,-0.049,123,0
-0.172,-0.981,-0.048,123,0
-0.174,-0.981,-0.046,123,0
-0.173,-0.984,-0.049,123,0
-0.171,-0.99,-0.05,123,0
-0.18,-0.985,-0.046,123,0
-0.187,-0.969,-0.051,123,0
-0.184,-0.965,-0.057,123,0
-0.179,-0.971,-0.053,123,0
-0.177,-0.976,-0.046,123,0
-0.178,-0.981,-0.045,123,0
-0.182,-0.984,-0.049,123,0
-0.181,-0.984,-0.05,123,0
-0.177,-0.983,-0.049,123,0
-0.179,-0.983,-0.05,123,0
-0.185,-0.984,-0.05,123,0
-0.186,-0.983,-0.05,123,0
-0.18,-0.982,-0.051,123,0
-0.177,-0.982,-0.052,123,0
-0.179,-0.982,-0.052,123,0
-0.181,-0.983,-0.053,123,0
-0.182,-0.982,-0.054,123,0
-0.181,-0.98,-0.052,123,0
-0.184,-0.98,-0.05,123,0
-0.186,-0.981,-0.051,123,0
-0.185,-0.982,-0.051,123,0
-0.184,-0.982,-0.049,123,0
-0.183,-0.98,-0.05,123,0
-0.182,-0.98,-0.051,123,0
-0.183,-0.981,-0.049,123,0
-0.185,-0.983,-0.05,123,0
-0.176,-0.983,-0.054,124,0
-0.16,-0.983,-0.054,124,0
-0.16,-0.982,-0.048,124,0
-0.177,-0.981,-0.047,124,0
-0.191,-0.982,-0.048,124,0
-0.191,-0.982,-0.051,124,0
-0.178,-0.98,-0.055,124,0
-0.165,-0.979,-0.063,124,0
-0.154,-0.979,-0.071,124,0
-0.154,-0.979,-0.069,124,0
-0.169,-0.981,-0.065,124,0
-0.177,-0.981,-0.064,124,0
-0.171,-0.98,-0.064,124,0
-0.166,-0.981,-0.063,124,0
-0.164,-0.985,-0.065,124,0
-0.163,-0.99,-0.064,124,0
-0.172,-0.99,-0.057,124,0
-0.183,-0.983,-0.057,124,0
-0.172,-0.976,-0.068,124,0
-0.149,-0.977,-0.071,124,0
-0.135,-0.98,-0.062,124,0
-0.146,-0.982,-0.056,124,0
-0.175,-0.982,-0.058,124,0
-0.19,-0.983,-0.063,124,0
-0.178,-0.982,-0.065,124,0
-0.156,-0.981,-0.068,124,0
-0.147,-0.979,-0.072,124,0
-0.154,-0.979,-0.075,124,0
-0.162,-0.98,-0.074,124,0
-0.164,-0.981,-0.071,124,0
-0.159,-0.982,-0.07,124,0
-0.154,-0.981,-0.069,124,0
-0.157,-0.981,-0.069,124,0
-0.169,-0.983,-0.065,124,0
-0.176,-0.985,-0.057,124,0
-0.175,-0.985,-0.051,124,0
-0.18,-0.985,-0.054,124,0
-0.188,-0.98,-0.07,124,0
-0.18,-0.977,-0.08,124,0
-0.16,-0.98,-0.077,124,0
-0.145,-0.984,-0.07,124,0
-0.144,-0.985,-0.071,124,0
-0.156,-0.983,-0.077,124,0
-0.163,-0.981,-0.076,124,0
-0.158,-0.982,-0.066,124,0
-0.154,-0.984,-0.061,124,0
-0.153,-0.984,-0.064,124,0
-0.157,-0.984,-0.067,124,0
-0.164,-0.983,-0.063,124,0
-0.171,-0.981,-0.062,124,0
-0.177,-0.979,-0.068,125,0
-0.176,-0.979,-0.071,125,0
-0.167,-0.979,-0.068,125,0
-0.159,-0.979,-0.067,125,0
-0.157,-0.98,-0.07,125,0
-0.161,-0.983,-0.068,125,0
-0.165,-0.984,-0.062,125,0
-0.166,-0.983,-0.06,125,0
-0.165,-0.982,-0.064,125,0
-0.166,-0.982,-0.066,125,0
-0.166,-0.981,-0.066,125,0
-0.167,-0.981,-0.068,125,0
-0.166,-0.98,-0.071,125,0
-0.166,-0.98,-0.068,125,0
-0.174,-0.982,-0.062,125,0
-0.182,-0.983,-0.062,125,0
-0.178,-0.981,-0.064,125,0
-0.17,-0.982,-0.064,125,0
-0.169,-0.983,-0.064,125,0
-0.171,-0.983,-0.067,125,0
-0.171,-0.982,-0.068,125,0
-0.167,-0.982,-0.066,125,0
-0.165,-0.983,-0.066,125,0
-0.165,-0.985,-0.066,125,0
-0.164,-0.984,-0.066,125,0
-0.161,-0.984,-0.066,125,0
-0.157,-0.983,-0.068,125,0
-0.154,-0.98,-0.069,125,0
-0.154,-0.979,-0.067,125,0
-0.156,-0.981,-0.065,125,0
-0.156,-0.983,-0.065,125,0
-0.156,-0.985,-0.063,125,0
-0.158,-0.983,-0.063,125,0
-0.16,-0.98,-0.065,125,0
-0.164,-0.981,-0.065,125,0
-0.169,-0.982,-0.063,125,0
-0.169,-0.983,-0.06,125,0
-0.166,-0.983,-0.06,125,0
-0.164,-0.983,-0.06,125,0
-0.161,-0.983,-0.061,125,0
-0.154,-0.986,-0.063,125,0
-0.144,-0.989,-0.067,125,0
-0.139,-0.986,-0.063,125,0
-0.149,-0.976,-0.056,125,0
-0.164,-0.97,-0.056,125,0
-0.174,-0.971,-0.059,125,0
-0.175,-0.976,-0.058,125,0
-0.162,-0.98,-0.057,125,0
-0.148,-0.983,-0.057,125,0
-0.146,-0.983,-0.056,125,0
-0.152,-0.985,-0.058,125,0
-0.152,-0.988,-0.057,125,0
-0.154,-0.984,-0.052,125,0
-0.169,-0.977,-0.051,125,0
-0.177,-0.976,-0.057,125,0
-0.163,-0.979,-0.062,125,0
-0.145,-0.983,-0.058,125,0
-0.145,-0.984,-0.053,125,0
-0.162,-0.983,-0.052,125,0
-0.175,-0.981,-0.052,125,0
-0.173,-0.982,-0.051,125,0
-0.165,-0.984,-0.05,125,0
-0.157,-0.984,-0.054,125,0
-0.152,-0.983,-0.059,125,0
-0.152,-0.982,-0.057,125,0
-0.156,-0.982,-0.053,125,0
-0.161,-0.983,-0.052,125,0
-0.165,-0.983,-0.052,125,0
-0.167,-0.984,-0.051,125,0
-0.168,-0.984,-0.053,125,0
-0.169,-0.981,-0.052,124,0
-0.172,-0.98,-0.052,124,0
-0.174,-0.981,-0.053,124,0
-0.172,-0.982,-0.054,124,0
-0.171,-0.983,-0.053,124,0
-0.169,-0.984,-0.052,124,0
-0.169,-0.984,-0.051,124,0
-0.171,-0.984,-0.052,124,0
-0.17,-0.983,-0.053,124,0
-0.163,-0.983,-0.053,124,0
-0.157,-0.985,-0.052,124,0
-0.162,-0.984,-0.051,124,0
-0.167,-0.979,-0.054,124,0
-0.158,-0.977,-0.059,124,0
-0.144,-0.979,-0.063,124,0
-0.135,-0.981,-0.063,124,0
-0.141,-0.982,-0.061,124,0
-0.154,-0.981,-0.059,124,0
-0.162,-0.979,-0.06,124,0
-0.169,-0.982,-0.059,124,0
-0.18,-0.987,-0.053,124,0
-0.184,-0.988,-0.051,124,0
-0.177,-0.985,-0.058,124,0
-0.162,-0.983,-0.066,124,0
-0.147,-0.984,-0.068,124,0
-0.142,-0.982,-0.067,124,0
-0.15,-0.979,-0.068,124,0
-0.163,-0.981,-0.069,124,0
-0.171,-0.985,-0.065,124,0
-0.172,-0.984,-0.06,124,0
-0.166,-0.98,-0.063,124,0
-0.159,-0.979,-0.07,124,0
-0.158,-0.981,-0.068,124,0
-0.166,-0.983,-0.061,124,0
-0.174,-0.982,-0.061,124,0
-0.178,-0.982,-0.065,124,0
-0.179,-0.983,-0.063,124,0
-0.175,-0.983,-0.06,124,0
-0.17,-0.981,-0.062,124,0
-0.166,-0.98,-0.066,124,0
-0.163,-0.98,-0.066,124,0
-0.157,-0.982,-0.064,124,0
-0.153,-0.985,-0.065,124,0
-0.156,-0.986,-0.063,124,0
-0.164,-0.985,-0.059,124,0
-0.168,-0.983,-0.06,124,0
-0.165,-0.982,-0.063,124,0
-0.157,-0.983,-0.063,124,0
-0.155,-0.986,-0.062,124,0
-0.161,-0.984,-0.061,124,0
-0.165,-0.981,-0.063,124,0
-0.165,-0.98,-0.065,124,0
-0.164,-0.982,-0.062,124,0
-0.165,-0.982,-0.058,124,0
-0.167,-0.977,-0.058,124,0
-0.169,-0.975,-0.062,124,0
-0.163,-0.981,-0.064,124,0
-0.149,-0.986,-0.059,124,0
-0.147,-0.985,-0.053,124,0
-0.165,-0.984,-0.054,124,0
-0.187,-0.985,-0.055,124,0
-0.187,-0.986,-0.053,124,0
-0.172,-0.986,-0.052,124,0
-0.17,-0.986,-0.051,124,0
-0.166,-0.979,-0.057,124,0
-0.147,-0.972,-0.073,124,0
-0.137,-0.973,-0.075,124,0
-0.154,-0.978,-0.056,124,0
-0.186,-0.981,-0.044,124,0
-0.208,-0.978,-0.049,124,0
-0.209,-0.978,-0.052,124,0
-0.192,-0.983,-0.048,124,0
-0.176,-0.981,-0.048,124,0
-0.172,-0.972,-0.057,124,0
-0.179,-0.975,-0.063,124,0
-0.195,-0.982,-0.055,124,0
-0.211,-0.982,-0.044,124,0
-0.21,-0.977,-0.046,124,0
-0.191,-0.976,-0.053,124,0
-0.167,-0.979,-0.058,124,0
-0.159,-0.982,-0.057,124,0
-0.173,-0.984,-0.05,124,0
-0.194,-0.982,-0.043,124,0
-0.205,-0.976,-0.045,124,0
-0.19,-0.972,-0.06,124,0
-0.161,-0.976,-0.07,124,0
-0.144,-0.98,-0.064,124,0
-0.156,-0.981,-0.052,124,0
-0.187,-0.983,-0.046,124,0
-0.205,-0.983,-0.049,124,0
-0.198,-0.982,-0.053,124,0
-0.183,-0.984,-0.054,124,0
-0.178,-0.983,-0.055,124,0
-0.184,-0.98,-0.059,124,0
-0.187,-0.978,-0.062,124,0
-0.186,-0.979,-0.059,124,0
-0.188,-0.982,-0.055,124,0
-0.194,-0.984,-0.054,124,0
-0.192,-0.983,-0.055,124,0
-0.188,-0.981,-0.058,124,0
-0.19,-0.981,-0.06,124,0
-0.192,-0.978,-0.059,124,0
-0.191,-0.975,-0.058,124,0
-0.193,-0.978,-0.059,124,0
-0.197,-0.981,-0.056,124,0
-0.197,-0.982,-0.053,124,0
-0.189,-0.98,-0.053,124,0
-0.184,-0.98,-0.054,124,0
-0.182,-0.98,-0.055,124,0
-0.183,-0.981,-0.055,124,0
-0.186,-0.981,-0.054,124,0
-0.189,-0.982,-0.054,124,0
-0.19,-0.982,-0.055,124,0
-0.187,-0.982,-0.056,124,0
-0.181,-0.981,-0.057,124,0
-0.177,-0.981,-0.059,124,0
-0.176,-0.981,-0.061,124,0
-0.178,-0.981,-0.061,124,0
-0.177,-0.982,-0.062,124,0
-0.172,-0.982,-0.062,124,0
-0.173,-0.981,-0.058,124,0
-0.179,-0.98,-0.059,124,0
-0.18,-0.981,-0.062,124,0
-0.173,-0.983,-0.061,124,0
-0.164,-0.983,-0.06,124,0
-0.161,-0.983,-0.062,124,0
-0.165,-0.981,-0.064,124,0
-0.168,-0.981,-0.062,124,0
-0.172,-0.98,-0.059,124,0
-0.173,-0.979,-0.061,124,0
-0.172,-0.979,-0.062,125,0
-0.171,-0.98,-0.061,125,0
-0.174,-0.981,-0.06,125,0
-0.176,-0.981,-0.061,125,0
-0.173,-0.981,-0.062,125,0
-0.17,-0.982,-0.062,125,0
-0.168,-0.983,-0.063,125,0
-0.168,-0.982,-0.063,125,0
-0.171,-0.982,-0.063,125,0
-0.172,-0.981,-0.065,125,0
-0.163,-0.98,-0.069,125,0
-0.151,-0.984,-0.072,125,0
-0.157,-0.987,-0.069,125,0
-0.171,-0.985,-0.065,125,0
-0.17,-0.984,-0.064,125,0
-0.156,-0.98,-0.07,125,0
-0.137,-0.977,-0.078,125,0
-0.129,-0.979,-0.076,125,0
-0.137,-0.981,-0.065,125,0
-0.16,-0.983,-0.064,125,0
-0.189,-0.975,-0.079,125,0
-0.215,-0.97,-0.082,125,0
-0.211,-0.98,-0.058,125,0
-0.177,-0.982,-0.048,125,0
-0.163,-0.98,-0.058,125,0
-0.187,-0.979,-0.063,125,0
-0.218,-0.978,-0.06,125,0
-0.235,-0.976,-0.06,125,0
-0.233,-0.974,-0.064,125,0
-0.215,-0.973,-0.071,125,0
-0.196,-0.974,-0.074,125,0
-0.191,-0.978,-0.073,125,0
-0.198,-0.98,-0.069,125,0
-0.205,-0.982,-0.066,125,0
-0.205,-0.982,-0.068,125,0
-0.202,-0.98,-0.068,125,0
-0.208,-0.976,-0.065,125,0
-0.224,-0.966,-0.071,125,0
-0.228,-0.957,-0.09,125,0
