Sample Count,Green1 Count,Green2 Count,Acceleration X (g),Acceleration Y (g),Acceleration Z (g),Heart Rate (bpm),HR Confidence (%),Activity
2148,245760,504415,-0.983,0.346,0.159,75,26,WALK
2149,270582,524287,-0.981,0.253,0.227,75,26,WALK
2150,303520,524287,-0.93,0.232,0.229,75,26,WALK
2151,320952,524287,-0.893,0.299,0.142,75,26,WALK
2152,342991,524287,-0.858,0.354,0.103,75,26,WALK
2153,385435,524287,-0.849,0.358,0.113,75,26,WALK
2154,418203,524287,-0.852,0.342,0.084,75,26,WALK
2155,450804,524287,-0.874,0.358,0.035,75,26,WALK
2156,483572,524287,-0.93,0.425,0.016,75,26,WALK
2157,508361,524287,-0.938,0.457,0.011,75,26,WALK
2158,491520,524287,-0.89,0.468,0.012,75,26,WALK
2159,458752,524287,-0.848,0.494,0.008,75,26,WALK
2160,425984,524287,-0.834,0.51,0.005,75,26,WALK
2161,393216,524287,-0.813,0.543,-0.01,75,26,WALK
2162,360448,524287,-0.762,0.605,-0.02,75,26,WALK
2163,354838,524287,-0.69,0.68,0.002,75,26,WALK
2164,327680,524287,-0.697,0.804,0.034,75,26,WALK
2165,294912,507904,-0.807,0.971,0.069,75,26,WALK
2166,262144,487130,-0.93,1.065,0.087,75,26,WALK
2167,240564,475136,-1.03,1.032,0.122,75,26,WALK
2168,229376,442368,-1.006,0.916,0.154,75,26,WALK
2169,239138,417359,-0.891,0.776,0.131,75,26,WALK
2170,219563,393216,-0.829,0.674,0.128,75,26,WALK
2171,196608,360448,-0.781,0.623,0.142,75,26,WALK
2172,189836,334328,-0.686,0.605,0.13,75,26,WALK
2173,188886,332538,-0.595,0.618,0.115,75,26,WALK
2174,183521,317758,-0.548,0.665,0.13,75,26,WALK
2175,176634,302265,-0.504,0.718,0.166,75,26,WALK
2176,171636,295683,-0.462,0.754,0.205,75,26,WALK
2177,168669,290874,-0.443,0.773,0.242,75,26,WALK
2178,170776,299485,-0.448,0.765,0.278,75,26,WALK
2179,171284,301232,-0.489,0.771,0.274,75,26,WALK
2180,171820,303991,-0.565,0.816,0.272,75,26,WALK
2181,173885,308903,-0.683,0.833,0.275,75,26,WALK
2182,176333,314383,-0.816,0.882,0.246,75,26,WALK
2183,180625,322821,-0.897,0.945,0.181,75,26,WALK
2184,178709,319567,-0.945,0.971,0.074,75,26,WALK
2185,179166,318818,-0.94,1.034,0.005,75,26,WALK
2186,182055,322235,-0.822,1.013,-0.02,75,26,WALK
2187,179176,315048,-0.668,0.882,-0.011,75,26,WALK
2188,180439,316234,-0.562,0.828,0.02,75,26,WALK
2189,181267,316461,-0.497,0.779,0.016,75,26,WALK
2190,178968,310113,-0.47,0.645,0.013,75,26,WALK
2191,181261,313763,-0.499,0.548,0.057,75,26,WALK
2192,177614,307620,-0.55,0.517,0.091,75,26,WALK
2193,176956,305928,-0.581,0.504,0.094,75,26,WALK
2194,173890,300930,-0.593,0.511,0.109,75,26,WALK
2195,174342,301012,-0.635,0.553,0.138,75,26,WALK
2196,172677,297942,-0.674,0.61,0.158,75,26,WALK
2197,175011,304217,-0.654,0.737,0.16,75,26,WALK
2198,182718,322547,-0.594,0.909,0.102,75,26,WALK
2199,181668,322125,-0.522,1.037,0.012,75,26,WALK
2200,173704,307394,-0.489,1.138,-0.033,75,26,WALK
2201,176441,312057,-0.466,1.196,-0.034,75,26,WALK
2202,179677,318593,-0.418,1.208,-0.057,75,26,WALK
2203,178626,314497,-0.384,1.17,-0.13,75,26,WALK
2204,177201,309220,-0.379,1.12,-0.167,75,26,WALK
2205,172918,300840,-0.354,1.086,-0.194,75,26,WALK
2206,171751,297196,-0.314,1.01,-0.233,75,26,WALK
2207,172083,296142,-0.307,0.932,-0.212,75,26,WALK
2208,171963,296877,-0.31,0.874,-0.172,75,26,WALK
2209,169070,293582,-0.304,0.804,-0.133,75,26,WALK
2210,167251,291706,-0.293,0.783,-0.079,75,26,WALK
2211,168108,295481,-0.291,0.801,-0.054,75,26,WALK
2212,170578,302546,-0.309,0.845,-0.021,75,26,WALK
2213,171117,303924,-0.338,0.91,0.026,75,26,WALK
2214,170489,301582,-0.366,0.962,0.072,75,26,WALK
2215,173789,307675,-0.376,0.999,0.12,75,26,WALK
2216,177307,315489,-0.381,1.026,0.14,75,26,WALK
2217,180503,321266,-0.388,1.147,0.087,75,26,WALK
2218,180788,319672,-0.376,1.359,-0.046,75,26,WALK
2219,175456,306553,-0.338,1.414,-0.178,75,26,WALK
2220,174503,304143,-0.301,1.281,-0.269,75,26,WALK
2221,179425,314723,-0.253,1.188,-0.328,75,26,WALK
2222,179263,312525,-0.181,1.124,-0.345,75,26,WALK
2223,175214,304009,-0.126,1.014,-0.33,75,26,WALK
2224,177443,308486,-0.147,0.902,-0.302,75,26,WALK
2225,175987,305313,-0.174,0.815,-0.259,75,26,WALK
2226,174261,301440,-0.153,0.739,-0.187,75,26,WALK
2227,175356,302991,-0.141,0.675,-0.104,75,26,WALK
2228,175413,302783,-0.191,0.646,-0.057,75,26,WALK
2229,175844,304529,-0.295,0.645,-0.037,75,26,WALK
2230,175927,305534,-0.384,0.678,-0.009,75,26,WALK
2231,174396,301320,-0.461,0.759,0.018,75,26,WALK
2232,174519,301331,-0.532,0.86,0.013,75,26,WALK
2233,172087,299124,-0.569,0.93,-0.017,75,26,WALK
2234,172290,299372,-0.546,0.988,-0.036,75,26,WALK
2235,176652,308138,-0.491,1.09,-0.066,75,26,WALK
2236,173636,303833,-0.43,1.201,-0.135,75,26,WALK
2237,174508,305889,-0.351,1.314,-0.198,75,26,WALK
2238,173097,303775,-0.277,1.331,-0.234,75,26,WALK
2239,167992,292918,-0.225,1.162,-0.236,75,26,WALK
2240,168361,293863,-0.184,1.011,-0.181,75,26,WALK
2241,168410,294248,-0.188,0.967,-0.135,75,26,WALK
2242,167253,291528,-0.189,0.931,-0.133,75,26,WALK
2243,167811,292846,-0.178,0.906,-0.109,75,26,WALK
2244,167979,292348,-0.195,0.901,-0.088,75,26,WALK
2245,171825,295353,-0.218,0.874,-0.075,75,26,WALK
2246,164263,285628,-0.241,0.844,-0.034,75,26,WALK
2247,155535,271097,-0.264,0.829,-0.005,75,26,WALK
2248,155505,271639,-0.284,0.858,0.013,75,26,WALK
2249,153628,269828,-0.315,0.92,0.036,75,26,WALK
2250,157814,277430,-0.352,0.962,0.064,75,26,WALK
2251,170655,303248,-0.372,0.965,0.104,75,26,WALK
2252,179047,326801,-0.398,0.951,0.108,75,26,WALK
2253,185188,337529,-0.439,0.986,0.107,75,26,WALK
2254,181004,331134,-0.439,1.048,0.118,75,26,WALK
2255,181010,330187,-0.43,1.103,0.047,75,26,WALK
2256,182975,332291,-0.445,1.17,-0.014,75,26,WALK
2257,182662,329553,-0.463,1.187,0.004,75,26,WALK
2258,181361,328101,-0.491,1.097,0.015,75,26,WALK
2259,183161,332293,-0.493,0.942,0.035,75,26,WALK
2260,181638,327781,-0.504,0.837,0.043,75,26,WALK
2261,179026,320183,-0.526,0.801,0.01,75,26,WALK
2262,179861,320649,-0.512,0.75,0.007,75,26,WALK
2263,181229,321454,-0.552,0.702,0.009,75,26,WALK
2264,180939,318922,-0.597,0.667,0.001,75,26,WALK
2265,180000,314594,-0.502,0.594,0.009,75,26,WALK
2266,185070,320838,-0.505,0.528,0.048,75,26,WALK
2267,182609,319039,-0.596,0.547,0.037,75,26,WALK
2268,179991,315042,-0.557,0.585,-0.082,75,26,WALK
2269,179959,315433,-0.488,0.571,-0.07,75,26,WALK
2270,180212,317619,-0.501,0.547,0.031,75,26,WALK
2271,171811,302096,-0.544,0.663,0.02,75,26,WALK
2272,171986,304377,-0.538,0.939,-0.01,75,26,WALK
2273,174864,311675,-0.455,1.169,-0.097,75,26,WALK
2274,178625,320301,-0.369,1.304,-0.16,75,26,WALK
2275,176382,315464,-0.334,1.371,-0.084,75,26,WALK
2276,173934,310195,-0.308,1.327,-0.034,75,26,WALK
2277,172380,307170,-0.29,1.199,-0.066,75,26,WALK
2278,174269,307948,-0.281,1.091,-0.121,75,26,WALK
2279,171114,301581,-0.302,1.036,-0.193,75,26,WALK
2280,170469,296097,-0.327,1.002,-0.25,75,26,WALK
2281,175854,301458,-0.326,0.96,-0.242,75,26,WALK
2282,175800,295148,-0.311,0.904,-0.206,75,26,WALK
2283,170977,280235,-0.291,0.854,-0.186,75,26,WALK
2284,166808,273964,-0.271,0.836,-0.154,75,26,WALK
2285,168907,282511,-0.24,0.867,-0.068,75,26,WALK
2286,164304,274253,-0.121,0.919,0.049,75,26,WALK
2287,163283,270122,-0.068,0.922,0.117,75,26,WALK
2288,160254,263714,-0.157,0.915,0.128,75,26,WALK
2289,150426,274039,-0.23,0.942,0.119,75,26,WALK
2290,150051,290899,-0.31,0.967,0.066,75,26,WALK
2291,146877,302355,-0.397,0.991,0.029,75,26,WALK
2292,143649,315880,-0.437,1.042,0.036,75,26,WALK
2293,148944,323379,-0.453,1.111,-0.002,75,26,WALK
2294,147678,330014,-0.477,1.213,-0.085,75,26,WALK
2295,149661,338252,-0.477,1.284,-0.136,75,26,WALK
2296,151399,345456,-0.45,1.206,-0.124,75,26,WALK
2297,150869,345855,-0.473,1.087,-0.097,75,26,WALK
2298,149445,345856,-0.497,1.01,-0.09,75,26,WALK
2299,150279,343871,-0.523,0.948,-0.079,75,26,WALK
2300,150639,340695,-0.57,0.888,-0.02,75,26,WALK
2301,150399,335854,-0.631,0.832,0.118,75,26,WALK
2302,150644,334388,-0.686,0.807,0.278,75,26,WALK
2303,150102,330891,-0.602,0.702,0.405,75,26,WALK
2304,149755,329645,-0.476,0.519,0.489,75,26,WALK
2305,150159,326636,-0.385,0.36,0.5,75,26,WALK
2306,150245,325238,-0.338,0.245,0.477,75,26,WALK
2307,150573,326497,-0.341,0.222,0.422,75,26,WALK
2308,151512,328023,-0.424,0.268,0.425,75,26,WALK
2309,151349,328847,-0.586,0.307,0.571,75,26,WALK
2310,151356,330055,-0.626,0.341,0.627,75,26,WALK
2311,152149,330651,-0.61,0.426,0.612,75,26,WALK
2312,152693,330809,-0.708,0.569,0.78,75,26,WALK
2313,152809,330357,-0.675,0.583,0.843,75,26,WALK
2314,153418,328894,-0.51,0.503,0.777,75,26,WALK
2315,154222,326137,-0.501,0.512,0.748,75,26,WALK
2316,154732,324960,-0.494,0.539,0.701,75,26,WALK
2317,156475,326088,-0.451,0.544,0.677,75,26,WALK
2318,157237,326512,-0.502,0.521,0.644,75,26,WALK
2319,157737,326515,-0.532,0.512,0.609,75,26,WALK
2320,158754,327341,-0.49,0.547,0.61,75,26,WALK
2321,158783,327047,-0.433,0.562,0.655,75,26,WALK
2322,159330,327458,-0.507,0.537,0.677,75,26,WALK
2323,160219,328173,-0.576,0.53,0.666,75,26,WALK
2324,160716,328193,-0.508,0.545,0.671,75,26,WALK
2325,161334,328623,-0.514,0.526,0.664,75,26,WALK
2326,161618,328873,-0.527,0.518,0.661,75,26,WALK
2327,162023,331791,-0.475,0.513,0.705,75,26,WALK
2328,162881,335368,-0.483,0.482,0.719,75,26,WALK
2329,162449,334749,-0.51,0.471,0.706,75,26,WALK
2330,162449,337513,-0.513,0.442,0.732,75,26,WALK
2331,162550,339949,-0.53,0.418,0.729,75,26,WALK
2332,161854,338279,-0.52,0.434,0.723,75,26,WALK
2333,162678,340725,-0.504,0.422,0.747,75,26,WALK
2334,161915,340457,-0.532,0.375,0.77,75,26,WALK
2335,161919,338134,-0.554,0.371,0.766,75,26,WALK
2336,161916,342952,-0.539,0.361,0.773,75,26,WALK
2337,162294,340387,-0.539,0.306,0.8,75,26,WALK
2338,163082,342084,-0.542,0.316,0.787,75,26,WALK
2339,163853,343901,-0.533,0.345,0.769,75,26,WALK
2340,164564,343862,-0.567,0.347,0.744,75,26,WALK
2341,165179,343064,-0.592,0.357,0.733,75,26,WALK
2342,165747,343844,-0.567,0.359,0.739,75,26,WALK
2343,166022,343717,-0.542,0.371,0.736,75,26,WALK
2344,166654,345420,-0.532,0.393,0.733,75,26,WALK
2345,167058,345397,-0.544,0.384,0.722,75,26,WALK
2346,166876,344539,-0.562,0.383,0.71,75,26,WALK
2347,166744,344713,-0.542,0.399,0.726,75,26,WALK
2348,166361,345440,-0.551,0.383,0.743,75,26,WALK
2349,166950,345302,-0.562,0.377,0.743,75,26,WALK
2350,167116,346553,-0.533,0.389,0.743,75,26,WALK
2351,167609,346193,-0.534,0.391,0.746,75,26,WALK
2352,167966,348276,-0.54,0.393,0.739,75,26,WALK
2353,168963,350998,-0.514,0.38,0.761,75,26,WALK
2354,170839,354852,-0.495,0.368,0.778,75,26,WALK
2355,172538,358385,-0.528,0.36,0.769,75,26,WALK
2356,176116,366610,-0.546,0.324,0.773,75,26,WALK
2357,179226,375037,-0.541,0.307,0.779,75,26,WALK
2358,179975,373983,-0.497,0.331,0.792,75,26,WALK
2359,181458,372000,-0.46,0.34,0.797,75,26,WALK
2360,183430,373526,-0.498,0.31,0.8,75,26,WALK
2361,183215,369221,-0.508,0.286,0.803,75,26,WALK
2362,186869,374371,-0.501,0.286,0.795,75,26,WALK
2363,189755,377538,-0.521,0.272,0.794,75,26,WALK
2364,190417,373293,-0.526,0.259,0.802,75,26,WALK
2365,195315,374789,-0.521,0.25,0.808,75,26,WALK
2366,195702,371759,-0.515,0.234,0.822,75,26,WALK
2367,195457,372522,-0.499,0.229,0.829,75,26,WALK
2368,194018,375624,-0.499,0.208,0.827,75,26,WALK
2369,190136,371492,-0.51,0.197,0.836,75,26,WALK
2370,191353,374232,-0.487,0.205,0.849,75,26,WALK
2371,192757,375694,-0.487,0.202,0.855,75,26,WALK
2372,192838,374002,-0.515,0.193,0.837,75,26,WALK
2373,193877,373109,-0.509,0.185,0.844,75,26,WALK
2374,197369,379141,-0.512,0.187,0.876,75,26,WALK
