Sample Count,Acceleration X (g),Acceleration Y (g),Acceleration Z (g),Heart Rate (bpm),Activity
2638,-0.244,0.973,0.154,105,0
2639,-0.245,0.974,0.154,105,0
2640,-0.245,0.973,0.154,105,0
2641,-0.245,0.971,0.153,105,0
2642,-0.246,0.971,0.152,105,0
2643,-0.246,0.971,0.152,105,0
2644,-0.246,0.974,0.152,105,0
2645,-0.246,0.975,0.151,105,0
2646,-0.244,0.972,0.152,105,0
2647,-0.243,0.969,0.151,105,0
2648,-0.242,0.969,0.147,105,0
2649,-0.243,0.971,0.144,105,0
2650,-0.244,0.974,0.144,104,0
2651,-0.245,0.975,0.151,104,0
2652,-0.245,0.975,0.158,104,0
2653,-0.245,0.976,0.16,104,0
2654,-0.245,0.977,0.155,104,0
2655,-0.245,0.977,0.151,104,0
2656,-0.244,0.975,0.152,104,0
2657,-0.244,0.972,0.153,104,0
2658,-0.243,0.969,0.151,104,0
2659,-0.244,0.971,0.149,104,0
2660,-0.245,0.972,0.149,104,0
2661,-0.246,0.972,0.151,104,0
2662,-0.246,0.972,0.154,104,0
2663,-0.245,0.971,0.158,104,0
2664,-0.243,0.965,0.162,104,0
2665,-0.241,0.96,0.161,104,0
2666,-0.242,0.962,0.155,104,0
2667,-0.245,0.969,0.146,104,0
2668,-0.248,0.976,0.142,104,0
2669,-0.248,0.979,0.144,104,0
2670,-0.245,0.974,0.152,104,0
2671,-0.241,0.964,0.164,104,0
2672,-0.241,0.96,0.172,104,0
2673,-0.244,0.967,0.174,104,0
2674,-0.248,0.974,0.17,104,0
2675,-0.25,0.976,0.166,104,0
2676,-0.249,0.972,0.161,104,0
2677,-0.248,0.967,0.154,104,0
2678,-0.248,0.968,0.146,104,0
2679,-0.251,0.969,0.14,104,0
2680,-0.253,0.969,0.141,104,0
2681,-0.254,0.969,0.147,103,0
2682,-0.255,0.968,0.158,103,0
2683,-0.255,0.968,0.165,103,0
2684,-0.255,0.97,0.168,103,0
2685,-0.256,0.973,0.166,103,0
2686,-0.255,0.975,0.161,103,0
2687,-0.252,0.975,0.156,103,0
2688,-0.25,0.974,0.151,102,0
2689,-0.248,0.971,0.148,102,0
2690,-0.247,0.97,0.147,102,0
2691,-0.247,0.971,0.146,102,0
2692,-0.247,0.97,0.147,102,0
2693,-0.248,0.97,0.147,102,0
2694,-0.249,0.971,0.147,102,0
2695,-0.25,0.97,0.148,102,0
2696,-0.25,0.968,0.147,101,0
2697,-0.25,0.968,0.147,101,0
2698,-0.25,0.968,0.148,101,0
2699,-0.25,0.968,0.149,101,0
2700,-0.249,0.968,0.15,101,0
2701,-0.249,0.969,0.149,101,0
2702,-0.249,0.97,0.148,101,0
2703,-0.248,0.969,0.147,101,0
2704,-0.248,0.968,0.147,101,0
2705,-0.248,0.97,0.147,101,0
2706,-0.248,0.971,0.15,101,0
2707,-0.248,0.972,0.15,100,0
2708,-0.248,0.972,0.152,100,0
2709,-0.248,0.973,0.154,100,0
2710,-0.248,0.974,0.155,100,0
2711,-0.247,0.974,0.154,100,0
2712,-0.246,0.972,0.15,100,0
2713,-0.245,0.971,0.144,100,0
2714,-0.245,0.97,0.138,100,0
2715,-0.246,0.969,0.138,100,0
2716,-0.248,0.969,0.141,100,0
2717,-0.25,0.971,0.147,100,0
2718,-0.251,0.973,0.152,100,0
2719,-0.25,0.975,0.152,100,0
2720,-0.248,0.973,0.151,100,0
2721,-0.246,0.97,0.149,100,0
2722,-0.244,0.97,0.147,99,0
2723,-0.244,0.971,0.146,99,0
2724,-0.245,0.972,0.148,99,0
2725,-0.246,0.972,0.151,99,0
2726,-0.247,0.97,0.153,99,0
2727,-0.248,0.97,0.153,99,0
2728,-0.25,0.97,0.153,99,0
2729,-0.251,0.97,0.153,99,0
2730,-0.251,0.968,0.153,99,0
2731,-0.25,0.967,0.152,99,0
2732,-0.25,0.968,0.15,99,0
2733,-0.249,0.97,0.151,99,0
2734,-0.248,0.97,0.154,98,0
2735,-0.248,0.971,0.156,98,0
2736,-0.248,0.972,0.155,98,0
2737,-0.249,0.972,0.153,98,0
2738,-0.249,0.972,0.154,98,0
2739,-0.25,0.972,0.157,98,0
2740,-0.25,0.973,0.165,98,0
2741,-0.249,0.972,0.172,98,0
2742,-0.248,0.968,0.174,98,0
2743,-0.247,0.964,0.171,98,0
2744,-0.246,0.963,0.167,98,0
2745,-0.247,0.966,0.161,98,0
2746,-0.246,0.969,0.156,98,0
2747,-0.245,0.969,0.154,97,0
2748,-0.245,0.968,0.154,97,0
2749,-0.245,0.967,0.155,97,0
2750,-0.245,0.966,0.159,97,0
2751,-0.244,0.966,0.163,97,0
2752,-0.245,0.968,0.161,97,0
2753,-0.248,0.97,0.158,97,0
2754,-0.25,0.968,0.16,97,0
2755,-0.253,0.965,0.167,97,0
2756,-0.256,0.962,0.172,97,0
2757,-0.26,0.962,0.175,97,0
2758,-0.263,0.964,0.177,97,0
2759,-0.264,0.965,0.177,97,0
2760,-0.262,0.963,0.176,97,0
2761,-0.261,0.961,0.172,97,0
2762,-0.259,0.961,0.167,97,0
2763,-0.257,0.962,0.166,97,0
2764,-0.254,0.963,0.168,97,0
2765,-0.252,0.963,0.17,97,0
2766,-0.251,0.964,0.171,97,0
2767,-0.25,0.966,0.171,97,0
2768,-0.25,0.966,0.17,97,0
2769,-0.251,0.965,0.172,97,0
2770,-0.253,0.968,0.172,97,0
2771,-0.256,0.967,0.17,97,0
2772,-0.257,0.964,0.169,97,0
2773,-0.258,0.963,0.167,97,0
2774,-0.259,0.963,0.163,97,0
2775,-0.26,0.963,0.159,97,0
2776,-0.261,0.965,0.155,97,0
2777,-0.261,0.967,0.158,97,0
2778,-0.259,0.964,0.165,97,0
2779,-0.259,0.963,0.166,97,0
2780,-0.258,0.962,0.16,97,0
2781,-0.26,0.96,0.155,97,0
2782,-0.263,0.961,0.155,97,0
2783,-0.264,0.963,0.156,97,0
2784,-0.265,0.961,0.155,97,0
2785,-0.267,0.96,0.153,97,0
2786,-0.27,0.965,0.153,97,0
2787,-0.271,0.97,0.158,97,0
2788,-0.27,0.971,0.165,97,0
2789,-0.265,0.968,0.17,97,0
2790,-0.261,0.966,0.173,97,0
2791,-0.26,0.967,0.17,97,0
2792,-0.26,0.969,0.166,97,0
2793,-0.26,0.968,0.16,97,0
2794,-0.26,0.966,0.155,97,0
2795,-0.261,0.965,0.149,97,0
2796,-0.261,0.968,0.147,97,0
2797,-0.263,0.971,0.147,97,0
2798,-0.263,0.972,0.146,97,0
2799,-0.26,0.969,0.146,97,0
2800,-0.258,0.963,0.148,97,0
2801,-0.257,0.959,0.149,97,0
2802,-0.257,0.96,0.15,97,0
2803,-0.259,0.961,0.149,97,0
2804,-0.263,0.959,0.146,97,0
2805,-0.266,0.96,0.146,97,0
2806,-0.269,0.962,0.148,97,0
2807,-0.268,0.962,0.152,97,0
2808,-0.266,0.961,0.155,97,0
2809,-0.265,0.964,0.157,97,0
2810,-0.268,0.964,0.157,97,0
2811,-0.27,0.965,0.158,97,0
2812,-0.273,0.969,0.157,97,0
2813,-0.274,0.97,0.157,97,0
2814,-0.271,0.967,0.157,97,0
2815,-0.269,0.968,0.157,97,0
2816,-0.266,0.969,0.155,97,0
2817,-0.264,0.972,0.145,97,0
2818,-0.262,0.983,0.132,97,0
2819,-0.257,0.982,0.135,97,0
2820,-0.252,0.957,0.157,97,0
2821,-0.252,0.939,0.177,97,0
2822,-0.261,0.953,0.181,98,0
2823,-0.268,0.973,0.167,98,0
2824,-0.268,0.977,0.148,98,0
2825,-0.262,0.966,0.138,98,0
2826,-0.253,0.956,0.139,98,0
2827,-0.248,0.955,0.143,98,0
2828,-0.247,0.957,0.149,98,0
2829,-0.249,0.963,0.154,98,0
2830,-0.25,0.968,0.154,98,0
2831,-0.25,0.968,0.153,98,0
2832,-0.249,0.967,0.155,98,0
2833,-0.249,0.968,0.156,98,0
2834,-0.25,0.968,0.16,98,0
2835,-0.249,0.964,0.169,98,0
2836,-0.248,0.966,0.175,98,0
2837,-0.248,0.972,0.17,98,0
2838,-0.248,0.976,0.159,98,0
2839,-0.247,0.974,0.151,98,0
2840,-0.244,0.968,0.146,98,0
2841,-0.244,0.965,0.145,98,0
2842,-0.246,0.968,0.15,98,0
2843,-0.248,0.968,0.158,98,0
2844,-0.248,0.962,0.167,98,0
2845,-0.249,0.956,0.17,98,0
2846,-0.251,0.958,0.168,98,0
2847,-0.256,0.964,0.165,98,0
2848,-0.259,0.969,0.166,98,0
2849,-0.261,0.973,0.169,98,0
2850,-0.262,0.974,0.17,98,0
2851,-0.261,0.973,0.17,98,0
2852,-0.259,0.971,0.168,98,0
2853,-0.255,0.97,0.168,98,0
2854,-0.251,0.972,0.166,98,0
2855,-0.248,0.976,0.161,98,0
2856,-0.246,0.979,0.155,98,0
2857,-0.244,0.977,0.146,98,0
2858,-0.243,0.97,0.139,98,0
2859,-0.244,0.968,0.14,98,0
2860,-0.247,0.97,0.146,98,0
2861,-0.25,0.973,0.154,98,0
2862,-0.253,0.974,0.161,98,0
2863,-0.254,0.974,0.169,98,0
2864,-0.251,0.969,0.175,98,0
2865,-0.248,0.962,0.173,98,0
2866,-0.247,0.958,0.163,98,0
2867,-0.248,0.956,0.15,98,0
2868,-0.249,0.954,0.141,98,0
2869,-0.251,0.96,0.138,98,0
2870,-0.252,0.971,0.14,98,0
2871,-0.252,0.978,0.147,98,0
2872,-0.251,0.979,0.158,98,0
2873,-0.25,0.977,0.17,98,0
2874,-0.25,0.974,0.177,98,0
2875,-0.25,0.972,0.179,98,0
2876,-0.251,0.971,0.174,98,0
2877,-0.252,0.968,0.164,98,0
2878,-0.251,0.966,0.156,98,0
2879,-0.249,0.965,0.151,98,0
2880,-0.248,0.966,0.146,98,0
2881,-0.247,0.967,0.141,98,0
2882,-0.246,0.967,0.137,98,0
2883,-0.245,0.966,0.135,98,0
2884,-0.247,0.965,0.134,98,0
2885,-0.251,0.967,0.134,98,0
2886,-0.257,0.971,0.136,98,0
2887,-0.26,0.968,0.146,98,0
2888,-0.258,0.966,0.159,98,0
2889,-0.255,0.969,0.166,98,0
2890,-0.252,0.975,0.167,98,0
2891,-0.251,0.979,0.161,98,0
2892,-0.249,0.979,0.155,98,0
2893,-0.246,0.974,0.153,98,0
2894,-0.244,0.969,0.152,98,0
2895,-0.244,0.969,0.148,98,0
2896,-0.246,0.973,0.142,98,0
2897,-0.247,0.973,0.138,98,0
2898,-0.248,0.97,0.136,98,0
2899,-0.249,0.968,0.138,98,0
2900,-0.25,0.969,0.14,98,0
2901,-0.252,0.971,0.143,98,0
2902,-0.252,0.971,0.146,98,0
2903,-0.252,0.97,0.149,98,0
2904,-0.252,0.971,0.15,98,0
2905,-0.253,0.973,0.148,98,0
2906,-0.252,0.974,0.146,98,0
2907,-0.251,0.974,0.146,98,0
2908,-0.25,0.973,0.146,98,0
2909,-0.248,0.973,0.145,98,0
2910,-0.248,0.972,0.143,98,0
2911,-0.248,0.972,0.143,98,0
2912,-0.248,0.971,0.143,98,0
2913,-0.248,0.969,0.143,98,0
2914,-0.249,0.969,0.145,98,0
2915,-0.25,0.97,0.145,98,0
2916,-0.25,0.969,0.146,98,0
2917,-0.251,0.968,0.147,98,0
2918,-0.252,0.968,0.15,98,0
2919,-0.254,0.969,0.152,98,0
2920,-0.255,0.97,0.154,98,0
2921,-0.253,0.97,0.156,98,0
2922,-0.251,0.97,0.157,99,0
2923,-0.249,0.971,0.155,99,0
2924,-0.248,0.971,0.152,99,0
2925,-0.248,0.971,0.149,99,0
2926,-0.248,0.971,0.146,99,0
2927,-0.249,0.97,0.145,99,0
2928,-0.25,0.968,0.144,99,0
2929,-0.251,0.967,0.145,99,0
2930,-0.252,0.968,0.145,99,0
2931,-0.254,0.97,0.145,99,0
2932,-0.254,0.969,0.148,99,0
2933,-0.253,0.968,0.151,99,0
2934,-0.253,0.97,0.154,99,0
2935,-0.254,0.972,0.154,99,0
2936,-0.254,0.973,0.153,99,0
2937,-0.252,0.971,0.153,99,0
2938,-0.252,0.97,0.154,99,0
2939,-0.251,0.97,0.153,99,0
2940,-0.252,0.97,0.152,99,0
2941,-0.252,0.97,0.15,99,0
2942,-0.252,0.968,0.15,99,0
2943,-0.253,0.967,0.149,99,0
2944,-0.255,0.968,0.148,99,0
2945,-0.255,0.969,0.148,99,0
2946,-0.254,0.969,0.15,99,0
2947,-0.253,0.969,0.15,99,0
2948,-0.253,0.969,0.15,99,0
2949,-0.252,0.968,0.151,99,0
2950,-0.251,0.967,0.149,99,0
2951,-0.251,0.967,0.147,99,0
2952,-0.253,0.969,0.144,99,0
2953,-0.254,0.97,0.142,99,0
2954,-0.253,0.97,0.144,99,0
2955,-0.252,0.969,0.147,99,0
2956,-0.251,0.969,0.15,99,0
2957,-0.252,0.969,0.153,99,0
2958,-0.253,0.969,0.153,99,0
2959,-0.253,0.968,0.151,99,0
2960,-0.254,0.968,0.148,99,0
2961,-0.255,0.967,0.146,99,0
2962,-0.255,0.967,0.144,99,0
2963,-0.255,0.968,0.143,99,0
2964,-0.254,0.968,0.144,99,0
2965,-0.253,0.968,0.144,99,0
2966,-0.253,0.968,0.145,99,0
2967,-0.254,0.969,0.147,99,0
2968,-0.254,0.969,0.148,99,0
2969,-0.255,0.969,0.149,99,0
2970,-0.255,0.971,0.149,99,0
2971,-0.255,0.972,0.148,99,0
2972,-0.253,0.971,0.148,99,0
2973,-0.252,0.97,0.147,99,0
2974,-0.252,0.969,0.145,100,0
2975,-0.252,0.969,0.143,100,0
2976,-0.253,0.969,0.141,100,0
2977,-0.254,0.968,0.14,100,0
2978,-0.256,0.967,0.14,100,0
2979,-0.257,0.967,0.142,100,0
2980,-0.258,0.966,0.143,100,0
2981,-0.258,0.966,0.144,101,0
2982,-0.258,0.967,0.146,101,0
2983,-0.256,0.968,0.147,101,0
2984,-0.255,0.97,0.148,101,0
2985,-0.255,0.971,0.149,101,0
2986,-0.253,0.971,0.148,101,0
2987,-0.252,0.97,0.148,101,0
2988,-0.254,0.972,0.146,101,0
2989,-0.255,0.973,0.145,101,0
2990,-0.254,0.97,0.144,101,0
2991,-0.255,0.967,0.144,101,0
2992,-0.256,0.967,0.144,100,0
2993,-0.259,0.969,0.142,100,0
2994,-0.263,0.97,0.14,100,0
2995,-0.265,0.969,0.14,100,0
2996,-0.263,0.967,0.144,100,0
2997,-0.262,0.966,0.148,100,0
2998,-0.261,0.968,0.15,100,0
2999,-0.26,0.969,0.15,100,0
3000,-0.257,0.967,0.152,100,0
3001,-0.255,0.965,0.153,100,0
3002,-0.253,0.966,0.152,100,0
3003,-0.253,0.966,0.149,99,0
3004,-0.254,0.965,0.146,99,0
3005,-0.254,0.963,0.144,99,0
